@relation ../Data/18_edits_alt

@attribute revert_edits numeric
@attribute votes numeric
@attribute accounts numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute featured_lists numeric
@attribute draft_edits numeric
@attribute featured_articles numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute hasCategoryActivity {1, 0}
@attribute minor_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute hasFeaturedContent {1, 0}
@attribute merge_votes numeric
@attribute hasMultipleAccounts {1, 0}
@attribute pages_created numeric
@attribute isSuccessful {1, 0}
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute nonminor_edits numeric
@attribute elections numeric
@attribute delete_votes numeric
@attribute images_uploaded numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric
@attribute large_edits numeric


@data
42 , 39 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 529 , 0 , 304 , 0 , 209 , 6 , 133 , 758 , 0 , 30 , 0 , 813 , 0 , 0 , 2 , 1 , 9 , 0 , 3 , 0 , 7 , 0 , 1662 , 1 , 25 , 2 , 82 , 63 , 11 , 2402 , 374
0 , 22 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
26 , 34 , 24 , 0 , 0 , 0 , 0 , 0 , 0 , 1015 , 1 , 1631 , 0 , 614 , 21 , 183 , 2362 , 0 , 37 , 0 , 673 , 0 , 0 , 0 , 1 , 85 , 0 , 10 , 4 , 29 , 1 , 3180 , 2 , 26 , 12 , 27 , 124 , 2 , 4440 , 1160
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 49 , 0 , 726 , 0 , 1019 , 6 , 97 , 1093 , 0 , 0 , 0 , 54 , 0 , 0 , 0 , 0 , 28 , 0 , 0 , 0 , 0 , 0 , 771 , 1 , 0 , 3 , 28 , 412 , 0 , 1739 , 185
1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 65 , 0 , 3 , 0 , 132 , 0 , 21 , 21 , 0 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 117 , 1 , 0 , 0 , 0 , 31 , 0 , 148 , 10
0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0
94 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 227 , 1 , 838 , 0 , 707 , 47 , 250 , 1227 , 0 , 15 , 0 , 216 , 0 , 0 , 2 , 1 , 72 , 0 , 1 , 12 , 10 , 1 , 9001 , 2 , 11 , 48 , 13 , 91 , 1 , 2094 , 846
102 , 1 , 24 , 0 , 0 , 0 , 0 , 0 , 0 , 310 , 0 , 65 , 0 , 80 , 0 , 136 , 359 , 0 , 45 , 0 , 480 , 0 , 0 , 0 , 1 , 1 , 0 , 8 , 0 , 6 , 0 , 1148 , 1 , 37 , 0 , 161 , 13 , 0 , 1465 , 225
0 , 0 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 555 , 0 , 2 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 0 , 0 , 0 , 4 , 0 , 9 , 3
28 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 22 , 1 , 403 , 0 , 696 , 61 , 33 , 2102 , 1 , 33 , 0 , 89 , 0 , 0 , 3 , 0 , 1428 , 0 , 12 , 76 , 16 , 0 , 8091 , 1 , 17 , 46 , 8 , 0 , 3 , 2410 , 1150
38 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1140 , 1 , 64 , 0 , 294 , 1 , 38 , 537 , 0 , 24 , 0 , 415 , 0 , 0 , 1 , 0 , 25 , 0 , 1 , 3 , 39 , 5 , 2162 , 1 , 17 , 1 , 22 , 39 , 2 , 2236 , 362
133 , 43 , 68 , 0 , 0 , 0 , 1 , 3 , 0 , 6649 , 1 , 10938 , 0 , 407 , 11 , 459 , 11949 , 1 , 66 , 0 , 1476 , 0 , 1 , 0 , 1 , 88 , 0 , 1 , 15 , 47 , 0 , 8203 , 2 , 64 , 1 , 100 , 359 , 6 , 21072 , 4453
82 , 7 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 478 , 1 , 476 , 0 , 822 , 6 , 19 , 116 , 0 , 34 , 0 , 408 , 0 , 0 , 2 , 1 , 11 , 0 , 12 , 2 , 13 , 1 , 2161 , 1 , 19 , 0 , 11 , 126 , 1 , 1180 , 588
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 18 , 0 , 20 , 0 , 328 , 0 , 7 , 35 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 33 , 0 , 0 , 0 , 0 , 0 , 69 , 1 , 0 , 0 , 0 , 0 , 0 , 65 , 10
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 10 , 0 , 10 , 0 , 628 , 0 , 2 , 17 , 0 , 1 , 0 , 7 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 560 , 1 , 1 , 1 , 0 , 2 , 0 , 38 , 43
2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 85 , 0 , 1 , 0 , 19 , 1 , 51 , 79 , 0 , 2 , 0 , 17 , 1 , 0 , 0 , 0 , 840 , 0 , 2 , 0 , 0 , 0 , 197 , 1 , 0 , 0 , 0 , 94 , 0 , 328 , 13
20 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 213 , 1 , 113 , 0 , 97 , 5 , 84 , 367 , 0 , 0 , 0 , 82 , 0 , 0 , 0 , 1 , 2 , 0 , 0 , 8 , 25 , 0 , 824 , 1 , 0 , 1 , 2 , 219 , 5 , 1010 , 143
9 , 3 , 1 , 0 , 3 , 1 , 0 , 0 , 0 , 91 , 1 , 703 , 0 , 376 , 2 , 44 , 2069 , 0 , 53 , 0 , 96 , 0 , 1 , 4 , 0 , 508 , 0 , 40 , 9 , 43 , 1 , 2909 , 1 , 5 , 5 , 8 , 99 , 1 , 2462 , 482
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 11 , 0 , 1 , 0 , 1 , 0 , 0 , 13 , 0 , 0 , 0 , 16 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 26 , 1 , 0 , 0 , 0 , 27 , 0 , 67 , 6
4 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 652 , 0 , 7 , 0 , 453 , 0 , 55 , 674 , 1 , 30 , 0 , 156 , 0 , 0 , 1 , 0 , 5 , 0 , 6 , 0 , 1 , 0 , 525 , 1 , 21 , 0 , 14 , 58 , 0 , 1610 , 73
300 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 726 , 1 , 171 , 0 , 366 , 0 , 49 , 396 , 0 , 2 , 0 , 143 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 1115 , 1 , 2 , 0 , 7 , 166 , 0 , 1489 , 371
0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 116 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0
278 , 0 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 954 , 1 , 1680 , 0 , 345 , 1 , 32 , 1374 , 3 , 84 , 2 , 192 , 0 , 0 , 0 , 1 , 13 , 0 , 7 , 9 , 4 , 11 , 2327 , 1 , 61 , 1 , 4 , 510 , 2 , 3082 , 778
15 , 7 , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 170 , 1 , 66 , 0 , 681 , 0 , 158 , 1234 , 0 , 28 , 0 , 259 , 0 , 1 , 5 , 1 , 59 , 0 , 5 , 5 , 29 , 0 , 4605 , 1 , 18 , 0 , 29 , 115 , 8 , 2007 , 364
0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 47 , 0 , 0 , 3 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 1 , 0 , 9 , 2
0 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 18 , 0 , 4 , 0 , 304 , 0 , 11 , 17 , 0 , 1 , 0 , 37 , 0 , 0 , 0 , 1 , 4 , 0 , 1 , 0 , 1 , 0 , 290 , 1 , 0 , 0 , 6 , 30 , 0 , 120 , 17
13 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 190 , 0 , 17 , 0 , 617 , 1 , 4 , 81 , 0 , 0 , 0 , 15 , 0 , 0 , 0 , 1 , 12 , 0 , 0 , 0 , 0 , 0 , 738 , 1 , 0 , 1 , 0 , 166 , 0 , 457 , 53
127 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1594 , 1 , 112 , 0 , 205 , 0 , 461 , 2396 , 3 , 191 , 0 , 654 , 0 , 0 , 9 , 0 , 87 , 1 , 17 , 2 , 8 , 3 , 4961 , 1 , 159 , 0 , 13 , 91 , 3 , 5222 , 1895
41 , 6 , 5 , 0 , 1 , 0 , 1 , 0 , 0 , 4829 , 1 , 6188 , 0 , 479 , 8 , 218 , 5955 , 2 , 98 , 0 , 610 , 1 , 0 , 9 , 1 , 77 , 1 , 13 , 5 , 13 , 8 , 4602 , 1 , 65 , 0 , 12 , 179 , 0 , 11831 , 3469
0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 111 , 0 , 0 , 0 , 2 , 24 , 0 , 0 , 0 , 0 , 1 , 1 , 101 , 1 , 3 , 0 , 0 , 0 , 0 , 1 , 18 , 0 , 0 , 0 , 0 , 0 , 0
57 , 2 , 13 , 0 , 3 , 0 , 0 , 0 , 0 , 1088 , 1 , 2341 , 0 , 972 , 11 , 364 , 3617 , 2 , 109 , 0 , 365 , 0 , 0 , 7 , 1 , 28 , 1 , 14 , 4 , 40 , 6 , 3720 , 1 , 77 , 6 , 57 , 34 , 42 , 5622 , 911
641 , 25 , 3 , 0 , 0 , 0 , 0 , 0 , 105 , 876 , 1 , 692 , 0 , 374 , 22 , 1225 , 6142 , 3 , 56 , 0 , 713 , 0 , 0 , 1 , 1 , 247 , 1 , 11 , 257 , 101 , 0 , 13805 , 1 , 41 , 0 , 75 , 146 , 29 , 9691 , 1184
21 , 2 , 5 , 0 , 0 , 0 , 0 , 0 , 3 , 1328 , 1 , 325 , 0 , 426 , 1 , 156 , 1051 , 0 , 20 , 0 , 810 , 0 , 0 , 0 , 1 , 11 , 1 , 1 , 31 , 21 , 0 , 4414 , 1 , 19 , 0 , 241 , 65 , 2 , 3709 , 1407
102 , 0 , 10 , 0 , 0 , 0 , 1 , 0 , 2 , 425 , 1 , 506 , 0 , 290 , 0 , 82 , 133 , 0 , 5 , 0 , 1004 , 0 , 0 , 0 , 1 , 30 , 1 , 0 , 14 , 37 , 0 , 5285 , 1 , 5 , 1 , 176 , 180 , 55 , 2109 , 1584
202 , 12 , 1 , 0 , 0 , 0 , 0 , 0 , 3 , 409 , 1 , 1435 , 0 , 486 , 0 , 338 , 605 , 0 , 105 , 0 , 497 , 0 , 0 , 3 , 0 , 29 , 1 , 13 , 0 , 1 , 3 , 3334 , 1 , 86 , 0 , 23 , 153 , 7 , 2036 , 1317
59 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 842 , 1 , 1053 , 0 , 341 , 0 , 504 , 3607 , 0 , 109 , 0 , 301 , 0 , 0 , 5 , 1 , 347 , 1 , 31 , 1 , 52 , 0 , 10394 , 1 , 73 , 13 , 109 , 394 , 5 , 5815 , 1473
116 , 0 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 1068 , 1 , 1372 , 0 , 782 , 28 , 248 , 3389 , 7 , 80 , 1 , 1085 , 1 , 1 , 3 , 0 , 16 , 1 , 18 , 1 , 37 , 4 , 4557 , 1 , 47 , 8 , 196 , 32 , 0 , 6085 , 923
48 , 0 , 7 , 0 , 1 , 0 , 0 , 0 , 1 , 1466 , 1 , 4798 , 0 , 1123 , 3 , 163 , 1609 , 1 , 148 , 0 , 587 , 2 , 0 , 3 , 1 , 92 , 1 , 29 , 12 , 34 , 0 , 1565 , 1 , 114 , 3 , 76 , 97 , 3 , 4053 , 369
44 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 5 , 1762 , 1 , 5674 , 0 , 1285 , 2 , 2491 , 5582 , 0 , 26 , 0 , 1116 , 0 , 0 , 1 , 1 , 118 , 1 , 0 , 0 , 0 , 0 , 3140 , 1 , 25 , 0 , 82 , 497 , 4 , 11541 , 1134
3 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 155 , 0 , 73 , 0 , 199 , 0 , 100 , 407 , 1 , 46 , 0 , 287 , 0 , 0 , 3 , 0 , 10 , 1 , 14 , 0 , 1 , 1 , 725 , 1 , 27 , 0 , 25 , 3 , 0 , 978 , 176
3 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 154 , 1 , 2537 , 0 , 579 , 2 , 286 , 1899 , 4 , 78 , 0 , 380 , 0 , 0 , 4 , 0 , 41 , 1 , 10 , 4 , 10 , 4 , 248 , 1 , 56 , 1 , 34 , 120 , 3 , 2892 , 124
0 , 17 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 268 , 1 , 2594 , 0 , 172 , 4 , 338 , 4548 , 6 , 61 , 0 , 2227 , 0 , 0 , 5 , 0 , 262 , 1 , 8 , 103 , 17 , 6 , 3816 , 1 , 35 , 3 , 42 , 118 , 1 , 7666 , 1007
4 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 82 , 0 , 401 , 0 , 402 , 0 , 27 , 494 , 8 , 153 , 1 , 576 , 0 , 0 , 10 , 0 , 29 , 1 , 18 , 0 , 1 , 0 , 979 , 1 , 116 , 0 , 34 , 6 , 0 , 1220 , 137
19 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 4 , 187 , 1 , 408 , 0 , 343 , 19 , 561 , 8085 , 0 , 4 , 0 , 454 , 0 , 0 , 0 , 0 , 350 , 1 , 4 , 37 , 76 , 0 , 9442 , 1 , 0 , 4 , 19 , 666 , 0 , 10108 , 431
0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 747 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2
17 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 9 , 1 , 2355 , 0 , 271 , 5 , 5 , 716 , 0 , 19 , 0 , 12 , 0 , 0 , 0 , 0 , 265 , 1 , 9 , 13 , 1 , 2 , 6011 , 1 , 7 , 2 , 0 , 0 , 0 , 761 , 186
49 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 82 , 1 , 1113 , 0 , 792 , 1 , 54 , 1150 , 0 , 7 , 1 , 229 , 0 , 0 , 1 , 0 , 14 , 1 , 0 , 3 , 26 , 0 , 270 , 1 , 5 , 0 , 2 , 137 , 8 , 1693 , 65
59 , 13 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 16 , 0 , 234 , 0 , 108 , 0 , 23 , 144 , 5 , 183 , 2 , 46 , 0 , 0 , 12 , 0 , 4 , 1 , 19 , 0 , 0 , 0 , 1219 , 1 , 145 , 0 , 20 , 35 , 0 , 284 , 142
2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 291 , 1 , 1549 , 0 , 165 , 5 , 634 , 1520 , 1 , 182 , 0 , 533 , 0 , 0 , 3 , 0 , 717 , 1 , 8 , 1 , 18 , 5 , 1620 , 1 , 165 , 4 , 10 , 124 , 2 , 3138 , 60
68 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 2 , 226 , 1 , 1395 , 0 , 1006 , 2 , 41 , 2960 , 5 , 88 , 1 , 256 , 0 , 0 , 6 , 0 , 489 , 1 , 21 , 5 , 53 , 4 , 1639 , 1 , 50 , 0 , 26 , 75 , 9 , 3655 , 37
109 , 60 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1928 , 1 , 1105 , 0 , 55 , 0 , 223 , 1831 , 1 , 178 , 0 , 867 , 0 , 0 , 1 , 0 , 14 , 1 , 19 , 5 , 17 , 0 , 2488 , 1 , 157 , 0 , 60 , 20 , 3 , 4954 , 478
152 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 214 , 1 , 422 , 0 , 702 , 7 , 301 , 1311 , 1 , 11 , 0 , 332 , 0 , 0 , 2 , 0 , 22 , 1 , 2 , 3 , 32 , 0 , 1826 , 1 , 6 , 1 , 132 , 12 , 9 , 2354 , 174
16 , 15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 87 , 1 , 883 , 0 , 414 , 7 , 55 , 859 , 2 , 172 , 1 , 147 , 0 , 0 , 10 , 0 , 168 , 1 , 42 , 9 , 2 , 1 , 784 , 1 , 116 , 10 , 1 , 34 , 0 , 1201 , 137
5 , 22 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 123 , 1 , 2545 , 0 , 91 , 97 , 141 , 6148 , 0 , 1 , 0 , 628 , 0 , 0 , 0 , 0 , 136 , 1 , 1 , 11 , 44 , 0 , 4471 , 1 , 0 , 48 , 1 , 41 , 2 , 7236 , 643
1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 231 , 1 , 2787 , 0 , 512 , 12 , 84 , 3839 , 0 , 1 , 0 , 57 , 0 , 0 , 0 , 0 , 575 , 1 , 1 , 5 , 6 , 0 , 1222 , 1 , 0 , 11 , 2 , 230 , 0 , 4466 , 243
37 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 152 , 1 , 87 , 0 , 581 , 0 , 290 , 996 , 1 , 39 , 0 , 97 , 0 , 0 , 2 , 0 , 27 , 1 , 6 , 5 , 0 , 2 , 1353 , 1 , 28 , 0 , 29 , 47 , 3 , 1621 , 235
27 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 154 , 0 , 403 , 3 , 304 , 6 , 100 , 717 , 3 , 161 , 1 , 585 , 0 , 0 , 4 , 0 , 30 , 1 , 5 , 0 , 3 , 1 , 1042 , 1 , 143 , 2 , 11 , 9 , 1 , 1586 , 170
52 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 16 , 240 , 1 , 820 , 0 , 629 , 3 , 95 , 589 , 4 , 113 , 0 , 589 , 0 , 0 , 3 , 0 , 81 , 1 , 11 , 41 , 15 , 0 , 2576 , 1 , 95 , 1 , 92 , 185 , 8 , 1873 , 585
2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 1722 , 0 , 985 , 1 , 29 , 1665 , 0 , 7 , 0 , 49 , 0 , 0 , 0 , 0 , 1041 , 1 , 2 , 6 , 11 , 0 , 2209 , 1 , 5 , 1 , 12 , 6 , 0 , 1787 , 969
60 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 3 , 360 , 1 , 36 , 1 , 190 , 0 , 416 , 3471 , 5 , 161 , 3 , 2560 , 0 , 0 , 7 , 0 , 340 , 1 , 16 , 27 , 18 , 0 , 5735 , 1 , 128 , 0 , 113 , 116 , 0 , 7084 , 523
9 , 8 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 486 , 1 , 1875 , 2 , 83 , 30 , 322 , 2428 , 16 , 178 , 1 , 542 , 0 , 0 , 23 , 0 , 65 , 1 , 29 , 10 , 4 , 9 , 1569 , 1 , 93 , 19 , 121 , 31 , 31 , 4005 , 390
0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 7 , 389 , 1 , 2552 , 0 , 411 , 7 , 108 , 1415 , 3 , 181 , 2 , 679 , 0 , 0 , 5 , 0 , 46 , 1 , 10 , 23 , 36 , 10 , 179 , 1 , 151 , 2 , 89 , 314 , 28 , 3095 , 58
41 , 11 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1611 , 1 , 2966 , 0 , 90 , 1 , 164 , 4379 , 1 , 60 , 0 , 488 , 0 , 0 , 0 , 0 , 68 , 1 , 3 , 6 , 6 , 2 , 2973 , 1 , 54 , 0 , 7 , 141 , 1 , 6804 , 677
19 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 312 , 0 , 375 , 0 , 312 , 4 , 86 , 526 , 1 , 23 , 0 , 196 , 0 , 0 , 0 , 0 , 40 , 1 , 10 , 0 , 10 , 0 , 518 , 1 , 12 , 2 , 5 , 48 , 2 , 1189 , 222
2 , 28 , 1 , 0 , 0 , 0 , 0 , 0 , 6 , 1334 , 1 , 72 , 0 , 134 , 5 , 183 , 1418 , 0 , 0 , 0 , 160 , 4 , 0 , 0 , 0 , 108 , 1 , 0 , 1 , 3 , 0 , 2790 , 1 , 0 , 4 , 15 , 386 , 9 , 3524 , 1141
19 , 9 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 381 , 1 , 208 , 0 , 314 , 1 , 391 , 1246 , 5 , 144 , 0 , 428 , 0 , 0 , 6 , 0 , 72 , 1 , 27 , 4 , 0 , 4 , 2107 , 1 , 102 , 1 , 33 , 43 , 1 , 2529 , 380
40 , 31 , 1 , 0 , 0 , 0 , 0 , 0 , 3 , 322 , 1 , 6 , 1 , 572 , 0 , 509 , 1873 , 0 , 81 , 0 , 787 , 0 , 0 , 0 , 0 , 186 , 1 , 45 , 7 , 0 , 2 , 6681 , 1 , 33 , 0 , 135 , 321 , 0 , 3957 , 507
31 , 6 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 217 , 1 , 1773 , 0 , 313 , 5 , 399 , 5688 , 2 , 184 , 0 , 678 , 2 , 0 , 5 , 0 , 145 , 1 , 21 , 38 , 181 , 4 , 4894 , 1 , 150 , 1 , 143 , 187 , 33 , 7571 , 600
43 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1158 , 1 , 209 , 0 , 85 , 29 , 66 , 1195 , 0 , 25 , 0 , 227 , 0 , 0 , 1 , 0 , 7 , 1 , 10 , 3 , 1 , 1 , 2360 , 2 , 12 , 17 , 14 , 20 , 1 , 2714 , 596
138 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 242 , 0 , 640 , 0 , 249 , 0 , 189 , 472 , 4 , 136 , 1 , 470 , 0 , 0 , 13 , 0 , 37 , 1 , 40 , 0 , 30 , 1 , 1959 , 1 , 77 , 1 , 146 , 188 , 16 , 1753 , 658
13 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 18 , 217 , 1 , 1962 , 0 , 369 , 12 , 240 , 3033 , 0 , 18 , 0 , 223 , 3 , 0 , 1 , 0 , 230 , 1 , 7 , 88 , 4 , 0 , 1605 , 1 , 10 , 0 , 133 , 83 , 1 , 4055 , 248
196 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 241 , 1 , 188 , 0 , 1012 , 15 , 518 , 1766 , 2 , 35 , 0 , 227 , 1 , 0 , 2 , 0 , 63 , 1 , 13 , 19 , 34 , 0 , 2150 , 1 , 17 , 9 , 43 , 352 , 27 , 3244 , 433
5 , 8 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 349 , 1 , 1626 , 0 , 226 , 7 , 99 , 1856 , 10 , 164 , 0 , 326 , 0 , 1 , 61 , 0 , 65 , 1 , 89 , 6 , 29 , 0 , 1464 , 1 , 4 , 2 , 24 , 52 , 12 , 2760 , 289
38 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 134 , 1 , 911 , 0 , 472 , 8 , 333 , 1863 , 5 , 130 , 1 , 430 , 2 , 0 , 24 , 0 , 78 , 1 , 27 , 3 , 17 , 1 , 1966 , 1 , 72 , 0 , 132 , 83 , 11 , 3016 , 233
23 , 19 , 1 , 0 , 0 , 0 , 1 , 0 , 9 , 204 , 1 , 113 , 0 , 108 , 2 , 24 , 7633 , 0 , 11 , 0 , 3045 , 0 , 0 , 1 , 0 , 2 , 1 , 1 , 740 , 29 , 0 , 8588 , 1 , 9 , 0 , 103 , 64 , 3 , 11857 , 528
13 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 207 , 1 , 1904 , 0 , 491 , 124 , 152 , 1521 , 0 , 25 , 0 , 222 , 21 , 0 , 0 , 0 , 43 , 1 , 1 , 2 , 1 , 0 , 920 , 1 , 24 , 39 , 14 , 114 , 2 , 2380 , 238
10 , 26 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 275 , 1 , 2308 , 0 , 137 , 1 , 1866 , 2617 , 1 , 26 , 0 , 375 , 0 , 0 , 1 , 0 , 30 , 1 , 20 , 92 , 88 , 0 , 2911 , 1 , 4 , 1 , 120 , 113 , 0 , 5547 , 236
5 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 223 , 1 , 320 , 0 , 409 , 1 , 99 , 505 , 0 , 13 , 1 , 172 , 0 , 0 , 1 , 0 , 6 , 1 , 3 , 1 , 10 , 0 , 804 , 1 , 8 , 0 , 26 , 162 , 2 , 1201 , 177
6 , 39 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 893 , 1 , 1345 , 0 , 92 , 1 , 38 , 873 , 0 , 20 , 0 , 217 , 0 , 0 , 0 , 0 , 21 , 1 , 3 , 2 , 0 , 0 , 554 , 1 , 17 , 1 , 7 , 140 , 0 , 2171 , 185
3 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 154 , 1 , 955 , 0 , 226 , 0 , 210 , 1673 , 12 , 118 , 2 , 410 , 0 , 0 , 15 , 0 , 70 , 1 , 38 , 6 , 13 , 0 , 1216 , 1 , 51 , 0 , 44 , 90 , 4 , 2606 , 289
13 , 10 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 297 , 1 , 2572 , 0 , 426 , 0 , 278 , 3359 , 4 , 176 , 2 , 618 , 0 , 0 , 7 , 0 , 207 , 1 , 22 , 2 , 11 , 2 , 2006 , 1 , 138 , 0 , 26 , 128 , 10 , 4729 , 468
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 64 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 6 , 1 , 0 , 1 , 0 , 1 , 0 , 0 , 572 , 1 , 6035 , 0 , 305 , 0 , 59 , 4927 , 4 , 125 , 1 , 574 , 0 , 0 , 8 , 0 , 33 , 1 , 37 , 12 , 5 , 1 , 67 , 1 , 73 , 0 , 34 , 102 , 0 , 6286 , 21
