username,date_of_election,isSuccessful,votes,pages_created,total_edits,article_edits,user_edits,user_talk_edits,file_edits,file_talk_edits,template_edits,template_talk_edits,wikipedia_edits,wikipedia_talk_edits,category_edits,category_talk_edits,draft_edits,draft_talk_edits,talk_edits,gender,days_active,keep_votes,delete_votes,sp_keep_votes,sp_delete_votes,merge_votes,redirect_votes,transwiki_votes,userfy_votes,total_afd_votes,accounts,featured_articles,featured_lists,elections
Mdcollins1984,2006-08-03 20:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1062,0,0,0,0,0,0,0,0,0,0,0,0,1
Me and my robot,2006-11-25 02:51:00,0,0,6,83,66,1,1,5,0,0,0,6,0,0,0,0,0,4,unknown,78,0,2,0,0,0,0,0,0,2,1,0,0,1
Memmke,2006-12-01 10:04:00,0,1,0,216,46,13,28,0,0,1,3,95,0,0,0,0,0,30,unknown,18,0,16,0,0,0,0,0,0,16,1,0,0,1
Mets501,2006-04-26 03:19:00,0,0,22,1365,978,135,113,5,0,20,0,70,18,0,0,0,0,26,male,83,17,70,0,5,4,1,0,0,97,1,0,0,2
MichaelBillington,2006-11-02 09:40:00,0,25,59,4392,1791,697,910,5,0,3,5,762,27,18,0,0,0,174,unknown,231,15,84,2,1,7,8,0,0,117,17,0,0,2
Micoolio101,2006-07-13 11:52:00,0,0,24,1186,609,315,139,0,1,23,0,40,2,0,0,0,0,57,unknown,172,0,0,0,0,0,0,0,0,0,1,0,0,1
Mike1,2006-10-07 03:21:00,0,22,9,2344,1022,79,348,1,0,35,0,362,187,2,0,0,0,308,unknown,337,9,9,0,0,5,0,0,0,23,1,0,0,1
MilkMiruku,2006-04-23 05:34:00,0,0,93,969,460,59,39,3,0,61,15,86,32,5,1,0,0,208,unknown,828,7,5,0,0,1,0,0,0,13,1,0,0,1
Minan,2006-02-28 17:20:00,0,0,0,39,10,0,0,0,0,0,0,6,0,0,0,0,0,23,unknown,222,0,0,0,0,0,0,0,0,0,1,0,0,1
Mipadi,2006-07-06 10:13:00,0,0,195,2470,1608,401,173,1,0,3,3,91,9,0,0,0,0,181,unknown,382,3,25,0,0,0,2,0,0,30,1,0,0,1
MJCdetroit,2006-05-29 15:05:00,0,0,52,1068,705,40,71,2,0,29,85,79,25,0,0,0,0,32,unknown,179,2,5,0,0,2,0,0,0,9,1,0,0,2
mlc409,2006-12-02 21:22:00,0,0,1,31,4,4,8,0,0,0,0,15,0,0,0,0,0,0,unknown,99,0,0,0,0,0,0,0,0,0,1,0,0,1
Moe Epsilon,2006-03-26 00:04:00,0,115,346,5336,2048,358,2080,2,0,5,0,748,50,2,0,0,0,43,male,260,16,75,5,5,13,2,2,0,118,1,0,0,1
Morphh,2006-09-01 20:15:00,0,0,36,2462,1347,35,141,3,0,8,17,137,54,14,3,0,0,703,unknown,446,9,1,1,0,2,0,0,0,13,1,0,0,1
MoRsE,2006-09-23 22:57:00,0,0,14,514,387,12,15,0,0,2,0,55,0,0,0,0,0,43,male,508,7,6,0,1,1,1,0,0,16,4,0,0,3
Movementarian,2006-11-21 14:20:00,0,0,5,647,312,15,38,0,0,0,0,231,2,0,0,0,0,49,unknown,388,27,112,2,9,15,17,2,0,184,3,0,0,1
Mr. Lefty,2006-06-27 16:51:00,0,17,62,2631,1189,166,745,0,0,33,5,413,8,4,0,0,0,68,unknown,153,19,99,2,14,3,10,3,0,150,1,0,0,2
Mrbowtie,2006-02-05 18:22:00,0,0,1,61,27,15,5,0,0,0,0,10,0,0,0,0,0,4,unknown,137,2,2,0,1,0,0,0,0,5,1,0,0,1
Naan Kadavul,2006-05-10 15:21:00,0,0,1,96,40,11,32,0,0,0,0,12,0,0,0,0,0,1,unknown,10,0,0,0,0,0,0,0,0,0,1,0,0,1
Naconkantari,2006-01-14 21:12:00,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NickCatal,2006-01-04 02:49:00,0,0,29,244,72,18,24,0,0,1,0,102,9,0,0,0,0,18,male,452,29,96,0,5,7,2,2,0,141,1,0,0,1
NightDragon,2006-03-02 04:38:00,0,2,0,76,22,8,25,0,0,8,0,10,1,0,0,0,0,2,unknown,541,0,0,0,0,0,0,0,0,0,1,0,0,1
No1lakersfan,2006-12-20 22:01:00,0,0,69,3829,3011,118,359,4,0,44,1,193,24,31,0,0,0,44,male,264,0,5,0,1,1,0,0,0,7,2,0,0,2
Nookdog,2006-07-14 22:35:00,0,2,2,104,22,2,38,0,0,0,0,38,0,0,0,0,0,4,unknown,18,1,0,0,0,0,0,0,0,1,1,0,0,1
Ohnoitsjamie,2006-01-21 02:07:00,0,0,1,1229,635,15,322,0,0,0,0,171,0,0,0,0,0,86,unknown,97,8,175,2,2,4,4,0,0,195,1,0,0,2
Ombudsman,2006-10-27 03:46:00,0,40,301,4185,2584,99,788,1,0,13,0,402,21,4,2,0,0,271,unknown,609,69,6,1,0,0,0,1,0,77,3,0,0,1
Osbus,2006-05-29 17:11:00,0,4,5,1387,203,167,267,0,0,28,5,463,238,0,0,0,0,16,unknown,130,2,15,0,1,4,0,1,0,23,1,0,0,1
Oscarthecat,2006-03-17 00:32:00,0,0,33,2090,1529,41,148,2,0,0,0,251,4,2,0,0,0,113,unknown,151,6,183,0,3,4,0,0,0,196,1,0,0,2
PaulWicks,2006-09-15 00:42:00,0,0,9,700,287,70,95,0,0,0,0,60,14,1,0,0,0,173,male,507,1,1,0,0,1,0,0,0,3,2,0,0,1
Pegasus1138,2006-03-18 01:57:00,0,8,22,1115,650,34,102,0,0,11,0,201,94,8,0,0,0,15,unknown,26,5,36,0,1,6,0,1,0,49,1,0,0,1
Nja247,2009-02-07 18:16:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,11,0,0,2
NuclearWarfare,2009-08-19 16:13:00,1,43,237,25532,11355,1220,7094,154,4,139,261,3387,400,118,3,1,0,1396,unknown,660,1,64,0,0,0,1,0,0,66,633,1,5,2
OlEnglish,2009-09-19 04:00:00,1,27,482,18432,10284,1647,1530,5,15,186,109,2333,520,148,33,1,0,1621,male,482,65,47,0,0,15,6,0,0,133,56,0,0,1
Orlady,2009-04-08 15:41:00,1,6,603,13238,8714,179,1378,30,0,401,279,901,259,145,6,0,0,946,female,1692,65,75,0,0,29,5,0,2,176,22,0,2,1
OverlordQ,2009-03-13 13:13:00,1,0,5,2495,1070,67,857,4,1,32,2,350,43,15,0,0,0,54,unknown,1802,7,74,0,3,5,1,0,0,90,633,0,0,2
Pastor Theo,2009-07-02 02:34:00,1,118,89,4478,1446,80,769,20,0,7,8,1396,15,1,0,0,0,736,unknown,167,24,18,1,2,3,1,0,0,49,18,0,0,1
Patar knight,2009-06-21 02:25:00,1,17,177,4672,1890,176,1001,1,0,61,30,469,51,4,2,0,0,987,male,1001,24,33,1,0,12,9,0,0,79,34,0,0,1
Paxse,2009-03-29 12:36:00,1,5,251,4469,3724,58,163,11,0,33,75,49,24,0,1,0,0,331,male,1271,39,6,1,0,1,0,0,0,47,24,0,0,1
PeterSymonds,2009-01-15 23:15:00,1,2,340,1179,388,222,192,5,0,17,11,265,15,0,0,0,0,64,unknown,1137,2,26,0,0,1,1,0,0,30,75,4,0,2
Plastikspork,2009-06-18 21:27:00,1,0,139,14314,10533,1034,1574,10,0,200,22,514,69,0,0,6,0,352,unknown,677,8,44,0,0,4,3,0,0,59,2,0,0,1
R'n'B,2009-01-16 22:50:00,1,0,760,2090,1114,32,507,3,0,141,15,147,21,47,1,0,0,62,male,839,16,85,2,3,3,2,0,0,111,36,0,0,1
Rambo's Revenge,2009-05-04 12:58:00,1,1,354,3979,1954,195,388,9,1,109,55,597,157,3,0,0,0,511,male,763,2,21,0,0,1,0,0,0,24,30,0,0,1
RegentsPark,2009-01-26 21:24:00,1,40,61,527,264,10,73,0,0,0,0,81,19,0,0,0,0,80,unknown,559,20,96,1,0,4,3,0,0,124,16,0,0,1
Rjanag,2009-04-28 13:53:00,1,19,202,11594,4489,660,2142,36,0,571,857,1192,579,14,1,0,0,1053,unknown,253,21,117,2,4,7,7,0,1,159,42,1,0,1
RL0919,2009-12-19 01:47:00,1,0,20,5797,2663,156,486,8,6,120,44,1397,119,129,70,0,0,599,male,1624,7,25,0,0,2,1,0,0,35,23,0,0,1
Ronhjones,2009-11-19 23:27:00,1,0,30,31956,16711,1082,12676,17,1,115,9,756,66,36,1,3,0,483,male,601,2,18,0,1,3,2,0,0,26,29,0,0,1
Rosiestep,2009-05-05 01:51:00,1,21,2038,9306,6195,125,1044,0,0,12,233,389,100,0,0,0,0,1208,female,702,53,26,2,2,6,0,0,0,89,35,0,0,1
Runningonbrains,2009-05-09 22:46:00,1,0,146,5575,2782,566,841,23,0,62,33,451,113,190,0,0,0,514,male,1145,10,51,0,3,12,2,0,0,78,24,1,1,1
S@bre,2009-02-11 20:47:00,1,1,163,2427,1433,66,250,139,35,68,20,126,83,11,0,0,0,196,male,1143,16,39,0,0,10,12,3,0,80,32,3,1,1
Shubinator,2009-12-23 18:48:00,1,10,19,11174,860,324,3304,109,0,431,2808,886,423,6,0,0,0,2023,unknown,351,2,5,0,0,0,1,0,0,8,27,1,0,1
Skomorokh,2009-07-07 14:06:00,1,30,1084,24048,12866,328,3780,144,1,621,208,2444,543,208,4,0,0,2901,unknown,1034,0,7,0,0,0,0,0,0,7,269,1,1,1
Sky Harbor,2009-08-21 06:09:00,1,2,258,6020,4271,61,89,122,0,174,8,360,684,12,0,0,0,239,male,1598,40,5,0,2,1,0,0,0,48,39,0,0,1
Smith609,2009-03-21 18:50:00,1,0,751,3544,1830,281,179,25,0,680,192,108,41,16,0,0,0,192,male,1150,0,4,0,0,0,0,0,0,4,29,0,0,1
Someguy1221,2009-03-20 19:15:00,1,1,63,5624,2704,103,1230,1,0,5,9,1201,136,2,0,2,0,231,unknown,789,10,111,2,5,2,4,0,0,134,29,0,0,1
Somno,2009-01-31 11:04:00,1,2,59,1132,548,25,405,23,0,1,4,77,11,1,0,0,0,37,female,485,10,81,0,0,8,3,0,0,102,36,0,0,1
SpacemanSpiff,2009-12-03 17:55:00,1,10,216,11780,5623,108,2301,1,0,42,10,2685,154,48,7,0,0,801,male,206,8,46,1,0,1,2,0,0,58,14,0,2,1
Spinningspark,2009-04-08 14:32:00,1,0,138,4410,1918,483,682,132,1,45,36,779,27,6,0,0,0,301,male,768,15,19,2,2,2,1,0,0,41,41,0,0,1
Steve,2009-08-04 08:50:00,1,3,72,8790,4693,1118,864,19,0,27,16,978,316,0,0,0,0,759,male,754,6,74,0,0,3,5,0,0,88,1,1,0,1
Tcncv,2009-10-06 03:04:00,1,0,47,10402,4768,853,3227,4,0,138,7,778,189,12,7,0,0,419,male,571,5,7,0,0,0,0,0,0,12,33,0,0,1
Tedder,2009-07-15 00:19:00,1,8,165,12777,6573,360,3706,5,1,16,8,747,191,6,0,0,0,1164,male,1540,14,133,0,2,6,18,0,0,173,27,0,0,1
ThaddeusB,2009-07-22 17:02:00,1,9,94,5822,2602,144,819,2,1,195,186,1247,157,5,0,0,0,464,unknown,339,89,37,1,0,23,4,0,0,154,35,0,0,1
The Earwig,2009-10-11 02:33:00,1,7,384,5982,2698,530,917,19,3,96,18,837,91,203,6,1,0,563,male,466,0,14,1,1,0,0,0,0,16,193,0,0,1
The ed17,2009-09-19 01:59:00,1,6,232,16035,6399,551,3921,36,2,185,345,2185,960,18,21,1,0,1411,unknown,1283,5,24,0,0,3,3,0,0,35,48,0,0,2
TheDJ,2009-04-18 21:24:00,1,2,90,7727,3120,1378,662,59,3,424,183,1050,472,81,11,0,0,284,male,1459,11,30,1,1,9,1,0,0,53,47,0,0,2
Tinucherian,2009-10-14 10:15:00,1,125,2344,42966,9427,1431,5391,26,30,288,417,2171,1049,736,2279,2,1,19718,male,836,14,15,1,1,1,1,0,0,33,83,0,1,1
Tnxman307,2009-03-10 16:04:00,1,2,78,4801,1949,87,1530,1,0,4,3,991,45,4,0,1,0,186,male,491,4,144,0,0,0,5,0,0,153,21,0,0,2
Toon05,2009-04-02 13:56:00,1,23,77,2127,811,63,603,3,0,5,9,441,27,1,0,0,0,164,male,873,23,106,0,6,4,9,0,0,148,38,0,0,1
Ucucha,2009-12-08 04:14:00,1,7,522,7876,4438,164,866,3,0,142,771,344,226,110,1,0,0,811,male,1717,5,11,0,0,0,1,0,0,17,79,2,0,1
Valley2city,2009-02-27 06:22:00,1,12,188,1305,717,40,299,8,0,14,12,146,7,0,0,0,0,62,male,1193,24,26,1,1,5,1,0,0,58,28,0,0,1
Vianello,2009-04-15 03:07:00,1,0,29,1991,655,54,1026,1,1,0,0,188,1,11,3,0,0,51,male,430,5,93,0,11,4,1,0,0,114,1,0,0,2
Wadester16,2009-05-05 17:07:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,115,0,0,0,0,0,0,0,0,0,48,0,0,2
WereSpielChequers,2009-02-05 23:05:00,1,9,93,5520,4276,93,512,24,0,1,0,481,63,0,0,0,0,70,unknown,669,29,19,0,2,0,1,0,0,51,1,0,0,2
Willking1979,2009-09-08 01:54:00,1,11,3,20691,9714,295,9288,8,1,39,18,862,23,11,0,9,0,423,male,550,5,9,0,0,1,0,0,0,15,19,0,0,2
Wtmitchell,2009-06-19 05:50:00,1,0,109,16623,9820,401,4648,0,0,88,77,472,244,1,0,1,0,871,male,1676,4,1,0,0,0,0,0,0,5,16,0,0,1
7,2009-08-14 05:57:00,0,6,32,9939,3205,79,5441,13,1,22,5,925,66,9,3,0,0,170,male,618,2,60,0,4,2,0,0,0,68,13,0,0,2
95jb14,2009-10-07 18:48:00,0,0,2,786,114,155,115,5,8,15,2,90,62,20,1,0,0,199,unknown,392,0,0,0,0,0,0,0,0,0,51,0,0,1
A3RO,2009-10-13 03:05:00,0,6,4,11780,5014,815,5060,6,3,31,1,671,23,0,0,0,0,156,male,1242,1,2,0,0,0,0,0,0,3,9,0,0,1
A new name 2008,2009-09-10 01:12:00,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,59,0,0,1
Abce2,2009-06-15 21:52:00,0,6,2,10118,2609,999,5093,1,5,16,2,1062,118,5,0,2,0,206,male,194,3,13,0,0,2,0,0,0,18,15,0,0,1
adamfinmo,2009-11-27 02:04:00,0,0,1,1036,419,93,330,0,0,3,0,98,7,0,0,0,0,86,male,710,2,15,0,1,1,0,0,0,19,20,0,0,1
Addihockey10,2009-09-29 01:23:00,0,0,2,528,246,4,235,2,0,1,0,32,0,1,0,0,0,7,unknown,341,0,2,0,0,0,0,0,0,2,8,0,0,2
Afaprof01,2009-10-04 14:42:00,0,0,13,5607,4624,276,158,1,0,276,4,53,7,20,0,0,0,188,unknown,1071,0,4,0,0,0,0,0,0,4,1,0,0,1
Alan16,2009-08-06 01:52:00,0,0,23,3591,1557,128,1190,2,0,6,1,327,39,0,0,0,0,341,male,439,2,10,1,1,1,0,0,0,15,19,0,0,2
Alexander.hugh.george,2009-06-12 20:43:00,0,0,5,432,350,2,36,0,0,11,0,12,0,0,0,0,0,21,male,117,1,0,0,0,0,0,0,0,1,8,0,0,1
Altruism,2009-08-28 10:48:00,0,4,92,4369,1954,415,1602,4,0,47,3,106,6,1,0,0,0,231,unknown,962,2,0,0,0,0,0,0,0,2,12,0,0,1
Amlnet49,2009-03-07 23:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,64,0,0,0,0,0,0,0,0,0,1,0,0,1
Andrewmc123,2009-03-08 19:04:00,0,0,8,588,183,11,11,3,0,2,0,28,0,1,0,0,0,349,male,148,3,6,0,0,1,0,0,0,10,5,0,0,1
andrewrp,2009-04-21 22:13:00,0,0,1,663,345,15,246,3,0,2,0,41,0,1,0,0,0,10,male,258,0,3,0,0,0,0,0,0,3,2,0,0,1
Ant2387,2009-07-14 21:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,15,0,0,1
Apteva,2009-07-07 21:11:00,0,2,22,556,250,14,72,0,0,3,2,70,65,0,0,0,0,80,unknown,405,5,3,0,0,0,0,0,0,8,69,0,0,2
Arbiteroftruth,2009-06-30 03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1592,0,0,0,0,0,0,0,0,0,38,0,0,1
ArcAngel,2009-09-14 11:48:00,0,105,30,4903,1158,239,1765,0,0,3,0,1440,146,1,0,8,0,143,male,1030,21,140,4,6,4,2,0,0,177,1,0,0,2
AresAndEnyo,2009-02-20 18:42:00,0,0,3,223,146,4,11,0,0,0,0,43,0,0,0,0,0,19,unknown,795,7,1,0,0,0,0,0,0,8,1,0,0,2
AtheWeatherman,2009-08-28 13:27:00,0,45,9,1223,428,239,388,0,0,9,9,146,0,0,0,0,0,4,male,481,6,20,0,0,2,0,0,0,28,25,0,0,1
Backslash Forwardslash,2009-02-13 20:11:00,0,9,42,1733,381,58,610,0,0,136,145,265,54,0,0,0,0,84,unknown,192,2,37,0,0,0,0,0,0,39,40,0,0,2
Baseball Bugs,2009-03-09 21:44:00,0,3,136,8832,2861,72,2400,50,1,3,0,1446,250,2,0,0,0,1747,unknown,661,63,34,0,0,15,2,0,0,114,2,0,0,1
Basket of Puppies,2009-09-15 02:46:00,0,10,25,1373,720,38,284,10,1,4,0,138,16,0,0,0,0,162,unknown,257,15,90,0,2,5,1,0,0,113,15,0,0,1
Bazj,2009-04-06 18:25:00,0,0,49,1051,777,58,68,1,0,25,8,57,8,0,0,0,0,49,unknown,403,4,107,0,0,3,0,0,0,114,33,0,0,1
Bcai388,2009-12-30 22:05:00,0,0,0,16,13,0,0,0,0,0,0,3,0,0,0,0,0,0,male,94,0,0,0,0,0,0,0,0,0,2,0,0,1
Beeblebrox,2009-05-21 20:19:00,0,14,147,9169,3390,145,2559,10,0,7,3,1409,103,1,0,0,0,1542,unknown,671,2,52,0,1,5,2,0,0,62,1,0,0,2
Blakegripling ph,2009-07-21 17:07:00,0,0,39,2571,1385,310,438,17,3,16,0,233,85,2,0,0,0,82,male,1248,3,35,0,4,4,0,0,0,46,35,0,0,2
Blctc,2009-02-16 17:33:00,0,0,1,19,12,2,0,0,0,0,0,5,0,0,0,0,0,0,male,751,0,0,0,0,0,0,0,0,0,1,0,0,1
BlueCaper,2009-03-25 03:45:00,0,0,16,1309,434,185,536,18,0,31,0,57,4,1,0,0,0,43,unknown,505,0,1,0,0,0,0,0,0,1,20,0,0,1
Bwilkins,2009-04-15 15:43:00,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1736,0,0,0,0,0,0,0,0,0,15,0,0,2
Ceranthor,2009-03-08 21:59:00,0,46,80,1725,708,86,369,1,0,1,21,375,32,0,4,0,0,128,male,731,17,60,1,2,7,1,2,0,90,3,4,0,2
ChildofMidnight,2009-04-26 04:58:00,0,11,257,10697,4529,177,3327,17,5,3,143,1216,92,1,0,0,0,1187,unknown,174,85,53,1,1,37,0,0,0,177,14,0,0,1
Chzz,2009-10-27 09:19:00,0,21,289,32143,8738,3939,16403,68,2,70,92,1609,198,1,0,0,0,1023,unknown,547,20,157,0,5,6,1,1,0,190,68,0,0,1
Cool3,2009-03-28 18:01:00,0,1,88,2725,1536,71,623,2,0,13,20,331,49,0,0,0,0,80,unknown,1260,54,86,3,7,9,7,0,0,166,11,1,0,3
CrazyInSane,2009-07-13 20:52:00,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,637,0,0,0,0,0,0,0,0,0,23,0,0,1
CrossHouses,2009-10-28 23:36:00,0,0,6,511,398,56,19,0,0,9,0,13,0,0,0,0,0,16,male,951,0,0,0,0,0,0,0,0,0,2,0,0,1
Cryptic C62,2009-02-26 20:57:00,0,0,39,647,321,13,50,18,0,2,0,176,28,0,0,0,0,39,male,1090,5,10,0,0,1,1,0,0,17,30,0,0,1
Curtis23,2009-12-22 03:03:00,0,0,11,792,365,131,91,0,0,0,0,63,60,0,0,0,0,82,male,176,1,3,0,0,0,0,0,0,4,5,0,0,3
Cyclonebiskit,2009-04-10 16:20:00,0,0,78,5238,3529,590,122,12,0,69,14,424,35,0,0,0,0,443,unknown,417,6,12,1,0,2,0,0,0,21,37,2,5,1
Cyclonenim,2009-04-11 11:47:00,0,4,58,2558,734,335,681,0,1,13,0,564,120,0,0,0,0,110,male,1041,14,81,0,1,5,3,0,0,104,24,0,0,2
Dalekusa,2009-12-23 21:43:00,0,0,5,534,209,60,110,0,0,5,0,103,13,0,0,0,0,34,male,831,1,2,3,6,0,0,0,1,13,18,0,0,2
David Beals,2009-11-27 02:05:00,0,0,5,137,79,0,34,0,0,2,1,15,0,0,0,0,0,6,unknown,119,0,0,0,0,0,0,0,0,0,3,0,0,1
Dendodge,2009-08-31 16:33:00,0,0,39,7957,2468,218,2283,32,1,354,80,1795,171,41,1,0,0,513,male,892,0,11,0,0,1,1,0,0,13,72,0,0,2
DotComCairney,2009-06-25 20:38:00,0,0,1,223,73,72,56,0,0,0,0,8,1,0,0,0,0,13,male,13,1,0,0,0,0,0,0,0,1,7,0,0,1
Geni,2008-03-16 16:19:00,0,0,116,5459,2430,157,718,29,2,43,17,1248,433,4,7,0,0,371,unknown,1448,22,58,0,0,2,2,0,0,84,18,0,0,3
George The Dragon,2008-08-10 00:34:00,0,20,7,1573,571,56,369,1,0,0,0,404,50,1,0,0,0,121,unknown,924,2,27,0,0,0,0,0,0,29,1,0,0,1
Giangian15,2008-05-07 23:05:00,0,0,21,451,267,44,18,1,0,38,0,8,1,0,0,0,0,74,unknown,99,3,5,0,0,0,0,0,0,8,10,0,0,2
GO-PCHS-NJROTC,2008-04-07 00:10:00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Golich17,2008-06-22 05:19:00,0,0,5,1969,1701,16,78,5,0,65,0,22,2,0,0,0,0,80,unknown,810,0,0,0,0,0,0,0,0,0,1,0,0,1
goodandhonestwhig,2008-04-12 15:59:00,0,0,0,46,7,0,21,0,0,0,0,14,0,0,0,0,0,4,unknown,57,0,0,0,0,0,0,0,0,0,1,0,0,1
Goodnight123,2008-02-13 00:21:00,0,0,0,19,6,1,3,0,0,0,0,9,0,0,0,0,0,0,unknown,85,0,0,0,0,0,0,0,0,0,1,0,0,1
Grey Wanderer,2008-06-26 03:04:00,0,0,103,6474,2834,201,523,26,0,124,20,301,31,114,37,0,0,2263,unknown,653,9,25,0,3,2,1,0,0,40,30,0,0,1
gromlakh,2008-01-05 21:50:00,0,0,0,2802,1064,35,1303,0,2,0,0,330,9,0,0,0,0,59,male,1558,2,57,0,4,1,1,0,0,65,1,0,0,1
Gtstricky,2008-10-15 03:56:00,0,60,47,5202,1808,184,1974,4,0,30,3,998,61,2,5,1,0,132,unknown,363,32,126,1,8,4,7,0,0,178,12,0,0,1
Guest9999,2008-05-17 16:30:00,0,14,120,3288,1496,75,537,20,0,136,18,798,99,8,5,0,0,96,unknown,466,18,100,0,2,16,6,0,0,142,21,0,0,1
Gwen Gale,2008-01-18 23:47:00,0,0,7,2891,1809,13,306,6,0,0,3,240,11,0,0,0,0,503,unknown,422,11,35,1,0,1,0,0,0,48,1,0,0,2
asams10,2006-12-08 06:01:00,0,0,35,2406,1918,17,108,9,0,9,7,18,2,0,0,0,0,318,unknown,500,1,4,0,0,0,0,0,0,5,1,0,0,1
Astanhope,2006-01-26 00:15:00,0,0,26,199,128,22,15,0,0,0,0,22,2,0,0,0,0,10,male,363,56,5,0,0,0,0,0,0,61,1,0,0,1
Axiomm,2006-05-26 14:45:00,0,3,3,82,25,14,14,0,0,0,0,29,0,0,0,0,0,0,unknown,92,6,3,0,0,0,0,0,0,9,1,0,0,1
B&W Anime Fan,2006-09-25 22:36:00,0,0,31,7408,1017,758,2548,69,0,135,12,2545,161,12,6,0,0,145,unknown,59,0,1,0,0,0,0,0,0,1,1,0,0,1
Bart133,2006-12-01 15:35:00,0,25,54,2028,1078,104,327,9,0,1,5,447,12,1,0,0,0,44,male,749,33,116,5,14,13,1,1,0,183,2,0,0,2
Berig,2006-12-19 15:12:00,0,0,215,4040,3354,218,172,10,0,9,2,35,2,13,0,0,0,225,unknown,124,1,3,0,0,0,0,0,0,4,1,0,0,2
Bigtop,2006-07-07 02:37:00,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,10,0,0,2
Bigtop,2006-08-21 19:35:00,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,14,0,0,2
Bling-chav,2006-02-02 16:00:00,0,13,0,36,0,0,3,0,0,0,0,33,0,0,0,0,0,0,unknown,7,0,0,0,0,0,0,0,0,0,1,0,0,1
Bobabobabo,2006-10-28 19:56:00,0,0,56,1347,1028,90,162,0,0,5,3,36,2,0,0,0,0,21,unknown,170,3,0,0,0,0,0,0,0,3,1,0,0,1
Bormalagurski,2006-03-26 08:01:00,0,0,3,282,111,1,66,0,0,0,0,46,3,0,0,0,0,55,unknown,192,10,3,0,0,0,0,0,0,13,1,0,0,1
Bornhj,2006-08-09 14:48:00,0,21,13,2963,1297,475,687,1,0,7,2,323,22,1,0,0,0,148,unknown,359,5,22,0,1,1,1,0,0,30,5,0,0,1
Bpazolli,2006-08-12 09:00:00,0,0,0,60,20,0,14,0,0,0,0,21,5,0,0,0,0,0,unknown,13,4,1,0,0,0,0,0,0,5,1,0,0,1
BradBeattie,2006-10-18 19:26:00,0,0,8,1811,897,209,124,44,0,33,4,345,4,5,5,0,0,141,unknown,537,3,51,1,2,0,0,2,0,59,2,0,0,2
Brainhell,2006-02-07 12:23:00,0,0,17,312,215,1,29,2,1,0,0,10,0,0,0,0,0,54,unknown,61,0,0,0,0,0,0,0,0,0,1,0,0,1
Brossow,2006-02-24 17:06:00,0,0,16,2550,1404,109,714,31,0,11,23,98,7,3,0,0,0,150,male,141,15,122,1,6,6,5,0,0,155,4,0,0,1
Brusselsshrek,2006-01-16 06:20:00,0,0,10,458,233,45,22,0,0,58,33,51,5,0,0,0,0,11,unknown,261,2,1,0,0,0,0,0,0,3,1,0,0,1
Bugs5382,2006-01-17 06:57:00,0,0,8,89,34,4,17,0,0,0,1,15,7,0,0,0,0,11,unknown,82,2,18,0,4,1,0,0,0,25,1,0,0,1
Cameron Nedland,2006-08-03 03:03:00,0,0,3,913,278,128,113,0,0,0,1,7,16,0,0,0,0,370,unknown,239,0,0,0,0,0,0,0,0,0,1,0,0,1
Carnildo,2006-03-20 21:36:00,0,24,74,2913,976,135,529,10,0,61,13,849,163,6,0,0,0,171,unknown,810,22,118,5,3,12,6,1,0,167,1,0,0,3
Catamorphism,2006-07-18 15:33:00,0,0,139,2597,1634,147,196,1,0,1,0,404,12,2,0,0,0,200,unknown,384,7,90,1,2,5,1,0,0,106,1,0,0,1
Chacor,2006-09-18 11:31:00,0,34,14,4154,1959,189,570,0,0,54,9,393,89,0,0,0,0,891,unknown,97,7,12,0,0,0,1,0,0,20,1,0,0,2
Chad1m,2006-07-24 04:08:00,0,0,63,979,886,15,28,9,0,1,0,15,1,3,0,0,0,21,unknown,565,2,1,0,0,0,0,0,0,3,1,0,0,1
Chaz365,2006-03-13 04:38:00,0,0,0,14,0,4,2,0,0,0,0,8,0,0,0,0,0,0,unknown,1,2,1,0,0,0,0,0,0,3,1,0,0,1
Chazz88,2006-01-15 20:19:00,0,24,10,799,98,59,385,7,0,0,0,241,7,0,0,0,0,2,unknown,114,17,21,1,0,0,0,0,0,39,1,0,0,1
