username,date_of_election,isSuccessful,votes,edit_count,year_joined,pages_created
Pegship,2008-05-31 06:27:00,1,0,88335,2005,885
Peripitus,2008-07-28 11:34:00,1,0,38044,2006,41
Peteforsyth,2008-04-25 03:07:00,1,0,25318,2006,241
PeterSymonds,2008-05-05 14:37:00,1,0,29055,2005,215
Philosopher,2008-04-28 10:55:00,1,0,21629,2005,192
Pinkville,2008-06-11 22:57:00,1,0,8172,2005,247
Poeloq,2008-03-05 15:52:00,1,0,6227,2006,52
Protonk,2008-10-15 00:30:00,1,0,23750,2008,28
R. Baley,2008-04-07 16:53:00,1,0,3916,2006,5
Remember the dot,2008-02-06 17:25:00,1,0,29936,2006,61
Risker,2008-05-07 22:05:00,1,0,24300,2005,2
Rjd0060,2008-01-24 18:48:00,1,0,33429,2007,34
Rodhullandemu,2008-01-20 23:44:00,1,0,115150,2007,31
Roger Davies,2008-01-29 15:43:00,1,0,34098,2005,161
Ruslik0,2008-11-23 12:34:00,1,0,41479,2006,31
Sabine's Sunbird,2008-04-08 05:57:00,1,0,19112,2004,327
Sarcasticidealist,2008-01-08 05:46:00,1,0,2,2009,0
SarekOfVulcan,2008-06-23 21:36:00,1,0,43896,2004,87
Scarian,2008-02-13 23:02:00,1,0,28506,2007,13
Scott5114,2008-03-08 05:46:00,1,0,22296,2005,868
Seddon,2008-11-23 17:53:00,1,0,6813,2006,5
Seicer,2008-02-21 05:34:00,1,0,20151,2006,185
Sephiroth BCR,2008-01-09 05:13:00,1,0,25432,2005,32
Seraphim Whipp,2008-03-04 16:52:00,1,0,22,2008,0
Seresin,2008-02-07 05:33:00,1,0,14910,2007,37
Sgeureka,2008-12-08 01:58:00,1,0,29977,2006,355
SheffieldSteel,2008-08-11 23:18:00,1,0,8978,2007,2
shoeofdeath,2008-02-29 00:23:00,1,0,17928,2006,137
SilkTork,2008-11-18 16:17:00,1,0,75862,2006,436
Slp1,2008-05-16 22:05:00,1,0,25643,2006,36
Smalljim,2008-01-20 15:04:00,1,0,71448,2004,43
Smashville,2008-08-27 21:43:00,1,0,10619,2007,57
SorryGuy,2008-02-09 07:58:00,1,0,3775,2005,15
SoWhy,2008-09-24 12:09:00,1,0,32484,2004,130
Soxred93,2008-06-13 03:43:00,1,0,1,2008,0
Spencer,2008-10-01 00:36:00,1,0,36027,2006,132
StephenBuxton,2008-07-05 17:57:00,1,0,11134,2006,40
Stwalkerster,2008-03-24 17:05:00,1,0,15646,2006,15
Tadakuni,2008-09-19 07:54:00,1,0,12872,2006,720
Tanner-Christopher,2008-06-30 14:44:00,1,0,9072,2007,62
Tanthalas39,2008-06-03 18:35:00,1,0,22377,2006,5
thedemonhog,2008-06-30 00:17:00,1,0,12021,2006,58
Thehelpfulone,2008-11-18 17:48:00,1,0,24705,2007,12
Thingg,2008-10-04 21:01:00,1,0,71301,2007,45
Tiptoety,2008-02-25 01:22:00,1,0,47300,2007,16
Tivedshambo,2008-03-07 16:35:00,1,0,0,2011,0
Toddst1,2008-03-07 05:53:00,1,0,88596,2007,58
TomStar81,2008-07-01 06:08:00,1,0,31257,2004,109
Travellingcari,2008-05-14 21:45:00,1,0,0,2008,0
TravisTX,2008-02-26 19:51:00,1,0,9270,2005,4
Ultraexactzz,2008-01-24 22:02:00,1,0,25356,2005,22
VanTucky,2008-04-16 19:05:00,1,0,1,2008,0
Victuallers,2008-01-14 18:15:00,1,0,74432,2006,124
WBOSITG,2008-05-06 19:04:00,1,0,0,2008,0
Wehwalt,2008-12-09 23:34:00,1,0,101791,2005,77
Werdna,2008-05-21 06:09:00,1,0,6635,2005,37
WilliamH,2008-07-30 07:29:00,1,0,12798,2006,45
Xavexgoem,2008-06-11 04:18:00,1,0,9475,2007,1
Xenocidic,2008-05-28 00:58:00,1,0,4373,2009,216
Xymmax,2008-10-06 14:11:00,1,0,9595,2007,5
Ynhockey,2008-10-21 18:45:00,1,0,58262,2004,1521
Zedla,2008-03-03 22:33:00,1,0,8439,2006,80
21655,2008-03-17 22:08:00,0,0,13682,2005,1
A Cool Editor,2008-09-17 14:17:00,0,0,4,2008,0
AaronSchell,2008-06-03 07:54:00,0,0,67,2007,0
Abd,2008-02-10 04:08:00,0,0,14259,2005,3
ACBest,2008-02-06 16:19:00,0,0,5056,2006,27
Addshore,2008-05-13 17:11:00,0,0,54751,2005,4
AdirondackMan,2008-12-13 05:38:00,0,0,213,2008,0
Adolphus79,2008-11-26 02:19:00,0,0,18790,2006,45
Aitias,2008-02-03 01:27:00,0,0,50076,2007,8
Alan De Smet,2008-10-27 06:39:00,0,0,5610,2003,24
AlanH,2008-01-12 15:50:00,0,0,494,2004,42
AlbertHerring,2008-03-17 01:40:00,0,0,0,2013,0
Ali'i,2008-06-12 17:07:00,0,0,4402,2006,84
Ammar gerrard117,2008-06-06 04:54:00,0,0,114,2008,4
Anon126,2008-02-20 10:19:00,0,0,6985,2007,4
Asenine,2008-03-01 13:18:00,0,0,9708,2006,24
Autocracy,2008-03-12 22:30:00,0,0,2413,2006,3
Avruch,2008-06-15 00:43:00,0,0,1,2009,0
Basketball110,2008-05-04 12:38:00,0,0,13789,2007,192
bassman91,2008-03-23 01:01:00,0,0,83,2006,1
Benjah-bmm27,2008-03-05 04:51:00,0,0,12991,2005,133
Bjaco18,2008-05-24 22:16:00,0,0,875,2008,17
Blakegripling ph,2008-06-27 05:00:00,0,0,10709,2006,21
Blanchardb,2008-12-03 07:19:00,0,0,87666,2007,161
Bluegoblin7,2008-05-13 00:41:00,0,0,4324,2007,13
Blueking12,2008-05-23 01:02:00,0,0,379,2007,1
BMWSAAB,2008-05-11 09:40:00,0,0,5,2008,0
Borgarde,2008-09-01 17:49:00,0,0,81492,2006,829
Brianreading,2008-03-01 21:26:00,0,0,16441,2005,20
Bugalugs13,2008-08-15 13:48:00,0,0,286,2006,10
Burhan Ahmed,2008-11-12 12:37:00,0,0,4183,2006,32
Carter,2008-05-23 14:03:00,0,0,4771,2006,25
Cedarvale1965-08,2008-06-16 03:15:00,0,0,384,2008,4
ChuckCoke,2008-08-13 05:05:00,0,0,151,2008,1
CJ2005B,2008-05-01 20:17:00,0,0,235,2005,1
Clpo13,2008-03-14 07:09:00,0,0,15614,2006,38
Cobi,2008-03-06 03:29:00,0,0,5804,2006,3
CompuHacker,2008-05-07 00:54:00,0,0,920,2006,1
ComputerGuy890100,2008-01-12 20:35:00,0,0,1,2008,0
Conker01,2008-07-24 18:01:00,0,0,39,2007,1
Coppertwig,2008-05-07 02:39:00,0,0,16689,2006,47
Cosmic Latte,2008-06-13 08:21:00,0,0,19522,2007,17
Crash Underride,2008-02-26 11:57:00,0,0,20314,2007,9
Cream,2008-06-24 00:10:00,0,0,15,2008,0
crimsonterminator1000,2008-11-28 04:24:00,0,0,120,2008,2
Cssiitcic,2008-04-18 22:06:00,0,0,2066,2008,4
Ctjf83,2008-03-20 05:07:00,0,0,1,2012,0
Cubs Fan,2008-07-05 08:25:00,0,0,8462,2005,39
CWii,2008-11-04 04:25:00,0,0,19938,2006,16
CWY2190,2008-03-20 04:59:00,0,0,10000,2006,28
Cyclonenim,2008-04-17 20:06:00,0,0,10755,2006,22
D-Day,2008-03-04 21:27:00,0,0,21167,2005,537
Dagoth Ur%C Mad God,2008-05-17 03:44:00,0,0,0,2011,0
Danielaustinhall12,2008-04-22 02:13:00,0,0,846,2008,4
Danielfolsom,2008-08-30 21:31:00,0,0,8206,2006,19
Darth Mike,2008-07-28 09:04:00,0,0,7685,2006,5
Davnel03,2008-07-10 19:04:00,0,0,8,2007,0
Dell970,2008-05-08 01:18:00,0,0,781,2006,1
Dendodge,2008-02-09 20:46:00,0,0,12788,2007,42
Derfboy,2008-07-25 18:33:00,0,0,54,2007,4
Desalvionjr,2007-08-27 19:11:00,0,0,380,2006,0
Dihydrogen Monoxide,2007-12-28 20:40:00,0,0,0,2008,0
Dpshuler,2008-04-21 01:38:00,0,0,348,2006,8
Dreamafter,2008-01-06 01:01:00,0,0,11353,2007,52
Dustihowe,2008-01-14 21:02:00,0,0,0,2008,0
Dycedarg,2008-01-31 14:47:00,0,0,11554,2006,2
Dylant07,2008-03-16 09:26:00,0,0,235,2006,0
Earthbendingmaster,2008-01-30 21:54:00,0,0,6,2008,0
Eastlaw,2008-12-04 20:04:00,0,0,78387,2006,1528
Ed Poor,2008-07-17 21:04:00,0,0,57582,2001,2351
Editorofthewiki,2008-09-28 01:44:00,0,0,27965,2008,3075
Enigmaman,2008-05-28 13:53:00,0,0,35551,2007,20
Epbr123,2008-02-23 23:47:00,0,0,291666,2006,1957
EricV89,2008-06-24 02:26:00,0,0,0,2009,0
Erik the Red 2,2008-03-12 22:43:00,0,0,4180,2007,1
ESCStudent774441,2008-04-07 03:07:00,0,0,205,2008,0
Etan,2008-06-30 03:56:00,0,0,223,2003,9
Everyking,2008-08-25 19:24:00,0,0,146543,2004,1954
EvilWendyMan,2008-09-13 12:57:00,0,0,6,2008,0
Excirial,2008-07-11 19:18:00,0,0,182244,2007,4
Fatal!ty,2008-11-21 14:09:00,0,0,2660,2008,31
Fercho85,2008-05-20 07:10:00,0,0,1252,2008,8
Fifaworld07,2008-03-28 12:17:00,0,0,471,2008,9
Finalnight,2008-07-15 01:10:00,0,0,3267,2007,14
Floaterfluss,2007-01-01 19:11:00,0,0,3387,2006,29
Footballfan190,2008-03-19 06:49:00,0,0,2220,2007,1
Fordmadoxfraud,2008-05-16 06:43:00,0,0,18998,2006,720
Geni,2008-03-16 16:19:00,0,0,30209,2004,116
George The Dragon,2008-08-10 00:34:00,0,0,5264,2006,7
Giangian15,2008-05-07 23:05:00,0,0,1169,2008,21
GO-PCHS-NJROTC,2008-04-07 00:10:00,0,0,0,2008,0
Golich17,2008-06-22 05:19:00,0,0,5781,2006,5
goodandhonestwhig,2008-04-12 15:59:00,0,0,58,2008,0
Goodnight123,2008-02-13 00:21:00,0,0,35,2007,0
Grey Wanderer,2008-06-26 03:04:00,0,0,14644,2006,103
gromlakh,2008-01-05 21:50:00,0,0,8238,2003,0
Gtstricky,2008-10-15 03:56:00,0,0,9555,2007,47
Guest9999,2008-05-17 16:30:00,0,0,12815,2007,120
Gwen Gale,2008-01-18 23:47:00,0,0,47712,2006,7
Gwynand,2008-07-16 18:50:00,0,0,2713,2007,2
HalfShadow,2008-01-15 22:32:00,0,0,33215,2005,11
HappyCat12,2008-08-16 20:24:00,0,0,138,2008,0
Headbomb,2008-06-21 23:40:00,0,0,123447,2006,7
Helpfulweasal,2008-11-20 20:44:00,0,0,312,2008,2
Highfields,2008-03-17 11:33:00,0,0,4320,2006,3
HisSpaceResearch,2008-01-03 13:28:00,0,0,14814,2006,229
HK22,2008-10-13 05:18:00,0,0,7,2010,0
hockeypuck990,2008-03-13 23:47:00,0,0,7,2008,0
How do you turn this on,2008-08-25 16:21:00,0,0,0,2008,0
HPJoker,2008-02-02 06:24:00,0,0,2421,2007,5
Icewedge,2008-05-17 02:51:00,0,0,3,2010,0
Ilyushka88,2008-05-20 21:28:00,0,0,6521,2007,2
IMatthew,2008-09-27 00:20:00,0,0,0,2013,0
Imperial Star Destroyer,2008-06-24 06:31:00,0,0,501,2008,2
Inferno%C Lord of Penguins,2008-12-24 05:32:00,0,0,5111,2008,3
Ironholds,2008-06-09 18:18:00,0,0,79389,2008,13
Islaammaged126,2008-07-31 21:13:00,0,0,1449,2007,2
It Is Me Here,2008-08-18 14:41:00,0,0,12287,2006,102
Izzy007,2008-02-28 15:22:00,0,0,3472,2006,135
J.delanoy,2008-02-27 09:44:00,0,0,310257,2006,4
Jagun,2008-08-23 05:42:00,0,0,1292,2007,0
Jamesontai,2008-01-20 19:35:00,0,0,20259,2006,13
JamieS93,2008-08-24 18:21:00,0,0,17561,2007,62
JayJ47,2008-04-11 13:27:00,0,0,16188,2007,5
JeanLatore,2008-06-28 18:18:00,0,0,1170,2008,11
John254,2008-01-19 20:09:00,0,0,42562,2006,10
Johnnyjoe23,2008-08-12 20:36:00,0,0,4,2010,0
Joseph Solis in Australia,2008-06-28 07:02:00,0,0,96179,2006,4480
Joshuarooney,2008-03-04 18:27:00,0,0,419,2006,2
Jouster,2008-02-27 19:33:00,0,0,1358,2003,9
JRH95,2008-12-03 03:43:00,0,0,62,2008,5
Juggernaut0102,2008-02-11 09:35:00,0,0,398,2006,4
Juliancolton,2008-05-07 19:58:00,0,0,121456,2006,76
Jupiter Optimus Maximus,2008-04-21 18:17:00,0,0,2064,2008,8
Justin Eiler,2008-03-10 04:49:00,0,0,6134,2005,8
K50 Dude,2008-12-08 00:11:00,0,0,707,2008,1
Kefo77,2008-10-20 19:29:00,0,0,302,2008,2
Kerotan,2008-06-15 15:01:00,0,0,7780,2006,7
Kinderboy,2008-09-28 15:10:00,0,0,120,2008,1
Kourosh ziabari,2008-05-14 09:32:00,0,0,354,2005,3
Krm500,2008-10-07 04:25:00,0,0,12593,2006,134
Ktr101,2008-07-10 18:51:00,0,0,94762,2007,825
Kubek15,2008-04-21 18:17:00,0,0,8310,2007,43
Kumioko,2008-04-14 23:13:00,0,0,76062,2012,10
Kww,2008-10-02 05:17:00,0,0,82163,2007,22
LAAFan,2008-09-11 21:48:00,0,0,7049,2008,20
Lady Aleena,2008-04-22 21:41:00,0,0,22613,2005,98
Latics,2008-08-28 09:50:00,0,0,14638,2007,67
Lawrence Cohen,2008-04-05 05:51:00,0,0,13393,2007,93
Leolisa1997,2008-05-19 13:15:00,0,0,0,2012,0
Leonard^Bloom,2008-07-15 04:39:00,0,0,18567,2007,20
Llamadog903,2008-07-14 18:28:00,0,0,3075,2006,9
Londonfella,2008-09-30 18:16:00,0,0,2072,2008,0
Madviolinist,2008-04-20 06:06:00,0,0,41,2007,1
Manadude2,2008-06-20 09:25:00,0,0,4,2010,0
Mark t young,2008-06-15 20:23:00,0,0,5637,2006,36
Masterpiece2000,2008-06-27 03:23:00,0,0,13003,2007,307
Mastrchf91,2008-05-14 22:51:00,0,0,6360,2006,25
matt037291,2008-12-22 11:06:00,0,0,398,2007,3
Maverick Leonhart,2008-12-05 04:37:00,0,0,1380,2005,24
MHLU,2008-12-08 03:27:00,0,0,743,2008,19
Milk's Favorite Cookie,2008-03-24 01:01:00,0,0,0,2009,0
Mind meal,2008-02-11 03:49:00,0,0,23710,2006,710
MisterWiki,2008-03-23 01:33:00,0,0,0,2010,0
Mizu onna sango15,2008-07-10 01:54:00,0,0,0,2009,0
MONGO,2008-01-19 07:41:00,0,0,65138,2005,391
Morbidthoughts,2008-08-29 23:04:00,0,0,14927,2007,10
Mr. IP,2008-08-03 07:00:00,0,0,1295,2008,36
mr kc,2008-01-04 22:10:00,0,0,312,2007,2
Mr Senseless,2008-03-08 16:39:00,0,0,5,2009,0
MrFish,2008-03-31 20:27:00,0,0,5767,2006,138
MrKIA11,2008-07-30 15:18:00,0,0,33613,2007,23
Mufka,2008-10-14 03:18:00,0,0,68389,2006,38
Mvjs,2008-10-11 07:34:00,0,0,5346,2006,36
Mww113,2008-04-09 23:47:00,0,0,2288,2008,5
MyNameIsKyle,2008-08-13 16:52:00,0,0,74,2008,0
Naerii,2008-05-03 20:35:00,0,0,4914,2007,9
NASCAR Fan24,2008-01-16 20:41:00,0,0,0,2008,0
Natl1,2008-08-01 16:35:00,0,0,6185,2006,85
Nick carson,2008-10-22 02:26:00,0,0,11716,2006,28
NitrogenTSRH,2008-12-04 22:03:00,0,0,174,2008,0
Nja247,2008-11-14 11:02:00,0,0,0,2009,0
No1lakersfan,2008-03-07 03:32:00,0,0,13619,2006,72
NonvocalScream,2008-05-08 19:38:00,0,0,3754,2008,1
norge0209,2008-06-14 02:04:00,0,0,63,2006,0
NorthernThunder,2008-03-23 23:11:00,0,0,18522,2006,1428
Nothing444,2008-04-24 00:06:00,0,0,3633,2007,25
NuclearWarfare,2008-12-09 00:23:00,0,0,82955,2007,88
Nwwaew,2008-05-05 03:46:00,0,0,3602,2006,11
Obaidz96,2008-02-29 17:28:00,0,0,756,2007,33
Olz06,2008-01-05 23:31:00,0,0,802,2006,4
OverlordQ,2008-02-16 10:34:00,0,0,22400,2004,3
Ozzaroni,2008-03-07 03:58:00,0,0,198,2006,1
Paste,2008-12-03 14:50:00,0,0,19836,2006,165
PastorMatt,2008-01-07 06:17:00,0,0,371,2006,13
Pattav2,2008-11-04 06:26:00,0,0,357,2007,3
paulyb,2008-05-21 13:07:00,0,0,103,2006,2
PeeJay2K3,2007-05-05 12:50:00,0,0,130280,2005,14
Plasticup,2008-09-08 19:22:00,0,0,22945,2006,62
Plyhmrp,2008-06-23 17:28:00,0,0,593,2007,5
PoinDexta1,2008-04-27 08:35:00,0,0,0,2011,0
Pookeo9,2008-01-28 23:24:00,0,0,694,2008,2
Porchcrop,2008-03-02 07:21:00,0,0,0,2011,0
Pumpmeup,2008-03-01 02:28:00,0,0,4808,2007,9
Qaddosh,2008-05-16 12:11:00,0,0,2607,2005,6
R,2008-01-20 23:38:00,0,0,0,2015,0
Raggonix,2008-10-09 22:27:00,0,0,0,2009,0
Rappingwonders,2008-01-28 03:09:00,0,0,1804,2008,46
RC-0722,2008-01-18 01:55:00,0,0,7982,2007,1
readeww,2008-03-07 14:55:00,0,0,8,2006,0
Realist2,2008-12-11 15:12:00,0,0,43276,2007,11
Red Phoenix,2008-07-06 02:43:00,0,0,7027,2007,16
Redfarmer,2008-04-01 13:23:00,0,0,17515,2004,91
Redmarkviolinist,2008-02-15 22:35:00,0,0,5956,2007,42
RFerreira,2008-05-27 18:56:00,0,0,6511,2006,8
Rgoodermote,2008-01-06 23:05:00,0,0,10163,2006,1
Richard0612,2008-01-13 12:00:00,0,0,8556,2005,7
rio de oro,2008-02-02 02:53:00,0,0,801,2008,0
RMHED,2008-01-30 00:54:00,0,0,15716,2006,126
robfergusonjr,2008-02-20 22:24:00,0,0,4216,2005,10
Ryan,2008-06-24 21:45:00,0,0,4756,2006,2
RyanLupin,2008-06-27 22:44:00,0,0,1,2008,0
Sceptre,2008-03-22 02:14:00,0,0,69385,2005,194
Scetoaux,2008-05-20 22:56:00,0,0,5618,2006,13
SchfiftyThree,2008-09-04 03:21:00,0,0,21248,2005,38
SeanMD80,2008-01-04 21:22:00,0,0,1794,2006,42
Sethdoe92,2008-01-18 17:15:00,0,0,1200,2006,7
Sfd1905,2008-06-18 16:56:00,0,0,44,2008,0
Sharkface217,2008-04-05 00:29:00,0,0,9454,2005,219
Shoemaker's Holiday,2008-07-13 00:07:00,0,0,20613,2008,12
Shoessss,2008-06-30 16:17:00,0,0,13073,2006,9
Skyler13,2008-06-12 00:34:00,0,0,1321,2006,2
Slgrandson,2008-04-09 19:27:00,0,0,12034,2005,406
Snocrates,2008-02-11 23:02:00,0,0,15631,2007,391
Soxred93,2008-01-12 19:30:00,0,0,1,2008,0
Staffwaterboy,2008-03-04 18:49:00,0,0,1,2013,0
StephenHjellum13,2008-04-03 00:24:00,0,0,569,2007,1
StewieGriffin!,2008-06-04 17:04:00,0,0,1,2008,0
Strennman,2008-05-21 20:09:00,0,0,5,2008,0
Suntag,2008-12-25 00:20:00,0,0,11118,2008,70
SynergeticMaggot,2008-05-20 23:11:00,0,0,1,2008,0
Synergy,2008-09-06 02:23:00,0,0,21790,2006,39
Tanthalas39,2008-03-11 01:02:00,0,0,22377,2006,1
TenPoundHammer,2008-01-03 15:24:00,0,0,218352,2005,623
Termer,2008-12-21 22:46:00,0,0,10500,2007,116
Textbook,2008-03-26 19:44:00,0,0,1327,2006,44
Tharnton345,2008-08-06 09:02:00,0,0,1215,2008,18
The Great Editor In Chief,2008-07-13 16:00:00,0,0,104,2008,0
The Transhumanist,2008-02-13 13:15:00,0,0,93327,2006,179
TheDJ,2008-01-31 21:35:00,0,0,36668,2005,71
TheNewPhobia,2008-11-30 01:24:00,0,0,8592,2006,39
Thfrang,2008-04-22 10:19:00,0,0,93,2008,0
Thingg,2008-04-19 15:16:00,0,0,71301,2007,30
ThinkBlue,2008-03-21 15:44:00,0,0,47647,2006,15
TimothyJacobson,2008-12-09 16:37:00,0,0,2028,2007,4
Tinkleheimer,2008-06-09 04:38:00,0,0,2780,2006,25
Tkgd2007,2008-05-19 01:51:00,0,0,3149,2006,22
Tnxman307,2008-08-23 13:41:00,0,0,64361,2007,10
Toyotaboy95,2008-05-11 07:59:00,0,0,1771,2007,5
Trampikey,2008-02-03 21:01:00,0,0,24636,2005,592
TreasuryTag,2008-05-27 15:14:00,0,0,46643,2006,62
Treelo,2008-05-29 14:14:00,0,0,162,2009,0
Trillio,2008-10-22 22:58:00,0,0,125,2008,3
Triona,2008-02-02 09:14:00,0,0,8009,2004,49
Triwbe,2008-01-16 17:28:00,0,0,35144,2007,21
Tutthoth-Ankhre,2008-09-11 16:16:00,0,0,779,2008,2
Two-face Jackie,2008-10-01 21:45:00,0,0,259,2007,2
Tyw7,2008-05-22 19:24:00,0,0,12794,2008,63
Undead warrior,2008-01-25 08:12:00,0,0,13739,2007,3
Unisouth,2008-02-09 17:07:00,0,0,9003,2006,125
Unknownquinones,2008-06-05 03:58:00,0,0,345,2008,1
Vianello,2008-05-26 19:14:00,0,0,16661,2008,1
Vishnava,2008-10-11 03:25:00,0,0,10741,2008,136
Vivio Testarossa,2009-03-18 04:46:00,0,0,17846,2007,55
VivioFateFan,2007-12-31 04:48:00,0,0,0,2008,0
WarthogDemon,2008-03-21 05:26:00,0,0,25314,2006,67
WereSpielChequers,2008-09-26 19:30:00,0,0,127891,2007,24
Wikidudeman,2008-01-14 23:02:00,0,0,19746,2006,2070
Wikieditor222,2008-06-01 23:48:00,0,0,10,2008,0
Wikipedian2,2008-12-04 21:18:00,0,0,2732,2008,0
Wisdom89,2008-01-22 01:39:00,0,0,31599,2004,3
wolfpawz,2008-04-26 19:05:00,0,0,33,2006,0
Xp54321,2008-05-23 01:30:00,0,0,11628,2008,1
zeuspitar,2008-03-12 21:15:00,0,0,1075,2007,0
Zginder,2008-05-09 14:39:00,0,0,8337,2006,8
Ziggy Sawdust,2008-06-03 23:56:00,0,0,2048,2008,5
ZooFari,2008-12-17 03:57:00,0,0,35389,2008,12
^demon,2007-03-18 22:04:00,1,0,16352,2005,8
@pple,2007-08-16 02:50:00,1,0,3756,2007,61
A. B.,2007-11-09 20:50:00,1,0,45428,2005,41
AA,2007-10-02 14:54:00,1,0,8695,2006,28
Aarktica,2007-10-02 03:45:00,1,0,4839,2006,99
Acalamari,2007-06-27 18:07:00,1,0,112356,2006,1
Accounting4Taste,2007-10-26 07:03:00,1,0,23079,2007,87
Acroterion,2007-11-12 03:13:00,1,0,138743,2006,77
Adam Cuerden,2007-02-23 14:55:00,1,0,24524,2007,101
Adambro,2007-04-23 15:47:00,1,0,19040,2004,28
After Midnight,2007-05-07 23:52:00,1,0,71543,2006,247
AGK,2007-04-28 20:30:00,1,0,43267,2006,11
Ais523,2007-03-23 17:19:00,1,0,12021,2006,30
Akhilleus,2007-03-28 14:44:00,1,0,13883,2005,29
Akradecki,2007-05-15 04:05:00,1,0,24127,2006,347
Alasdair,2007-10-05 16:27:00,1,0,8023,2005,16
Alison,2007-03-14 04:40:00,1,0,43978,2004,92
AliveFreeHappy,2007-12-22 06:28:00,1,0,20536,2004,118
Alvestrand,2007-05-13 21:57:00,1,0,27043,2004,420
Amire80,2007-09-16 20:47:00,1,0,15995,2005,198
Anas Salloum,2007-05-13 15:58:00,1,0,14261,2006,494
AndonicO,2007-04-15 17:33:00,1,0,0,2010,0
Andrew c,2007-06-26 03:37:00,1,0,31866,2005,109
Andrwsc,2007-02-21 19:50:00,1,0,74676,2006,1687
AnemoneProjectors,2007-02-03 00:51:00,1,0,137593,2006,124
Angelo.romano,2007-07-29 18:27:00,1,0,34256,2004,392
Angusmclellan,2007-04-03 13:56:00,1,0,63986,2005,1603
Anonymous Dissident,2007-08-27 21:34:00,1,0,40921,2007,165
Anthony Appleyard,2007-04-11 16:54:00,1,0,137196,2004,1404
Arctic.gnome,2007-05-14 17:10:00,1,0,69695,2005,339
Arjun01,2007-02-02 07:53:00,1,0,13876,2006,17
ArnoldReinhold,2007-12-04 20:47:00,1,0,21439,2004,539
Athaenara,2007-10-26 10:18:00,1,0,39326,2006,116
AuburnPilot,2007-02-26 21:11:00,1,0,27152,2006,18
Audacity,2007-05-14 04:00:00,1,0,13649,2005,101
Awiseman,2007-07-22 15:10:00,1,0,20947,2005,91
Balloonman,2007-08-16 15:20:00,1,0,25417,2006,88
Bduke,2007-08-09 05:20:00,1,0,24968,2005,214
Bearian,2007-09-20 20:30:00,1,0,65123,2007,170
Beetstra,2007-06-01 23:30:00,1,0,137120,2006,55
Bencherlite,2007-11-12 18:29:00,1,0,62622,2006,87
Bibliomaniac15,2007-04-24 02:55:00,1,0,24308,2005,30
BigDT,2007-01-05 21:58:00,1,0,6,2007,0
BigHaz,2007-02-21 12:12:00,1,0,13091,2004,811
BigrTex,2007-05-01 17:27:00,1,0,36755,2006,101
Bjelleklang,2007-05-16 00:58:00,1,0,8608,2005,50
Bkell,2007-11-19 09:10:00,1,0,40065,2003,66
Black Falcon,2007-05-29 22:11:00,1,0,71335,2005,87
Blood Red Sandman,2007-10-05 16:53:00,1,0,10573,2006,290
Bobak,2007-05-16 20:30:00,1,0,27801,2005,632
Bongwarrior,2007-10-30 00:17:00,1,0,132978,2006,28
BozMo,2007-01-15 15:04:00,1,0,14014,2004,30
BradBeattie,2007-01-13 22:20:00,1,0,6888,2005,27
BrendelSignature,2007-05-12 19:15:00,1,0,19495,2005,206
Brianga,2007-12-03 10:20:00,1,0,16772,2007,16
Bubba hotep,2007-02-24 23:59:00,1,0,32868,2006,291
Butseriouslyfolks,2007-07-04 23:28:00,1,0,16725,2007,11
C.Fred,2007-05-13 02:19:00,1,0,139116,2005,29
Calliopejen1,2007-07-23 13:06:00,1,0,107188,2007,299
Canadian Paul,2007-11-10 17:49:00,1,0,70607,2005,39
Carabinieri,2007-02-01 23:01:00,1,0,44036,2005,619
Carcharoth,2007-10-18 17:02:00,1,0,65181,2005,433
Caribbean H.Q.,2007-09-04 22:25:00,1,0,24863,2006,20
Carioca,2007-05-14 02:06:00,1,0,41125,2004,1151
Carlosguitar,2007-10-18 04:52:00,1,0,8307,2005,24
Casliber,2007-03-21 05:42:00,1,0,148790,2006,187
CattleGirl,2007-05-07 09:31:00,1,0,4926,2006,12
Chase me ladies%C I'm the Cavalry,2007-11-10 00:32:00,1,0,31237,2005,86
Chris G,2007-10-26 21:52:00,1,0,20237,2006,3
Chrislk02,2007-01-25 00:14:00,1,0,29767,2006,28
ChrisTheDude,2007-11-19 09:02:00,1,0,58100,2005,288
Christopher Parham,2007-05-21 18:58:00,1,0,14652,2004,269
Chunky Rice,2007-08-29 18:25:00,1,0,5260,2005,16
Citicat,2007-06-30 04:47:00,1,0,6964,2006,20
CJLL Wright,2007-01-15 17:28:00,1,0,43238,2005,478
Ck lostsword,2007-06-10 16:55:00,1,0,7419,2005,7
CloudNine,2007-06-17 16:08:00,1,0,14778,2004,55
Coelacan,2007-04-08 00:11:00,1,0,14831,2006,325
Coren,2007-11-10 21:25:00,1,0,18433,2003,6
Crazytales,2007-06-19 02:55:00,1,0,6489,2005,84
Cremepuff222,2007-11-04 00:35:00,1,0,15717,2007,4
Croat Canuck,2007-05-02 14:23:00,1,0,11067,2005,378
Crum375,2007-02-14 00:35:00,1,0,22497,2006,22
Cuchullain,2007-02-07 16:58:00,1,0,63775,2005,1301
Danaman5,2007-09-23 00:28:00,1,0,9460,2004,48
Daniel Case,2007-06-28 05:13:00,1,0,137201,2005,356
DanMS,2007-05-20 21:38:00,1,0,20301,2005,448
DarkFalls,2007-07-30 09:17:00,1,0,24469,2006,33
Darthgriz98,2007-04-02 02:22:00,1,0,5283,2005,3
