@relation Data/10_clean

@attribute votes numeric
@attribute draft_talk_edits numeric
@attribute sp_keep_votes numeric
@attribute draft_edits numeric
@attribute category_talk_edits numeric
@attribute user_talk_edits numeric
@attribute userfy_votes numeric
@attribute days_active numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute redirect_votes numeric
@attribute transwiki_votes numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute merge_votes numeric
@attribute pages_created numeric
@attribute isSuccessful numeric
@attribute keep_votes numeric
@attribute category_edits numeric
@attribute template_edits numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric
@attribute total_edits numeric


@data
2 , 0 , 0 , 0 , 0 , 134 , 0 , 472 , 8 , 333 , 1863 , 0 , 0 , 430 , 2 , 0 , 78 , 1 , 0 , 3 , 17 , 0 , 0 , 132 , 83 , 11 , 3016
19 , 0 , 0 , 1 , 9 , 204 , 0 , 108 , 2 , 24 , 7633 , 0 , 0 , 3045 , 0 , 0 , 2 , 1 , 0 , 740 , 29 , 0 , 0 , 103 , 64 , 3 , 11857
0 , 0 , 0 , 0 , 0 , 207 , 0 , 491 , 124 , 152 , 1521 , 0 , 0 , 222 , 21 , 0 , 43 , 1 , 0 , 2 , 1 , 0 , 0 , 14 , 114 , 2 , 2380
26 , 0 , 0 , 0 , 0 , 275 , 0 , 137 , 1 , 1866 , 2617 , 0 , 0 , 375 , 0 , 0 , 30 , 1 , 0 , 92 , 88 , 0 , 0 , 120 , 113 , 0 , 5547
2 , 0 , 0 , 0 , 0 , 223 , 0 , 409 , 1 , 99 , 505 , 0 , 0 , 172 , 0 , 0 , 6 , 1 , 0 , 1 , 10 , 0 , 0 , 26 , 162 , 2 , 1201
39 , 0 , 0 , 0 , 0 , 893 , 0 , 92 , 1 , 38 , 873 , 0 , 0 , 217 , 0 , 0 , 21 , 1 , 0 , 2 , 0 , 0 , 0 , 7 , 140 , 0 , 2171
0 , 0 , 0 , 0 , 2 , 154 , 0 , 226 , 0 , 210 , 1673 , 0 , 0 , 410 , 0 , 0 , 70 , 1 , 0 , 6 , 13 , 0 , 0 , 44 , 90 , 4 , 2606
10 , 0 , 0 , 0 , 0 , 297 , 0 , 426 , 0 , 278 , 3359 , 0 , 0 , 618 , 0 , 0 , 207 , 1 , 0 , 2 , 11 , 0 , 0 , 26 , 128 , 10 , 4729
0 , 0 , 0 , 0 , 0 , 0 , 0 , 64 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
6 , 0 , 0 , 1 , 0 , 572 , 0 , 305 , 0 , 59 , 4927 , 0 , 0 , 574 , 0 , 0 , 33 , 1 , 0 , 12 , 5 , 0 , 0 , 34 , 102 , 0 , 6286
4 , 0 , 0 , 0 , 0 , 459 , 0 , 255 , 0 , 159 , 3081 , 0 , 0 , 397 , 0 , 0 , 121 , 1 , 0 , 39 , 4 , 0 , 0 , 31 , 24 , 2 , 4196
0 , 0 , 0 , 0 , 0 , 28 , 0 , 710 , 7 , 50 , 611 , 0 , 0 , 72 , 0 , 0 , 175 , 1 , 0 , 4 , 12 , 0 , 0 , 16 , 38 , 10 , 848
0 , 0 , 0 , 0 , 3 , 38 , 0 , 306 , 23 , 86 , 1772 , 0 , 0 , 71 , 0 , 0 , 297 , 1 , 0 , 23 , 31 , 0 , 0 , 63 , 376 , 2 , 2488
15 , 0 , 0 , 0 , 0 , 2325 , 0 , 506 , 7 , 130 , 4703 , 0 , 0 , 3797 , 0 , 0 , 145 , 1 , 0 , 0 , 0 , 0 , 0 , 20 , 142 , 0 , 11124
2 , 0 , 0 , 0 , 4 , 107 , 0 , 407 , 24 , 66 , 3151 , 0 , 0 , 603 , 0 , 0 , 31 , 1 , 0 , 117 , 89 , 0 , 0 , 27 , 43 , 4 , 4235
3 , 0 , 0 , 0 , 0 , 1083 , 0 , 397 , 6 , 106 , 4718 , 0 , 0 , 394 , 0 , 0 , 335 , 1 , 0 , 1 , 26 , 0 , 0 , 6 , 152 , 3 , 6495
0 , 0 , 0 , 0 , 0 , 139 , 0 , 281 , 0 , 184 , 2352 , 0 , 0 , 188 , 0 , 0 , 113 , 1 , 0 , 107 , 40 , 0 , 0 , 26 , 47 , 13 , 3096
1 , 0 , 0 , 0 , 0 , 226 , 0 , 142 , 18 , 166 , 511 , 0 , 0 , 229 , 0 , 0 , 51 , 1 , 0 , 7 , 6 , 0 , 0 , 46 , 69 , 7 , 1285
19 , 0 , 0 , 0 , 0 , 256 , 0 , 380 , 26 , 149 , 1738 , 0 , 0 , 422 , 0 , 0 , 117 , 1 , 0 , 4 , 4 , 0 , 0 , 24 , 53 , 0 , 2676
8 , 0 , 0 , 0 , 1 , 226 , 0 , 478 , 30 , 188 , 1421 , 0 , 0 , 590 , 0 , 0 , 108 , 1 , 0 , 1 , 23 , 0 , 0 , 60 , 21 , 36 , 2597
3 , 0 , 0 , 0 , 0 , 350 , 0 , 222 , 1 , 881 , 2267 , 0 , 0 , 192 , 0 , 0 , 152 , 1 , 0 , 0 , 3 , 0 , 0 , 15 , 177 , 0 , 3886
0 , 0 , 0 , 0 , 3 , 274 , 0 , 96 , 9 , 284 , 1221 , 0 , 0 , 1797 , 0 , 0 , 14 , 1 , 0 , 0 , 15 , 0 , 0 , 56 , 149 , 11 , 3819
0 , 0 , 0 , 0 , 0 , 431 , 0 , 243 , 1 , 129 , 1164 , 0 , 0 , 232 , 0 , 0 , 30 , 1 , 0 , 5 , 24 , 0 , 0 , 59 , 140 , 1 , 2186
2 , 0 , 0 , 0 , 1 , 1378 , 0 , 92 , 5 , 730 , 2986 , 0 , 0 , 441 , 0 , 0 , 106 , 1 , 0 , 13 , 2 , 0 , 0 , 72 , 153 , 1 , 5782
2 , 0 , 0 , 0 , 1 , 333 , 0 , 227 , 1 , 394 , 1305 , 0 , 0 , 252 , 2 , 0 , 151 , 1 , 0 , 4 , 31 , 0 , 0 , 71 , 32 , 6 , 2432
0 , 0 , 0 , 0 , 0 , 319 , 0 , 561 , 15 , 152 , 2419 , 0 , 0 , 1664 , 1 , 0 , 259 , 1 , 0 , 6 , 13 , 0 , 0 , 15 , 132 , 2 , 4738
1 , 0 , 0 , 2 , 3 , 181 , 0 , 332 , 0 , 324 , 16693 , 0 , 0 , 734 , 0 , 0 , 162 , 1 , 0 , 145 , 62 , 0 , 0 , 60 , 307 , 0 , 18511
9 , 0 , 0 , 0 , 5 , 222 , 0 , 294 , 0 , 133 , 1443 , 0 , 0 , 431 , 0 , 0 , 92 , 1 , 0 , 32 , 1 , 0 , 0 , 19 , 91 , 3 , 2380
6 , 0 , 0 , 0 , 0 , 242 , 0 , 417 , 3 , 95 , 932 , 0 , 0 , 532 , 2 , 0 , 10 , 1 , 0 , 0 , 3 , 0 , 0 , 14 , 155 , 1 , 1979
44 , 0 , 0 , 0 , 0 , 1071 , 0 , 299 , 2 , 1175 , 3677 , 0 , 0 , 491 , 0 , 0 , 92 , 1 , 0 , 9 , 2 , 0 , 0 , 150 , 48 , 1 , 6626
0 , 0 , 0 , 0 , 1 , 133 , 0 , 635 , 2 , 131 , 1161 , 0 , 0 , 71 , 0 , 0 , 67 , 1 , 0 , 1 , 3 , 0 , 0 , 3 , 11 , 0 , 1517
0 , 0 , 0 , 0 , 0 , 48 , 0 , 734 , 9 , 185 , 7804 , 0 , 0 , 147 , 0 , 0 , 1746 , 1 , 0 , 63 , 35 , 0 , 0 , 22 , 95 , 71 , 8479
2 , 0 , 0 , 0 , 0 , 326 , 0 , 712 , 2 , 94 , 2485 , 0 , 0 , 94 , 0 , 0 , 69 , 1 , 0 , 13 , 28 , 0 , 0 , 2 , 36 , 2 , 3082
0 , 0 , 0 , 0 , 0 , 422 , 0 , 219 , 0 , 292 , 1215 , 0 , 0 , 183 , 0 , 0 , 14 , 1 , 0 , 0 , 10 , 0 , 0 , 64 , 29 , 0 , 2215
8 , 0 , 0 , 0 , 3 , 450 , 0 , 170 , 6 , 84 , 529 , 0 , 0 , 391 , 0 , 0 , 53 , 1 , 0 , 1 , 9 , 0 , 0 , 8 , 31 , 0 , 1512
0 , 0 , 0 , 0 , 0 , 46 , 0 , 427 , 0 , 120 , 1842 , 0 , 0 , 804 , 0 , 0 , 145 , 1 , 0 , 21 , 9 , 0 , 0 , 49 , 208 , 5 , 3104
0 , 0 , 0 , 0 , 3 , 159 , 0 , 545 , 0 , 447 , 6224 , 0 , 0 , 179 , 1 , 0 , 385 , 1 , 0 , 326 , 8 , 0 , 0 , 12 , 56 , 2 , 7417
11 , 0 , 0 , 0 , 0 , 0 , 0 , 2198 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
4 , 0 , 0 , 0 , 0 , 233 , 0 , 482 , 0 , 268 , 859 , 0 , 0 , 884 , 1 , 0 , 16 , 1 , 0 , 1 , 21 , 0 , 0 , 210 , 122 , 3 , 2602
2 , 0 , 0 , 0 , 0 , 125 , 0 , 416 , 3 , 74 , 1618 , 0 , 0 , 81 , 0 , 0 , 101 , 1 , 0 , 6 , 66 , 0 , 0 , 9 , 179 , 7 , 2168
1 , 0 , 0 , 0 , 2 , 2233 , 0 , 110 , 0 , 190 , 4261 , 0 , 0 , 766 , 0 , 0 , 151 , 1 , 0 , 42 , 62 , 0 , 0 , 32 , 171 , 0 , 7759
50 , 0 , 0 , 0 , 0 , 497 , 0 , 74 , 6 , 324 , 1209 , 0 , 0 , 715 , 0 , 0 , 17 , 1 , 0 , 1 , 70 , 0 , 0 , 51 , 123 , 0 , 2996
1 , 0 , 0 , 0 , 0 , 546 , 0 , 255 , 13 , 118 , 1410 , 0 , 0 , 108 , 0 , 0 , 29 , 1 , 0 , 2 , 20 , 0 , 0 , 4 , 160 , 3 , 2384
15 , 0 , 0 , 0 , 6 , 1656 , 0 , 277 , 1 , 1099 , 8815 , 0 , 0 , 1491 , 0 , 0 , 243 , 1 , 0 , 53 , 37 , 0 , 0 , 447 , 315 , 61 , 13981
1 , 0 , 0 , 0 , 0 , 126 , 0 , 125 , 2 , 84 , 1173 , 0 , 0 , 44 , 0 , 0 , 40 , 1 , 0 , 8 , 11 , 0 , 0 , 5 , 30 , 0 , 1483
15 , 0 , 0 , 1 , 0 , 364 , 0 , 276 , 2 , 65 , 806 , 0 , 0 , 261 , 0 , 0 , 27 , 1 , 0 , 2 , 2 , 0 , 0 , 6 , 125 , 2 , 1636
2 , 0 , 0 , 0 , 0 , 200 , 0 , 705 , 2 , 568 , 3307 , 0 , 0 , 408 , 0 , 0 , 445 , 1 , 0 , 28 , 72 , 0 , 0 , 69 , 51 , 12 , 4717
0 , 0 , 0 , 0 , 4 , 485 , 0 , 584 , 15 , 200 , 1835 , 0 , 0 , 267 , 0 , 0 , 146 , 1 , 0 , 59 , 69 , 0 , 0 , 31 , 48 , 12 , 3025
0 , 0 , 0 , 0 , 0 , 1054 , 0 , 189 , 1 , 622 , 367 , 0 , 0 , 334 , 0 , 0 , 9 , 1 , 0 , 16 , 217 , 0 , 0 , 98 , 52 , 58 , 2819
0 , 0 , 0 , 1 , 29 , 225 , 0 , 685 , 5 , 294 , 3369 , 0 , 0 , 613 , 0 , 0 , 86 , 1 , 0 , 48 , 83 , 0 , 0 , 158 , 178 , 58 , 5061
5 , 0 , 0 , 0 , 0 , 406 , 0 , 639 , 1 , 1025 , 3880 , 0 , 0 , 1126 , 0 , 0 , 37 , 1 , 0 , 2 , 102 , 0 , 0 , 63 , 134 , 96 , 6835
1 , 0 , 0 , 0 , 0 , 197 , 0 , 183 , 4 , 353 , 3112 , 0 , 0 , 1462 , 0 , 0 , 239 , 1 , 0 , 114 , 254 , 0 , 0 , 129 , 177 , 1 , 5803
0 , 0 , 0 , 0 , 1 , 56 , 0 , 330 , 0 , 256 , 661 , 0 , 0 , 152 , 0 , 0 , 61 , 1 , 0 , 8 , 2 , 0 , 0 , 9 , 34 , 0 , 1179
4 , 0 , 0 , 0 , 0 , 1132 , 0 , 110 , 0 , 33 , 787 , 0 , 0 , 149 , 0 , 0 , 3 , 1 , 0 , 0 , 4 , 0 , 0 , 3 , 318 , 5 , 2431
1 , 0 , 0 , 0 , 0 , 332 , 0 , 1476 , 0 , 226 , 1469 , 0 , 0 , 270 , 0 , 0 , 72 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 297 , 0 , 2598
1 , 0 , 0 , 0 , 0 , 231 , 0 , 533 , 0 , 358 , 6392 , 0 , 0 , 1782 , 0 , 0 , 671 , 1 , 0 , 0 , 3 , 0 , 0 , 52 , 148 , 4 , 8970
0 , 0 , 0 , 0 , 0 , 291 , 0 , 610 , 12 , 27 , 1135 , 0 , 0 , 392 , 0 , 0 , 64 , 1 , 0 , 2 , 33 , 0 , 0 , 87 , 364 , 9 , 2352
0 , 0 , 0 , 0 , 7 , 785 , 0 , 109 , 0 , 47 , 1521 , 0 , 0 , 4506 , 0 , 0 , 91 , 1 , 0 , 22 , 109 , 0 , 0 , 425 , 31 , 31 , 7484
0 , 0 , 0 , 0 , 0 , 711 , 0 , 504 , 1 , 400 , 1700 , 0 , 0 , 287 , 0 , 0 , 205 , 1 , 0 , 9 , 10 , 0 , 0 , 10 , 4 , 0 , 3132
0 , 0 , 0 , 0 , 0 , 546 , 0 , 339 , 3 , 90 , 1622 , 0 , 0 , 1070 , 0 , 0 , 46 , 1 , 0 , 0 , 23 , 0 , 0 , 37 , 67 , 0 , 3458
3 , 0 , 0 , 0 , 0 , 130 , 0 , 296 , 2 , 397 , 1317 , 0 , 0 , 62 , 0 , 0 , 188 , 1 , 0 , 16 , 11 , 0 , 0 , 34 , 48 , 3 , 2020
1 , 0 , 0 , 0 , 0 , 111 , 0 , 152 , 0 , 354 , 528 , 0 , 0 , 24 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 10 , 0 , 1027
1 , 0 , 0 , 0 , 0 , 229 , 0 , 501 , 23 , 207 , 1301 , 0 , 0 , 209 , 0 , 0 , 133 , 1 , 0 , 6 , 23 , 0 , 0 , 84 , 105 , 5 , 2192
0 , 0 , 0 , 0 , 0 , 74 , 0 , 764 , 0 , 233 , 276 , 0 , 0 , 28 , 0 , 0 , 33 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 616
0 , 0 , 0 , 0 , 0 , 232 , 0 , 451 , 4 , 77 , 976 , 0 , 0 , 668 , 0 , 0 , 77 , 1 , 0 , 1 , 55 , 0 , 0 , 68 , 37 , 1 , 2119
0 , 0 , 0 , 0 , 1 , 715 , 0 , 540 , 0 , 66 , 5580 , 0 , 0 , 611 , 0 , 0 , 225 , 1 , 0 , 265 , 163 , 0 , 0 , 227 , 184 , 5 , 7817
0 , 0 , 0 , 0 , 2 , 280 , 0 , 421 , 7 , 95 , 6405 , 0 , 0 , 258 , 2 , 0 , 89 , 1 , 0 , 329 , 14 , 0 , 0 , 3 , 306 , 0 , 7701
6 , 0 , 0 , 0 , 1 , 81 , 0 , 139 , 14 , 42 , 1647 , 0 , 0 , 368 , 0 , 0 , 60 , 1 , 0 , 7 , 6 , 0 , 0 , 2 , 59 , 0 , 2227
0 , 0 , 0 , 1 , 7 , 470 , 0 , 313 , 0 , 537 , 5426 , 0 , 0 , 777 , 0 , 0 , 83 , 1 , 0 , 13 , 3 , 0 , 0 , 53 , 119 , 5 , 7411
0 , 0 , 0 , 0 , 0 , 14 , 0 , 338 , 0 , 38 , 733 , 0 , 0 , 15 , 0 , 0 , 901 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 800
17 , 0 , 0 , 0 , 0 , 622 , 0 , 102 , 13 , 131 , 1199 , 0 , 0 , 718 , 0 , 0 , 39 , 1 , 0 , 0 , 11 , 0 , 0 , 93 , 351 , 8 , 3146
4 , 0 , 0 , 0 , 3 , 163 , 0 , 165 , 0 , 70 , 1151 , 0 , 0 , 120 , 0 , 0 , 42 , 1 , 0 , 17 , 11 , 0 , 0 , 12 , 3 , 3 , 1553
4 , 0 , 0 , 0 , 0 , 465 , 0 , 171 , 35 , 25 , 5059 , 0 , 0 , 256 , 0 , 0 , 23 , 1 , 0 , 2 , 6 , 0 , 0 , 14 , 175 , 0 , 6037
7 , 0 , 0 , 0 , 0 , 162 , 0 , 338 , 21 , 615 , 2737 , 0 , 0 , 275 , 0 , 0 , 88 , 1 , 0 , 3 , 38 , 0 , 0 , 12 , 83 , 14 , 3960
0 , 0 , 0 , 0 , 2 , 146 , 0 , 330 , 0 , 128 , 982 , 0 , 0 , 356 , 0 , 0 , 62 , 1 , 0 , 4 , 3 , 0 , 0 , 109 , 46 , 10 , 1786
7 , 0 , 0 , 0 , 0 , 380 , 0 , 272 , 0 , 827 , 1950 , 0 , 0 , 555 , 0 , 0 , 117 , 1 , 0 , 39 , 76 , 0 , 0 , 101 , 94 , 45 , 4067
4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
2 , 0 , 0 , 0 , 0 , 54 , 0 , 470 , 0 , 72 , 12751 , 0 , 0 , 70 , 0 , 0 , 22 , 1 , 0 , 0 , 7 , 0 , 0 , 4 , 247 , 2 , 13207
0 , 0 , 0 , 0 , 0 , 186 , 0 , 245 , 0 , 53 , 607 , 0 , 0 , 646 , 0 , 0 , 55 , 1 , 0 , 4 , 7 , 0 , 0 , 10 , 65 , 4 , 1582
0 , 0 , 0 , 0 , 0 , 324 , 0 , 308 , 71 , 151 , 2193 , 0 , 0 , 194 , 0 , 0 , 97 , 1 , 0 , 9 , 10 , 0 , 0 , 16 , 88 , 0 , 3056
0 , 0 , 0 , 0 , 0 , 58 , 0 , 244 , 2 , 124 , 841 , 0 , 0 , 31 , 0 , 0 , 91 , 1 , 0 , 7 , 0 , 0 , 0 , 6 , 152 , 0 , 1221
0 , 0 , 0 , 0 , 0 , 44 , 0 , 324 , 7 , 13 , 333 , 0 , 0 , 276 , 0 , 0 , 42 , 1 , 0 , 2 , 2 , 0 , 0 , 27 , 73 , 4 , 781
6 , 0 , 0 , 0 , 5 , 225 , 0 , 299 , 0 , 225 , 3954 , 0 , 0 , 448 , 0 , 0 , 466 , 1 , 0 , 36 , 38 , 0 , 0 , 61 , 219 , 3 , 5214
0 , 0 , 0 , 0 , 0 , 128 , 0 , 146 , 11 , 266 , 893 , 0 , 0 , 652 , 0 , 0 , 65 , 1 , 0 , 24 , 16 , 0 , 0 , 217 , 113 , 2 , 2322
7 , 0 , 0 , 0 , 0 , 264 , 0 , 122 , 1 , 237 , 1239 , 0 , 0 , 104 , 0 , 0 , 15 , 1 , 0 , 18 , 10 , 0 , 0 , 49 , 103 , 12 , 2037
0 , 0 , 0 , 0 , 0 , 8 , 0 , 375 , 2 , 29 , 775 , 0 , 0 , 26 , 0 , 0 , 425 , 1 , 0 , 2 , 1 , 0 , 0 , 0 , 28 , 0 , 871
0 , 0 , 0 , 0 , 0 , 154 , 0 , 530 , 19 , 392 , 12446 , 0 , 0 , 88 , 0 , 0 , 1951 , 1 , 0 , 297 , 156 , 0 , 0 , 60 , 41 , 9 , 13662
0 , 0 , 0 , 0 , 0 , 663 , 0 , 172 , 4 , 55 , 1873 , 0 , 0 , 302 , 0 , 0 , 17 , 1 , 0 , 2 , 5 , 0 , 0 , 26 , 63 , 0 , 2993
1 , 0 , 0 , 0 , 0 , 433 , 0 , 203 , 28 , 120 , 883 , 0 , 0 , 298 , 0 , 0 , 40 , 1 , 0 , 4 , 0 , 0 , 0 , 4 , 233 , 0 , 2003
0 , 0 , 0 , 0 , 16 , 242 , 0 , 188 , 140 , 90 , 1574 , 0 , 0 , 610 , 0 , 0 , 21 , 1 , 0 , 48 , 50 , 0 , 0 , 93 , 194 , 6 , 3063
15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
42 , 0 , 0 , 0 , 0 , 639 , 0 , 151 , 6 , 93 , 816 , 0 , 0 , 339 , 0 , 0 , 81 , 1 , 0 , 0 , 10 , 0 , 0 , 12 , 183 , 5 , 2103
35 , 0 , 0 , 0 , 2 , 718 , 0 , 100 , 0 , 234 , 1665 , 0 , 0 , 1652 , 0 , 0 , 257 , 1 , 0 , 4 , 0 , 0 , 0 , 44 , 225 , 2 , 4546
0 , 0 , 0 , 0 , 0 , 773 , 0 , 132 , 4 , 1326 , 962 , 0 , 0 , 412 , 0 , 0 , 20 , 1 , 0 , 0 , 29 , 0 , 0 , 339 , 49 , 12 , 3906
6 , 0 , 0 , 0 , 0 , 0 , 0 , 1017 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
5 , 0 , 0 , 0 , 0 , 97 , 0 , 339 , 2 , 69 , 1829 , 0 , 0 , 405 , 0 , 0 , 121 , 1 , 0 , 12 , 15 , 0 , 0 , 99 , 288 , 2 , 2818
10 , 0 , 0 , 0 , 0 , 237 , 0 , 718 , 29 , 116 , 4900 , 0 , 0 , 113 , 0 , 0 , 549 , 1 , 0 , 25 , 69 , 0 , 0 , 32 , 61 , 8 , 5590
0 , 0 , 0 , 0 , 6 , 43 , 0 , 121 , 1 , 14 , 4437 , 0 , 0 , 634 , 0 , 0 , 27 , 1 , 0 , 1055 , 3 , 0 , 0 , 2 , 64 , 1 , 6260
0 , 0 , 0 , 0 , 0 , 419 , 0 , 226 , 9 , 66 , 2742 , 0 , 0 , 400 , 0 , 0 , 127 , 1 , 0 , 22 , 5 , 0 , 0 , 64 , 267 , 0 , 3994
35 , 0 , 0 , 0 , 1 , 1131 , 0 , 93 , 11 , 687 , 3380 , 0 , 0 , 5435 , 0 , 0 , 55 , 1 , 0 , 116 , 28 , 0 , 0 , 429 , 145 , 15 , 11378
6 , 0 , 0 , 0 , 0 , 847 , 0 , 146 , 1 , 149 , 1507 , 0 , 0 , 389 , 0 , 0 , 4 , 1 , 0 , 0 , 1 , 0 , 0 , 23 , 64 , 1 , 2982
30 , 0 , 0 , 0 , 1 , 817 , 0 , 372 , 26 , 1016 , 2552 , 0 , 0 , 2187 , 1 , 0 , 338 , 1 , 0 , 30 , 78 , 0 , 0 , 192 , 100 , 16 , 7016
26 , 0 , 0 , 0 , 0 , 197 , 0 , 202 , 1 , 161 , 1044 , 0 , 0 , 933 , 0 , 0 , 97 , 1 , 0 , 3 , 7 , 0 , 0 , 94 , 37 , 4 , 2481
0 , 0 , 0 , 0 , 1 , 108 , 0 , 596 , 0 , 187 , 759 , 0 , 0 , 457 , 0 , 0 , 39 , 1 , 0 , 2 , 2 , 0 , 0 , 25 , 53 , 0 , 1594
0 , 0 , 0 , 0 , 4 , 66 , 0 , 900 , 4 , 195 , 4994 , 0 , 0 , 330 , 0 , 0 , 441 , 1 , 0 , 550 , 755 , 0 , 0 , 31 , 85 , 26 , 7040
5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
19 , 0 , 0 , 0 , 1 , 474 , 0 , 152 , 0 , 263 , 1926 , 0 , 0 , 489 , 0 , 0 , 162 , 1 , 0 , 0 , 1 , 0 , 0 , 93 , 211 , 1 , 3459
0 , 0 , 0 , 2 , 9 , 64 , 0 , 407 , 6 , 54 , 12375 , 0 , 0 , 895 , 1 , 0 , 10 , 1 , 0 , 82 , 93 , 0 , 0 , 60 , 20 , 14 , 13675
2 , 0 , 0 , 0 , 1 , 291 , 0 , 343 , 63 , 143 , 2476 , 0 , 0 , 465 , 2 , 0 , 211 , 1 , 0 , 45 , 34 , 0 , 0 , 7 , 170 , 10 , 3707
5 , 0 , 0 , 0 , 2 , 159 , 0 , 152 , 2 , 247 , 1336 , 0 , 0 , 1150 , 0 , 0 , 44 , 1 , 0 , 9 , 5 , 0 , 0 , 206 , 81 , 17 , 3214
0 , 0 , 0 , 0 , 0 , 98 , 0 , 335 , 135 , 235 , 2931 , 0 , 0 , 347 , 0 , 0 , 81 , 1 , 0 , 2 , 40 , 0 , 0 , 50 , 2 , 0 , 3840
0 , 0 , 0 , 0 , 0 , 0 , 0 , 122 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1 , 0 , 0 , 0 , 0 , 452 , 0 , 99 , 0 , 791 , 1295 , 0 , 0 , 996 , 0 , 0 , 104 , 1 , 0 , 10 , 3 , 0 , 0 , 129 , 165 , 0 , 3841
0 , 0 , 0 , 0 , 7 , 309 , 0 , 993 , 26 , 205 , 11685 , 0 , 0 , 698 , 0 , 0 , 547 , 1 , 0 , 496 , 29 , 0 , 0 , 6 , 252 , 3 , 13716
0 , 0 , 0 , 0 , 2 , 131 , 0 , 149 , 10 , 59 , 1872 , 0 , 0 , 394 , 0 , 0 , 22 , 1 , 0 , 1 , 34 , 0 , 0 , 44 , 932 , 5 , 3484
7 , 0 , 0 , 0 , 8 , 1017 , 0 , 330 , 2 , 1594 , 3654 , 0 , 0 , 770 , 0 , 0 , 309 , 1 , 0 , 18 , 103 , 0 , 0 , 170 , 306 , 105 , 7747
0 , 0 , 0 , 0 , 0 , 355 , 0 , 326 , 0 , 14 , 746 , 0 , 0 , 214 , 0 , 0 , 79 , 1 , 0 , 7 , 1 , 0 , 0 , 9 , 11 , 0 , 1357
0 , 0 , 0 , 0 , 0 , 40 , 0 , 197 , 8 , 52 , 340 , 0 , 0 , 144 , 0 , 0 , 37 , 1 , 0 , 1 , 5 , 0 , 0 , 6 , 46 , 5 , 647
0 , 0 , 0 , 0 , 0 , 120 , 0 , 417 , 10 , 54 , 2909 , 0 , 0 , 66 , 0 , 0 , 349 , 1 , 0 , 0 , 4 , 0 , 0 , 6 , 214 , 10 , 3393
0 , 0 , 0 , 0 , 0 , 4 , 0 , 317 , 0 , 15 , 56 , 0 , 0 , 11 , 0 , 0 , 282 , 1 , 0 , 0 , 0 , 0 , 0 , 6 , 5 , 0 , 97
0 , 0 , 0 , 0 , 0 , 29 , 0 , 243 , 2 , 29 , 2302 , 0 , 0 , 143 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 57 , 10 , 0 , 2572
4 , 0 , 0 , 0 , 53 , 1413 , 0 , 163 , 65 , 292 , 9067 , 0 , 0 , 2176 , 0 , 0 , 48 , 1 , 0 , 427 , 72 , 0 , 0 , 123 , 889 , 117 , 14694
0 , 0 , 0 , 0 , 0 , 215 , 0 , 474 , 0 , 445 , 4704 , 0 , 0 , 97 , 0 , 0 , 566 , 1 , 0 , 3 , 95 , 0 , 0 , 8 , 197 , 0 , 5764
0 , 0 , 0 , 0 , 0 , 12 , 0 , 329 , 3 , 55 , 1254 , 0 , 0 , 97 , 0 , 0 , 102 , 0 , 0 , 6 , 5 , 0 , 0 , 1 , 45 , 4 , 1482
0 , 0 , 0 , 0 , 0 , 23 , 0 , 344 , 0 , 227 , 1809 , 0 , 0 , 29 , 0 , 0 , 12 , 0 , 0 , 0 , 13 , 0 , 0 , 18 , 355 , 0 , 2474
0 , 0 , 0 , 0 , 1 , 162 , 0 , 438 , 0 , 48 , 10002 , 0 , 0 , 86 , 0 , 0 , 115 , 0 , 0 , 1 , 98 , 0 , 0 , 49 , 15 , 2 , 10464
