@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1-3,5-12,14-17,21-26,29-30,32-34,36-41'

@attribute sp_keep_votes numeric
@attribute userfy_votes numeric
@attribute redirect_votes numeric
@attribute total_afd_votes numeric
@attribute transwiki_votes numeric
@attribute isSuccessful {1,0}
@attribute keep_votes numeric
@attribute sp_delete_votes numeric
@attribute delete_votes numeric

@data
0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,14,0,3
0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,5
0,0,0,0,0,0,0,0,0
0,0,0,30,0,0,10,0,18
1,0,1,124,1,0,59,2,48
2,0,0,128,0,0,25,4,94
0,0,0,2,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,16,0,0,1,0,13
0,0,0,0,0,0,0,0,0
0,1,1,69,1,0,23,1,34
0,0,0,1,0,0,1,0,0
0,0,0,7,0,0,1,0,5
0,0,0,3,0,0,3,0,0
0,0,0,5,0,0,0,1,4
0,0,0,6,0,0,3,0,2
0,0,0,5,0,0,3,0,2
2,0,1,98,0,0,27,6,59
0,0,0,21,0,0,19,0,2
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,20,0,0,1,0,19
0,0,0,5,0,0,4,0,0
1,0,0,1,0,0,0,0,0
0,0,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,0
1,0,0,22,0,0,14,1,6
0,0,0,4,0,0,0,0,3
0,0,0,0,0,0,0,0,0
1,0,1,38,0,0,4,1,31
0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,4
0,0,1,16,0,0,7,1,6
0,0,0,3,0,0,1,0,1
0,0,0,13,0,0,2,3,8
0,0,0,2,0,0,1,0,1
0,0,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,37,0,0,10,1,26
0,0,0,8,0,0,1,1,6
0,0,0,0,0,0,0,0,0
0,0,2,194,0,0,19,10,160
0,0,0,52,0,0,9,6,34
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,5,0,0,3,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,144,0,0,5,0,139
1,0,4,183,0,0,24,0,144
0,0,2,180,0,0,25,2,149
0,0,0,23,0,0,4,0,17
0,0,0,0,0,0,0,0,0
1,0,1,24,0,0,3,8,9
1,0,1,106,0,0,18,1,81
2,0,0,18,0,0,13,0,3
0,0,0,7,0,0,4,0,3
0,0,0,22,0,0,7,0,12
3,0,4,112,0,0,11,1,86
0,0,16,183,1,0,153,0,5
2,0,0,12,0,0,2,0,8
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
0,0,0,54,0,0,8,3,36
0,0,0,0,0,0,0,0,0
0,0,1,33,0,0,11,0,19
0,0,2,47,0,0,11,3,23
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1
0,0,1,22,0,0,8,2,10
0,0,0,15,0,0,3,0,12
0,0,0,5,0,0,1,0,3
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,3
0,0,0,63,0,0,9,1,49
0,0,0,13,0,0,0,0,13
4,0,2,49,0,0,8,7,25
1,0,4,110,0,0,13,5,81
0,1,5,132,1,1,21,1,94
0,0,0,0,0,1,0,0,0
0,0,1,6,0,1,1,0,4
0,0,1,44,0,1,6,0,37
1,0,1,37,0,1,6,4,22
0,0,0,3,0,1,1,0,1
0,0,0,95,0,1,2,0,93
2,0,1,97,0,1,11,3,76
0,0,1,48,0,1,2,1,44
0,6,7,181,3,1,14,5,127
0,0,7,183,0,1,65,3,108
1,0,2,75,1,1,19,0,50
0,0,0,1,0,0,1,0,0
0,0,0,2,0,0,0,0,2
0,2,1,81,1,0,51,0,20
0,0,0,4,0,0,1,0,3
0,0,3,35,0,0,5,0,24
0,0,0,0,0,0,0,0,0
6,0,1,153,0,0,108,0,24
0,0,1,32,0,0,13,0,16
0,0,0,40,0,0,0,0,40
0,0,6,183,0,0,36,1,131
0,0,0,0,0,0,0,0,0
6,0,4,189,0,0,55,2,118
0,1,0,166,1,0,82,2,74
0,0,0,1,0,0,0,0,1
0,0,1,18,0,0,6,0,9
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,1,0,41,0,0,2,5,30
1,0,3,96,0,0,12,8,69
3,1,3,175,2,1,91,4,53
0,0,0,2,0,1,0,0,2
0,0,0,1,0,1,0,0,1
0,0,1,41,1,1,17,0,19
0,0,2,29,0,1,22,1,4
1,0,2,93,0,1,14,0,65
3,0,1,167,0,1,15,13,134
0,0,1,186,0,1,20,1,161
0,0,3,164,1,1,115,0,37
1,0,0,3,0,1,1,0,1
0,0,0,5,0,1,2,0,3
0,0,3,105,0,1,9,4,88
2,0,6,141,2,1,45,0,68
4,0,4,157,0,1,80,1,67
0,0,0,14,0,1,2,0,12
1,0,4,75,0,1,14,0,53
0,0,1,156,0,1,102,0,41
0,0,0,8,0,1,4,0,4
0,0,1,40,3,1,12,0,23
0,0,0,11,0,1,2,0,8
0,0,1,32,2,1,6,1,21
0,0,2,38,0,1,9,0,26
0,0,4,112,0,1,24,1,78
0,0,0,84,0,1,12,0,72
0,0,0,37,0,1,16,2,18
1,0,5,174,0,1,108,0,42
2,1,1,179,1,1,26,9,136
0,0,0,49,0,1,2,0,46
0,0,0,112,0,1,9,2,99
0,0,7,113,0,1,8,0,95
2,0,10,186,0,1,66,2,95
5,0,6,167,1,1,22,3,118
0,0,8,155,0,1,5,3,131
0,0,1,16,0,1,9,0,5
0,0,0,9,0,1,3,0,4
1,0,4,120,0,1,10,1,101
0,0,3,192,0,1,8,0,178
0,0,2,194,0,1,40,0,145
0,0,0,12,0,1,5,0,3
0,0,0,84,0,1,4,1,78
0,0,0,19,0,1,2,1,16
0,0,0,94,0,1,24,2,67
0,0,0,0,0,1,0,0,0
0,0,1,128,2,1,113,1,9
0,0,2,81,1,1,17,0,56
3,0,0,58,0,1,28,0,26
0,0,0,1,0,1,0,0,1
3,2,4,86,0,1,19,1,55
0,0,1,62,0,1,6,3,51
0,0,1,61,0,1,24,0,33
0,0,0,37,1,1,4,1,31
0,0,2,144,0,1,61,1,80
0,0,0,0,0,1,0,0,0
0,0,0,134,0,1,7,2,121
0,0,2,49,0,1,20,0,25
0,0,0,2,0,1,2,0,0
0,0,0,0,0,1,0,0,0
0,0,1,67,0,1,11,4,47
0,2,0,48,1,1,4,0,40
0,0,3,62,0,1,7,3,47
0,0,0,61,0,1,13,0,48
4,0,4,167,4,1,6,5,141
0,0,0,14,0,1,5,0,7
0,0,2,22,1,1,1,1,17
0,0,0,50,0,1,8,0,42
2,0,5,98,2,1,6,4,70
1,0,8,126,0,1,45,1,70
0,0,0,2,0,1,1,0,1
0,0,0,20,0,1,3,0,17
0,1,3,87,2,1,9,0,67
0,0,1,92,1,1,12,1,71
0,0,5,172,0,1,8,0,158
0,0,0,5,0,1,0,0,5
0,0,0,10,0,1,3,0,7
0,0,5,31,0,1,4,0,20
0,0,0,10,0,1,3,0,7
1,2,3,96,0,1,12,8,67
0,0,0,4,0,1,1,0,3
0,0,2,103,0,1,40,1,59
0,0,0,1,0,1,1,0,0
2,0,0,160,4,1,101,0,33
0,0,0,0,0,1,0,0,0
1,0,2,26,0,1,4,0,19
0,0,0,17,0,1,3,0,11
0,0,0,4,0,1,0,2,2
0,0,0,0,0,0,0,0,0
0,0,0,19,0,0,3,0,16
0,0,0,11,0,0,6,0,4
0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,1,1,2
0,0,0,13,0,0,11,0,2
0,0,0,0,0,0,0,0,0
1,0,4,84,0,1,22,8,47
0,0,4,79,0,1,16,0,57
1,0,0,37,0,1,2,0,34
0,0,11,87,0,1,18,2,50
0,0,0,18,0,1,0,0,15
0,0,1,72,0,1,52,0,16
2,0,4,124,0,1,30,2,82
0,0,5,102,0,1,23,0,73
0,0,0,0,0,1,0,0,0
0,0,0,10,0,1,0,0,10
0,0,0,109,0,1,9,1,97
1,1,2,43,0,1,25,1,12
2,0,4,106,1,1,50,3,42
0,0,3,149,3,1,77,1,50
0,0,0,85,0,1,12,0,70
0,0,2,62,0,1,22,0,36
0,1,3,123,0,1,2,13,103
0,0,2,70,0,1,15,1,48
0,0,0,3,0,1,2,0,1
0,0,0,0,0,1,0,0,0
0,0,9,140,0,1,20,3,104
1,0,1,18,0,1,12,1,3
0,0,0,63,0,1,15,4,44
0,0,0,23,0,1,11,0,12
1,0,2,133,1,1,28,4,97
1,0,1,157,3,1,11,4,129
6,0,4,112,0,1,49,3,49
0,0,0,5,0,1,1,0,2
0,0,0,36,0,1,2,0,34
0,3,1,129,1,1,42,1,75
0,0,1,12,0,1,5,1,5
0,0,0,33,0,1,13,2,11
1,0,1,110,0,1,26,0,69
0,0,6,126,1,1,29,4,79
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,1,0,3
0,0,0,28,0,0,19,0,9
0,0,0,1,0,0,0,0,1
0,0,2,116,0,0,4,6,102
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,1,0
0,0,0,1,0,0,1,0,0
0,0,0,15,0,0,3,0,11
1,0,0,61,0,1,16,0,41
0,0,0,48,0,1,33,0,12
0,0,6,178,0,1,81,0,88
2,0,0,39,0,1,18,0,17
1,0,6,68,0,1,9,5,44
1,0,2,48,0,1,2,1,38
1,0,2,127,2,1,6,6,104
0,0,1,5,0,1,1,0,3
0,0,0,0,0,1,0,0,0
0,0,0,48,0,1,6,0,35
0,0,1,132,0,1,20,0,109
0,0,4,169,1,1,18,7,135
0,0,6,129,0,1,57,2,43
1,0,3,84,0,0,33,1,39
0,0,0,4,0,0,1,0,3
0,0,1,116,0,0,13,4,95
0,0,1,12,0,0,7,0,2
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,2,0,1
0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,8,0,1
1,1,2,102,1,0,27,3,65
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,8,0,5
0,0,0,0,0,0,0,0,0
0,1,4,178,0,0,45,0,125
0,0,0,10,0,0,6,0,4
0,0,0,56,0,0,16,0,36
0,0,0,0,0,0,0,0,0
0,0,1,96,0,0,22,4,67
0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,1,0,3
0,0,0,43,0,0,0,0,43
0,0,0,13,0,0,1,0,8
0,0,0,2,0,0,0,0,2
0,0,3,58,0,0,9,2,44
1,0,3,160,0,0,13,1,139
0,0,0,22,0,0,1,1,20
0,0,0,7,0,0,1,0,6
0,0,0,1,0,0,1,0,0
0,0,3,96,3,0,9,10,68
0,0,4,189,1,0,22,1,155
0,0,4,69,1,0,53,0,7
1,0,0,25,0,0,10,1,12
11,0,1,143,0,0,123,1,5
0,0,0,0,0,0,0,0,0
1,3,1,52,0,0,7,0,38
0,0,0,18,0,0,0,0,15
0,0,2,21,0,0,6,0,13
2,0,7,65,1,0,12,3,34
0,1,1,69,1,0,23,1,34
0,0,0,6,0,0,0,0,6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,8,0,0,0,1,6
0,0,0,58,0,0,22,0,33
0,0,0,21,0,0,1,0,18
0,0,6,125,1,0,96,0,20
0,0,0,15,0,0,8,0,6
0,0,4,176,0,0,4,2,166
0,0,2,31,0,0,18,0,8
0,0,0,27,0,0,5,1,21
0,0,0,0,0,0,0,0,0
0,0,2,146,1,0,29,4,107
0,0,3,185,0,0,46,1,135
0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,1,0,10
0,0,0,1,0,0,0,0,1
0,0,2,121,0,0,32,0,83
0,0,0,187,0,0,31,2,149
0,0,0,5,0,0,4,0,1
1,0,2,131,1,0,69,0,50
0,0,5,25,0,0,16,0,3
0,0,1,37,0,0,8,0,28
0,0,0,11,0,0,9,0,1
0,0,0,59,0,0,1,0,58
0,0,0,27,0,0,14,0,13
0,0,0,5,1,0,0,0,3
0,0,0,3,0,0,0,0,2
1,1,2,193,0,0,23,2,161
0,0,0,1,0,0,1,0,0
0,0,5,91,0,0,27,2,52
0,0,1,7,0,0,0,1,4
0,0,1,49,0,0,12,2,33
0,0,3,51,2,0,11,6,22
0,0,0,13,0,0,2,2,9
0,0,1,42,0,0,6,0,35
0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,1,0,2
0,0,0,8,0,0,3,0,5
0,0,0,1,0,0,1,0,0
0,0,3,184,0,0,5,1,171
0,0,0,2,0,0,0,0,2
0,1,1,53,0,0,9,0,36
0,0,0,8,0,0,0,0,8
0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,0,10
0,0,0,9,0,0,8,0,1
0,0,6,126,1,0,29,4,79
0,0,0,16,0,1,13,0,3
0,0,0,17,0,1,9,1,7
0,0,1,48,0,1,5,0,41
0,0,3,170,0,1,32,1,113
0,0,4,180,0,1,93,2,75
0,0,4,68,0,1,8,0,52
1,0,0,146,0,1,81,1,55
0,0,1,55,0,1,19,0,34
0,1,1,86,0,1,2,0,81
0,0,0,8,0,1,0,1,7
0,0,1,18,0,1,10,0,6
0,0,0,9,0,1,4,0,5
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
6,0,2,142,0,1,64,3,64
9,0,6,174,0,1,98,2,43
0,0,0,15,0,1,8,0,7
0,0,0,1,0,1,0,0,1
0,0,8,104,0,1,10,5,79
1,0,0,33,0,1,19,0,8
0,0,0,14,0,1,2,0,11
0,0,0,17,0,1,3,0,14
0,0,17,171,0,1,76,1,65
0,0,0,10,0,1,5,0,4
0,0,0,27,0,1,20,0,6
0,0,3,149,0,1,34,8,103
0,0,2,73,1,1,40,1,27
12,0,20,167,1,1,36,3,56
0,0,2,53,0,1,33,0,18
0,0,0,3,0,0,0,0,3
0,0,1,18,0,0,0,0,17
0,0,3,32,1,0,4,1,21
0,0,0,0,0,0,0,0,0
0,0,3,58,0,0,24,1,29
0,0,0,0,0,0,0,0,0
2,0,0,8,0,0,2,0,4
0,0,0,59,0,0,13,1,37
14,0,4,151,0,0,38,8,77
0,0,11,179,5,0,36,5,84
0,0,0,10,0,0,0,3,7
0,0,0,0,0,0,0,0,0
0,0,0,23,0,0,12,0,11
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,3,47,0,0,7,7,28
0,0,0,0,0,0,0,0,0
0,0,0,42,0,0,6,7,22
0,0,1,16,0,0,1,0,13
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,1,81,0,0,10,4,55
0,0,0,0,0,0,0,0,0
0,0,0,49,0,0,9,0,40
0,1,17,99,4,0,13,2,57
4,0,4,171,1,0,40,6,110
0,0,0,63,0,0,9,1,49
0,0,1,180,0,0,46,3,129
0,0,1,27,0,0,10,5,10
0,0,0,51,0,0,3,6,41
0,0,0,0,0,0,0,0,0
0,0,1,85,0,0,14,1,68
0,0,0,7,0,0,4,0,3
0,0,0,13,0,0,2,0,10
0,0,0,0,0,0,0,0,0
2,0,9,160,0,0,40,10,76
2,0,1,36,0,0,11,2,20
0,0,0,26,0,0,1,1,23
4,0,2,70,0,0,31,2,24
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
2,0,2,180,3,0,81,10,58
0,1,0,24,0,0,1,0,22
2,0,11,175,0,0,83,1,57
0,0,0,2,0,0,2,0,0
0,0,5,94,2,0,8,7,64
0,0,0,6,0,0,2,0,4
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,73,0,0,14,0,58
0,0,0,0,0,0,0,0,0
0,0,1,24,0,0,2,0,19
0,0,2,88,0,0,17,1,67
0,0,0,167,0,0,17,1,149
0,0,0,12,0,0,6,0,6
0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,4,0,2
0,0,0,0,0,0,0,0,0
6,0,1,153,0,0,108,0,24
1,0,1,53,0,0,11,1,30
0,0,0,28,0,0,0,0,28
0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,7
0,0,0,1,0,0,0,0,1
0,0,0,5,0,0,2,0,3
0,0,1,34,0,0,12,0,21
0,0,1,1,0,0,0,0,0
0,0,5,153,0,0,4,0,144
0,0,0,1,0,0,0,0,1
1,0,0,46,0,0,27,0,16
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,32,0,0,5,2,22
5,0,3,159,0,0,15,12,122
0,0,0,9,0,0,5,0,4
0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,5,0,7
3,0,3,176,1,0,33,9,122
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,114,0,0,5,11,93
0,0,0,31,0,0,7,0,19
0,0,0,0,0,0,0,0,0
0,0,3,184,0,0,21,2,149
0,0,1,51,0,0,29,2,19
0,0,1,177,0,0,15,2,151
0,0,0,0,0,0,0,0,0
0,0,0,34,0,0,5,3,26
0,0,3,178,0,0,39,1,128
0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,6,0,11
0,0,0,5,0,0,0,0,5
0,0,0,14,0,0,7,0,7
0,0,0,49,0,0,2,0,43
0,0,0,0,0,0,0,0,0
0,0,0,115,0,1,6,5,101
2,0,4,157,0,1,21,10,113
0,0,2,58,0,1,15,0,39
1,0,3,86,0,1,8,0,65
0,0,2,85,0,1,16,5,60
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,77,0,1,6,0,69
0,0,0,27,0,1,7,1,17
0,1,6,172,0,1,17,14,126
0,0,0,22,0,1,2,0,20
0,0,4,69,0,1,2,2,54
0,0,0,161,0,1,2,0,159
0,0,4,56,0,1,3,0,46
0,1,2,76,1,1,5,2,63
0,0,6,168,0,1,13,0,142
0,0,1,44,0,1,16,0,24
0,0,2,55,0,1,10,0,42
0,0,3,89,0,1,2,1,83
0,0,3,49,0,1,14,7,18
0,0,0,12,0,1,0,0,12
0,0,3,37,0,1,4,0,28
2,0,6,110,0,1,16,0,70
0,0,0,0,0,1,0,0,0
0,0,0,24,0,1,11,0,13
2,0,6,105,2,1,7,6,77
1,0,0,18,0,1,3,0,13
0,0,0,2,0,1,0,0,2
0,0,2,111,0,1,11,2,94
0,1,0,47,0,1,15,1,23
0,0,3,103,0,1,13,2,83
0,0,0,18,0,1,3,0,14
0,0,2,188,1,1,33,0,152
0,0,0,8,0,1,2,0,6
0,0,0,66,0,1,2,0,64
0,0,6,153,0,1,17,4,124
0,0,2,15,0,1,6,1,6
0,0,0,0,0,1,0,0,0
2,0,0,16,0,1,3,0,11
0,0,4,63,0,1,27,0,28
0,0,3,165,0,1,76,1,81
0,0,0,0,0,1,0,0,0
0,0,5,168,0,1,42,4,108
0,0,0,20,0,1,10,0,4
0,0,0,28,0,1,2,0,26
0,0,3,92,0,1,15,1,72
0,0,1,35,0,1,1,0,33
0,0,3,139,1,1,10,4,119
0,0,0,107,0,1,28,0,75
0,0,11,158,2,1,10,3,121
0,0,1,69,0,1,13,0,52
0,0,0,14,0,1,6,0,7
0,0,0,0,0,1,0,0,0
0,0,6,52,0,1,24,2,14
0,0,0,44,0,1,2,1,40
0,0,1,12,0,1,3,0,8
1,1,11,110,0,1,50,1,26
0,0,3,95,0,1,9,2,69
0,0,0,0,0,1,0,0,0
0,0,1,92,0,1,10,0,80
0,0,4,190,0,1,17,0,161
0,0,0,4,0,1,2,0,1
1,1,7,132,0,1,44,0,68
2,0,4,145,0,1,54,0,59
0,0,1,129,1,1,7,0,114
0,0,0,11,0,1,7,0,4
0,0,0,24,0,1,2,0,22
0,0,0,0,0,1,0,0,0
0,1,1,53,0,1,9,0,36
0,0,0,6,0,1,5,0,1
0,0,1,25,0,0,8,0,15
0,0,0,15,0,0,10,0,4
0,0,0,7,0,0,0,0,7
0,0,1,151,0,0,27,1,114
0,0,0,10,0,0,2,0,7
0,0,0,0,0,0,0,0,0
0,0,0,19,0,0,3,0,13
0,0,0,7,0,0,5,0,2
0,0,3,54,0,0,5,3,40
0,0,1,16,0,0,9,0,5
0,0,0,6,0,0,0,0,4
0,0,1,12,0,0,4,0,7
0,0,1,84,0,0,15,2,66
0,0,0,4,0,0,3,0,1
0,0,0,2,0,0,2,0,0
0,0,0,3,0,0,1,0,2
0,0,0,2,0,0,0,0,2
0,0,0,5,0,0,1,0,4
0,0,0,2,0,0,1,0,1
0,0,0,33,0,0,26,0,5
0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,4,0,1
0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,1,0,4
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,6,0,5
0,0,1,72,0,0,0,1,69
0,0,0,21,0,0,7,0,14
0,1,19,167,0,0,18,7,120
0,0,14,119,0,1,80,1,20
0,0,0,34,0,0,17,0,14
0,0,0,52,0,0,0,0,52
0,0,2,43,0,0,29,0,4
0,0,2,61,0,0,15,0,42
0,0,1,48,4,0,10,0,31
0,0,0,16,0,1,1,0,14
0,1,3,137,0,1,42,0,89
2,0,2,151,1,1,56,2,76
2,0,4,94,0,1,8,9,70
0,0,0,63,0,1,13,2,47
0,0,0,12,0,1,3,0,7
1,0,7,129,3,1,23,6,78
0,0,0,0,0,0,0,0,0
0,0,0,23,0,0,9,3,8
0,0,0,1,0,0,0,0,1
1,0,2,136,1,0,7,3,121
0,0,1,17,0,0,7,0,9
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,0,4,84,0,0,9,3,62
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
1,0,2,159,0,0,66,1,72
0,0,0,8,2,0,6,0,0
0,0,0,11,0,0,1,2,8
0,0,0,2,0,0,1,1,0
0,0,2,199,0,0,189,0,8
1,0,1,166,0,0,8,9,147
0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,0,0
1,0,1,84,0,0,3,4,73
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,1,2
0,0,2,180,0,0,8,0,169
0,0,0,3,0,0,1,0,2
0,0,1,39,0,0,5,1,29
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,2,49,0,0,8,1,36
2,0,3,48,0,0,14,3,24
0,0,0,0,0,0,0,0,0
0,0,2,100,0,0,28,0,66
0,0,0,5,0,0,0,0,4
0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,48,1,0,5,0,33
0,0,0,3,0,0,0,0,2
0,0,0,4,0,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,2,95,0,0,35,3,53
0,0,0,12,0,0,0,0,11
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,3,127,0,0,35,4,80
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,19,0,0,0,0,19
0,0,0,0,0,0,0,0,0
0,0,1,32,0,0,8,1,19
0,0,0,0,0,0,0,0,0
1,0,2,186,0,0,12,8,154
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
2,0,0,74,0,0,21,0,47
1,0,0,4,0,0,2,1,0
0,0,5,168,0,0,31,6,123
0,0,0,55,0,0,12,0,41
0,0,5,182,0,0,23,0,148
0,0,0,186,0,0,20,2,156
0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,48,0,0,4,3,39
0,0,0,1,0,0,0,0,1
0,0,0,3,0,0,0,0,3
0,0,0,0,0,0,0,0,0
0,0,1,65,1,0,16,2,44
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,2,93,0,0,29,0,58
0,0,0,7,0,0,2,0,5
0,0,0,2,0,0,2,0,0
0,0,0,1,0,0,0,0,1
1,0,7,182,0,0,4,10,158
0,0,0,0,0,0,0,0,0
1,0,4,181,1,0,57,0,82
0,0,0,10,0,0,3,0,7
0,0,0,0,0,0,0,0,0
0,0,3,68,0,0,4,2,53
0,0,0,13,0,0,3,0,8
0,0,0,0,0,0,0,0,0
2,0,3,188,0,0,109,5,59
0,0,0,2,0,1,0,0,2
0,0,1,53,0,1,24,0,27
0,0,3,149,0,1,37,8,95
0,0,1,112,1,1,25,4,79
1,0,1,57,0,1,34,3,18
0,1,14,112,0,1,16,3,77
0,0,0,44,0,1,5,7,32
0,0,0,34,0,1,2,0,32
13,0,1,59,0,1,15,2,26
0,0,0,15,0,1,6,0,7
0,0,0,0,0,1,0,0,0
0,0,3,47,1,1,14,0,15
0,0,0,63,0,1,27,1,32
0,0,1,39,0,1,7,2,21
1,0,2,29,0,0,0,0,25
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6,0,0,66,0,0,51,0,4
0,0,0,1,0,0,0,0,1
0,0,0,4,1,0,1,0,1
0,0,0,0,0,0,0,0,0
0,0,2,78,0,0,9,5,57
0,0,0,1,0,0,1,0,0
0,0,1,7,0,0,5,0,1
0,0,0,1,0,0,1,0,0
1,0,0,6,0,0,4,1,0
0,0,0,8,0,0,1,0,4
0,0,0,1,0,0,0,0,1
0,0,0,7,0,0,1,0,5
4,1,0,166,0,0,20,1,136
3,0,0,84,0,0,20,7,50
0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,2,0,10
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,46,0,0,3,4,35
0,0,5,188,0,0,9,7,167
0,0,0,10,0,0,2,0,8
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,53,0,0,41,1,8
0,0,0,30,0,0,6,0,24
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,51,0,0,15,0,31
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,10,0,6
0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,1,0,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,53,0,0,11,0,38
3,0,4,120,0,0,47,3,49
0,0,0,7,0,0,2,0,4
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,48,0,0,7,2,39
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,18,0,0,0,0,18
0,0,2,9,0,0,0,0,6
0,0,3,104,0,0,14,1,81
1,0,0,60,0,0,10,3,45
0,0,0,0,0,0,0,0,0
0,0,1,30,0,0,7,0,20
0,0,4,126,0,0,9,2,110
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,0,1,13,0,0,0,0,11
0,0,0,0,0,0,0,0,0
