@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R2-11,13-26,28-32,34-40'

@attribute revert_edits numeric
@attribute minor_edits numeric
@attribute isSuccessful {1,0}
@attribute nonminor_edits numeric
@attribute large_edits numeric

@data
97,2091,1,3860,374
199,297,1,2844,784
12,852,1,4843,1090
44,480,1,4549,1000
0,0,1,0,0
153,437,1,6395,677
152,1991,1,5582,1003
204,1760,1,2292,640
1155,4223,1,11722,828
29,4102,1,5397,1233
247,2889,1,8976,2246
147,2576,1,8696,1189
125,2043,1,3208,556
268,1140,1,5884,972
25,2002,1,3949,1073
24,32,1,4550,1310
513,3078,1,6444,837
0,0,1,1,0
330,25962,1,7089,4888
1454,314,1,14457,2895
124,1119,1,4830,482
1112,514,1,14362,802
30,1223,1,3094,276
423,370,1,3912,1435
40,697,1,2621,692
521,4227,1,7070,3319
74,1550,1,3985,1285
178,941,1,5171,1113
666,314,1,4101,674
1098,5378,1,10416,1625
7,775,1,18717,772
76,3341,1,6868,1546
50,1635,1,5332,966
34,683,1,3451,551
480,450,1,6520,655
406,2148,1,3637,1083
0,0,1,0,0
163,4175,1,4727,1336
52,1434,1,2364,808
1268,4930,1,6362,905
17,7137,1,7890,1847
40,8383,1,1768,854
341,565,1,14457,2118
427,2387,1,23674,1713
33,5634,1,6637,772
61,311,1,2154,254
910,894,1,16219,2217
1049,1456,1,10828,2801
459,14915,1,21540,4739
484,367,1,7627,1254
284,355,1,8745,571
3,180,1,268,28
36,577,1,2300,621
261,1149,1,8210,1746
1026,2043,1,21060,3347
758,1043,1,6858,1875
1,1636,1,18968,3602
22,293,1,7081,642
51,1509,1,4005,913
258,642,1,4892,695
663,918,1,6548,2410
21,1139,1,4447,526
586,1035,1,1646,261
4,2643,1,596,315
144,1862,1,4155,1081
132,2265,1,10076,1997
142,169,1,1487,230
0,0,1,0,0
40,3288,1,4124,1936
30,6666,1,1170,535
17,12107,1,1659,657
164,2533,1,3135,956
292,350,1,3936,543
0,0,1,0,0
133,4728,1,6837,2796
374,5142,1,6851,2030
150,179,1,1919,440
9,670,1,1833,354
8,393,1,2026,257
320,1717,1,5973,2239
451,2074,1,3472,736
319,53,1,3885,992
725,1853,1,11226,779
76,336,1,6583,2566
30,1084,1,5434,685
4,150,1,729,253
479,353,1,4523,263
681,1078,1,2850,820
24,1327,1,7588,1200
9,2669,1,4772,604
224,12140,0,8939,4809
181,2229,0,6125,2747
346,6444,0,10337,2857
180,68610,0,50736,5965
70,8078,0,1783,1132
0,0,0,4,1
51,403,0,692,346
0,12,0,39,5
0,7,0,53,6
0,0,0,14,2
129,295,0,4829,601
5,169,0,524,83
641,3608,0,22866,4492
16,35,0,97,26
54,891,0,571,312
47,428,0,2078,720
54,898,0,1980,663
672,1148,0,13454,1981
14,7,0,121,10
0,0,0,0,0
392,13157,0,16401,2761
73,55,0,2089,245
73,308,0,5142,1471
0,0,0,20,1
7,2,0,466,34
0,0,0,0,0
102,2509,0,3772,1418
13,4415,0,12973,5979
90,4589,0,10819,1333
180,1136,0,7653,1633
149,32043,0,2546,505
223,5196,0,6575,4629
1311,5272,0,21895,2619
17,0,0,138,10
39,139,0,762,193
225,1967,0,6655,1173
26,7656,0,7797,567
4251,2945,0,20290,3452
0,0,0,0,0
32,3816,0,3891,2113
0,0,0,0,0
35,367,0,2545,413
30,139,0,1137,260
102,1518,0,3055,1262
701,13121,0,17298,5294
0,0,0,0,0
13,1550,0,634,120
0,0,0,0,0
201,2175,0,10124,4895
188,1016,0,1439,569
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
96,3643,0,10790,1356
0,0,0,317,5
3,5,0,173,10
201,164,0,3128,506
51,7571,0,25847,7617
0,14,0,39,8
141,5868,0,16052,6395
0,0,0,0,0
8,83,0,345,99
70,803,0,8227,3039
0,20,0,330,28
18,86,0,239,30
103,1104,0,2406,634
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
14,63,0,762,232
79,3365,0,12533,6192
0,0,0,0,0
4,462,0,622,288
26,16,0,362,58
0,0,0,0,0
54,1765,0,1811,919
27,56,0,715,230
354,2584,0,10216,3408
14,8,0,375,52
77,688,0,3348,825
384,3161,0,27543,6188
4,2,0,1647,96
24,1428,0,2393,167
91,3820,0,5320,1553
67,418,0,706,105
21,548,0,1601,136
1089,2311,0,7399,2013
321,306,0,7558,2145
0,0,0,25,4
168,848,0,5543,731
0,0,0,0,0
0,0,0,38,5
22,1,0,203,14
138,4398,0,12430,2262
180,1000,0,11868,2653
17,87,0,517,79
0,6,0,63,7
1,2943,0,419,155
310,8751,0,547,52
34,25616,0,16815,2067
76,1966,1,3230,472
0,0,1,0,0
2,582,1,456,86
3,164,1,771,97
0,0,1,0,0
2,132,1,224,38
0,155,1,916,84
11,4060,1,8009,444
23,556,1,1712,300
5,2106,1,771,177
5,432,1,616,188
6,237,1,503,52
6,364,1,617,77
8,2696,1,2305,826
20,514,1,897,95
6,184,1,4274,1542
82,7744,0,30012,8451
213,6121,1,11881,1832
27,1065,1,8939,1674
222,20574,1,8807,590
90,13881,1,5072,927
316,5848,1,4867,1914
1865,7149,1,9650,2016
64,855,1,7730,960
9,20355,1,10537,2635
95,2127,1,26228,3834
210,572,1,5119,354
196,10119,1,6542,1534
573,16420,0,17394,6580
309,16242,0,17601,6199
157,188,0,11737,1351
16,1379,1,7340,509
2175,2258,1,6420,747
4463,1305,1,17339,708
4,7144,1,8540,728
12,3437,0,1921,195
8,712,1,1900,464
5,1591,1,1133,190
42,269,1,3737,520
2,7926,1,4340,241
7,2898,1,1867,223
15,2896,1,4709,614
7,4684,1,1370,345
4,1446,1,654,120
37,452,1,2927,523
7,3250,1,7776,1032
39,3422,1,2189,900
9,2842,1,3151,904
2233,62959,1,56381,47717
7753,25105,1,33041,17674
362,23154,1,30919,25163
93,1298,1,5859,1106
998,6440,1,13061,1684
3,2971,1,1121,135
36,76,0,435,44
0,0,0,24,2
7,8,0,115,17
0,0,0,12,4
0,1,0,2901,86
28,52,0,267,54
0,7,0,424,19
5,8,0,197,16
1,4,0,77,12
10,10,0,952,78
0,0,0,81,19
0,0,0,58,8
45,62,0,3343,699
1,3,0,27,1
2,3,0,116,13
0,5,0,12,1
137,323,1,2577,952
0,0,0,0,0
1,17,0,140,24
0,0,0,0,0
0,54,0,25,3
16,2583,0,3287,857
1,3,0,27,8
0,0,0,0,0
251,3796,1,5779,1724
5,2273,1,960,159
71,346,1,1639,459
21,8810,1,1276,227
580,1170,1,3818,925
0,0,1,0,0
0,0,1,0,0
667,411,1,7430,2672
0,0,0,7,2
8,1,0,144,26
20,1810,0,13587,2900
283,1931,0,7840,1852
1224,7854,0,6572,3208
96,1040,0,2738,206
186,10529,0,4352,580
35,70,0,587,60
329,2676,0,9742,3244
8,4,0,628,160
0,0,0,0,0
321,3173,0,20975,8790
148,255,0,1483,238
1445,3292,0,29615,12887
0,0,0,0,0
138,33,0,400,51
3,1772,0,2252,1091
116,19,0,930,225
3,188,0,869,107
46,27,0,2400,418
76,2574,0,2861,1994
0,2,0,112,9
46,1115,0,2869,1478
40,1587,0,2689,1138
12,2,0,533,105
14,21,0,862,84
603,11624,0,13719,7191
0,0,0,0,0
7,43677,0,1199,37
4,12,0,248,19
68,267,0,803,356
1,0,0,13,2
1,14,0,118,11
318,1030,0,7107,960
9,5,0,365,48
975,328,0,4101,1259
0,33,0,138,31
3,3,0,289,17
416,3894,0,2702,1446
0,2,0,51,3
0,1,0,30,9
529,2004,0,4302,748
15,28,0,16908,460
2570,1787,0,10068,1681
231,433,0,2367,872
37,5357,0,11372,1027
156,1901,0,4960,926
167,1251,0,9330,2723
0,0,0,0,0
11,1115,0,1510,611
26,203,0,835,158
5,51,0,1917,566
2,1,0,24,5
0,0,0,0,0
188,724,0,1998,178
79,815,0,9762,463
67,362,0,2643,789
2,3,0,96,11
6,554,0,574,253
27,9,0,460,67
0,0,0,0,0
24,4333,0,12627,1387
0,0,0,0,0
0,0,0,0,0
640,2894,0,34892,5390
192,620,0,1521,376
4,53,0,425,120
0,4,0,157,18
0,0,0,0,0
33,2216,0,2131,769
0,8472,0,646,142
14033,1227,0,25819,3744
182,439,0,2847,402
3,222,0,94,31
0,51,0,17,2
42,304,0,1662,374
0,0,0,0,0
26,1631,0,3180,1160
0,726,0,771,185
1,3,0,117,10
0,0,0,0,0
94,838,0,9001,846
102,65,0,1148,225
0,3,0,8,3
28,403,0,8091,1150
38,64,0,2162,362
133,10938,0,8203,4453
82,476,0,2161,588
0,20,0,69,10
0,10,0,560,43
2,1,0,197,13
20,113,0,824,143
9,703,0,2909,482
0,1,0,26,6
4,7,0,525,73
300,171,0,1115,371
0,0,0,0,0
278,1680,0,2327,778
15,66,0,4605,364
0,2,0,7,2
0,4,0,290,17
13,17,0,738,53
127,112,1,4961,1895
41,6188,1,4602,3469
0,0,1,0,0
57,2341,1,3720,911
641,692,1,13805,1184
21,325,1,4414,1407
102,506,1,5285,1584
202,1435,1,3334,1317
59,1053,1,10394,1473
116,1372,1,4557,923
48,4798,1,1565,369
44,5674,1,3140,1134
3,73,1,725,176
3,2537,1,248,124
0,2594,1,3816,1007
4,401,1,979,137
19,408,1,9442,431
0,0,1,3,2
17,2355,1,6011,186
49,1113,1,270,65
59,234,1,1219,142
2,1549,1,1620,60
68,1395,1,1639,37
109,1105,1,2488,478
152,422,1,1826,174
16,883,1,784,137
5,2545,1,4471,643
1,2787,1,1222,243
37,87,1,1353,235
27,403,1,1042,170
52,820,1,2576,585
2,1722,1,2209,969
60,36,1,5735,523
9,1875,1,1569,390
0,2552,1,179,58
41,2966,1,2973,677
19,375,1,518,222
2,72,1,2790,1141
19,208,1,2107,380
40,6,1,6681,507
31,1773,1,4894,600
43,209,1,2360,596
138,640,1,1959,658
13,1962,1,1605,248
196,188,1,2150,433
5,1626,1,1464,289
38,911,1,1966,233
23,113,1,8588,528
13,1904,1,920,238
10,2308,1,2911,236
5,320,1,804,177
6,1345,1,554,185
3,955,1,1216,289
13,2572,1,2006,468
0,0,1,0,0
0,6035,1,67,21
13,1517,1,1609,162
0,1570,1,179,68
0,1743,1,603,355
52,1334,1,10910,716
68,143,1,2580,103
39,3047,1,2769,693
87,866,1,2260,316
16,516,1,962,302
7,207,1,1758,432
14,2449,1,2036,444
120,340,1,3232,322
7,1006,1,2204,603
19,200,1,1014,417
79,1709,1,3814,1263
14,322,1,1875,382
297,47,1,4370,255
2,8166,1,10117,527
6,1410,1,787,171
11,990,1,551,142
117,118,1,5604,1153
33,1042,1,1287,178
61,4643,1,6110,1035
70,1040,1,1241,148
39,552,1,1357,515
2,287,1,1208,286
10,1051,1,2056,221
7,1942,1,6185,760
0,0,1,0,0
26,671,1,1389,151
2,2299,1,328,88
8,2768,1,2064,363
1,1006,1,876,109
4,486,1,1586,399
435,2030,1,11880,1189
2,441,1,349,135
170,236,1,1373,167
23,2267,1,1565,816
8,581,1,2718,487
15,301,1,1229,426
8,1944,1,6049,743
116,377,1,5859,845
11,992,1,4733,855
7,587,1,2224,376
19,287,1,1524,353
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,10,0,394,62
0,0,0,0,0
107,4640,1,7625,4338
234,1159,1,1143,428
367,785,1,4064,943
0,0,1,0,0
37,5422,1,6338,769
0,0,1,0,0
678,284,1,14182,1414
140,491,1,7372,839
23,272,1,4430,315
10,3609,1,6273,868
0,0,1,0,0
279,3934,1,6990,2679
264,1000,1,13358,2720
74,6030,1,4019,423
675,2158,1,9644,1415
1243,4441,1,18286,3777
43,1773,1,7174,1625
82,4546,1,20120,1697
107,438,1,8778,590
574,1721,1,6781,1082
194,902,1,8738,1387
246,4627,1,6341,2593
1145,2105,1,3667,1230
116,2359,1,6708,1608
31,404,1,9791,1457
47,908,1,4225,794
83,1251,1,7686,1573
16,453,1,5438,420
1982,1800,1,21626,3385
287,2409,1,9404,2274
48,1420,1,3953,1261
0,0,1,0,0
16,970,1,4932,1472
18,3799,1,5203,2303
0,3797,1,96,11
235,1069,1,6517,1890
256,1257,1,5867,938
63,2266,1,5600,1070
561,6198,1,4851,1760
18,1792,1,2698,383
954,1419,1,4018,569
87,1216,1,12349,2275
1,3539,1,2653,2093
1340,6221,1,8610,1344
120,250,1,5605,2504
655,461,1,5202,710
74,185,1,5919,957
145,1383,1,8774,554
13,5416,1,22517,732
118,2381,1,16994,3467
423,391,1,9752,974
82,6773,1,5395,928
14,2521,1,1340,268
11,4030,1,4233,417
146,1137,1,1859,968
35,1230,1,1331,512
1888,3061,1,9979,2505
490,3004,1,12440,1202
1938,1056,1,9182,1762
188,857,1,2021,436
112,1490,1,1267,259
157,5583,1,9483,1906
6,3648,1,542,74
456,3182,1,5756,602
165,1022,1,7500,2327
55,1377,1,3474,1211
23,1571,1,2385,487
542,3447,1,5443,1801
30,864,1,6570,747
155,836,1,4113,1157
40,3727,1,11258,1074
20,1085,1,2869,384
292,1322,1,20891,3224
901,8695,1,8954,1078
851,2735,1,5491,2056
348,408,1,3186,475
246,4172,1,12031,2482
325,59,1,7767,1230
59,2573,1,3142,795
202,358,1,1990,507
173,6250,1,4319,817
294,16441,1,1558,73
15,2347,1,3341,423
26,3500,1,7734,2033
72,690,1,8219,2185
557,1705,1,6026,1391
518,4767,1,9507,3247
535,60,1,10586,1619
50,2383,1,4047,873
289,412,1,4704,1052
526,588,1,2522,379
613,8032,1,6833,1619
324,2478,1,6114,823
0,0,1,0,0
327,2401,1,2255,740
111,136,1,11774,2580
38,1390,1,1364,203
0,0,1,0,0
2482,215,1,5443,969
22,3873,1,5287,2353
137,2063,1,10666,2424
316,4504,1,30747,4888
66,1048,1,3717,708
404,456,1,17646,2309
166,5427,1,5554,632
767,4431,1,13660,2426
22,1660,1,3577,836
181,612,1,6118,908
0,0,1,1,0
97,1927,1,6114,1032
56,1571,1,5944,1334
7,1451,1,485,84
9,1441,1,1520,352
54,1986,1,6148,2074
35,9393,1,5426,893
0,811,1,2200,815
926,1423,1,5922,2173
29,432,1,1316,118
0,0,1,0,0
12,12341,1,2826,610
66,15496,1,11944,1104
4,2679,1,2007,380
0,0,1,0,0
35,330,1,1122,162
67,2993,1,2918,697
764,2027,1,11006,2454
0,8586,1,60,9
21,96,1,7162,698
0,0,1,0,0
3,4478,1,4656,460
2,2348,1,1136,202
18,1921,1,3094,313
34,793,1,1795,558
285,2846,1,3600,725
6,1546,1,2265,299
151,3822,1,3780,533
16,1037,1,1375,215
24,1059,1,4746,726
24,1422,1,4755,596
5,1424,1,133,24
21,557,1,4028,808
13,65,1,2256,578
7,1130,1,2721,377
1711,262,1,3484,258
45,1316,1,3440,548
24,2977,1,1645,299
0,0,1,0,0
221,1348,1,3187,761
14,1597,1,3822,588
10,567,1,3509,468
320,3773,1,7154,1674
157,900,1,8230,2246
58,4628,1,2446,652
17,735,1,9456,1024
1,357,1,1850,366
8,1613,1,3839,1319
6,530,1,4451,655
24,438,1,2626,223
426,2895,1,4420,842
92,680,1,3060,518
12,2104,1,3785,524
20,3806,1,1955,744
95,466,0,1830,253
31,194,0,1294,286
7,2517,0,182,24
2,9,0,470,17
15,58,0,2110,543
0,1,0,4,0
2,129,0,497,121
0,5,0,156,17
38,188,0,4585,227
1,24,0,352,66
6,2473,0,3175,386
9,929,0,2250,713
2,4862,0,256,97
203,663,0,4669,841
13,109,0,938,269
0,7,0,108,12
2,2752,0,958,201
695,786,0,3878,367
0,816,0,357,7
0,20,0,2,0
0,3,0,29,3
86,4472,0,12126,2221
2,549,0,325,64
7,140,0,194,24
14,1983,1,1184,401
0,2226,1,973,429
20,122,1,825,186
13,253,1,532,153
19,270,1,969,235
6,1121,1,1840,318
0,686,1,982,95
9,1346,1,553,101
43,52,1,2516,257
209,1511,0,1789,722
11,1961,0,2172,1367
442,6350,0,8980,2081
11,11,0,7668,250
9,2047,0,933,193
215,2026,0,10442,1313
181,809,0,3297,1044
0,3,0,116,15
0,0,0,120,9
126,3914,0,6816,2351
669,1759,0,16935,2147
6,32,0,142,34
336,6076,1,4214,1022
12,11800,1,4594,346
1094,2315,1,4469,2002
24,444,1,2780,374
49,611,1,3214,428
45,382,1,1702,470
63,3804,1,2867,557
168,579,1,2059,279
189,2136,1,4502,1324
4353,266,1,17651,1117
2,3032,1,272,106
39,1313,1,2504,440
82,416,1,3226,686
13,2368,1,3092,819
148,928,1,1711,554
525,2804,1,4130,811
146,2612,1,2790,575
20,45,1,16615,994
204,1260,1,2992,533
5,375,1,1883,222
167,4320,1,3085,918
74,1280,1,2544,392
242,1301,1,3144,458
445,3078,1,1485,330
59,1418,1,3776,417
31,1135,1,2551,448
724,1401,1,5792,1528
37,2671,1,10262,926
25,690,1,1163,292
301,5360,1,4202,387
39,545,1,3042,629
8,10379,1,3700,484
40,2301,1,5436,381
191,1351,1,1631,508
273,1283,1,1999,518
150,3321,1,3903,788
235,1132,1,3739,811
19,374,1,4837,240
0,0,1,0,0
26,1118,1,1320,61
171,1191,1,3108,1155
9,6847,1,7428,1211
46,2501,1,5204,1564
13,2814,1,5391,1570
39,532,1,2587,503
381,404,1,1757,311
236,10582,1,3238,536
56,1515,1,2734,399
31,6482,1,1224,383
18,2094,1,3700,594
47,1478,1,3934,906
38,2822,1,5794,1192
9,1597,1,1486,338
19,1068,1,3442,768
9,431,1,2368,417
17,1199,1,2656,806
25,1508,1,11067,1615
16,3190,1,2733,460
3,362,1,3878,310
27,1324,1,2231,130
277,4822,1,3490,457
278,720,1,2365,633
80,3099,1,9026,2158
86,944,1,6399,446
56,670,1,2931,402
611,847,1,2108,637
3,21,1,3415,301
75,1862,1,6776,631
156,91,1,3044,861
6,3651,1,2728,384
27,90,1,3070,392
9,926,1,2214,599
122,251,1,2281,736
15,3000,1,2146,306
37,247,1,3115,498
69,1343,1,10614,790
0,0,1,0,0
6,710,1,2315,672
130,1008,1,3723,422
4938,948,1,8345,602
34,2852,1,1362,434
1,165,1,335,121
93,491,1,3697,1075
17,4152,1,2334,523
10,1104,1,7492,670
682,8145,1,4996,578
0,3,1,11,0
27,15717,1,955,260
3,9163,1,3240,832
382,20,1,3512,149
40,525,1,1189,347
9,634,1,1893,476
131,875,1,1399,405
206,1499,0,2221,1029
0,0,0,87,11
158,724,0,3928,1502
0,44,0,137,40
6,1,0,187,12
1,0,0,16,8
110,37,0,2046,134
14,7442,1,4587,693
453,1325,1,2310,526
37,695,1,3121,408
0,1,1,10,3
53,996,1,1581,276
0,3,0,113,6
0,3,0,46,5
5,0,0,112,12
4,47,0,1006,306
0,0,0,27,3
0,0,0,5,2
42,1735,0,4763,843
65,485,1,10641,476
0,266,0,66,12
0,3,0,73,7
20,3363,0,1499,229
0,0,0,2,0
0,6,0,28,7
10,1273,0,1683,472
6,722,0,876,140
1,1588,0,1341,315
0,11,0,563,39
1,1050,0,1814,212
86,3861,0,2048,102
1,2367,0,191,20
58,770,0,3657,852
6,86,0,2499,184
1,172,1,2008,207
0,0,1,0,0
1,70,1,1389,140
2,3383,1,628,225
38,1795,1,1843,348
0,18,1,1194,10
13,582,1,805,115
7,1743,1,2326,382
0,216,1,967,91
4,1045,1,617,112
4,339,1,1270,161
0,3,1,1,0
14,328,1,611,166
3,1609,1,283,142
36,198,1,2249,465
4,263,1,778,193
4,820,1,695,141
10,253,1,1772,173
21,3250,1,4534,702
6,1457,1,1207,324
2,334,1,715,184
23,1236,1,594,128
2,626,1,557,87
19,1325,1,1294,345
4,754,1,565,47
52,2287,1,2448,354
40,394,1,3612,217
17,1385,1,2088,488
102,932,1,737,191
10,161,1,902,124
2,728,1,995,182
28,5697,1,6264,990
1,200,1,246,30
12,539,1,1154,376
37,35,1,1211,180
5,1781,1,2552,308
29,4365,1,3597,1145
1,466,1,1557,333
11,350,1,1121,211
20,2166,1,1515,383
6,884,1,2149,175
2,395,1,920,104
2,1426,1,1466,341
13,628,1,1490,258
7,335,1,991,269
31,453,1,667,130
0,2366,1,221,121
15,459,1,486,48
22,293,1,1281,226
24,3240,1,3005,606
4,2469,1,3332,1410
89,1733,1,1819,208
25,1026,1,2661,412
1,889,1,208,35
20,3019,1,4055,1216
6,1117,1,941,319
0,0,1,0,0
28,945,1,2233,658
10,399,1,561,84
33,1832,1,5340,770
1,195,1,199,50
8,371,1,1295,313
3,2047,1,1975,233
39,71,1,1499,346
2,160,1,583,138
18,727,1,1593,268
2,553,1,634,143
38,1773,1,1850,258
28,371,1,906,160
14,705,1,1129,119
16,778,1,7103,829
0,182,1,3844,424
7,945,1,2405,578
379,694,1,3698,759
1477,2908,1,21093,6323
163,1449,1,3800,1121
962,15318,1,15713,12121
26,8325,1,14251,3665
388,1937,1,10079,1725
136,6771,1,5155,1385
155,2456,1,7837,2789
426,15729,1,21704,4326
141,3164,1,4576,781
3,15928,1,512,219
1001,5339,1,11250,2981
163,3151,1,2896,1269
510,3438,1,7023,1812
557,1937,1,7791,2578
95,5522,1,7156,2347
388,3810,1,6553,2575
2313,3566,1,8882,2701
89,3743,1,5765,1600
66,1467,1,4257,1506
183,6535,1,14420,4016
593,5038,1,10167,1825
88,6116,1,7447,1387
64,4288,1,10809,6766
159,2601,1,3288,1894
160,1758,1,4852,924
215,1044,1,5058,682
145,1942,1,4814,3069
0,0,1,0,0
209,16234,1,4286,1575
1210,9996,1,14134,6857
428,8963,1,11849,5820
3,2935,0,86,2
8,57,0,590,109
51,8445,0,3243,2707
0,0,0,0,0
540,3201,0,5213,2615
73,478,0,637,161
17,102,0,96,68
178,1716,0,3840,751
146,108,0,2474,582
23,104,0,257,47
43,1648,0,2886,895
0,0,0,0,0
0,11,0,530,32
0,0,0,42,2
0,0,0,0,0
75,163,0,900,249
0,0,0,0,0
228,1034,0,3610,1510
7,37,0,179,33
35,2150,0,1170,437
98,3028,0,6057,3079
321,2506,0,25569,3552
21,10,0,1068,159
82,401,0,2985,258
0,0,0,16,1
541,2638,0,13396,4438
228,485,0,3233,490
0,0,0,24,2
5,28,0,1860,225
0,0,0,0,0
94,2565,0,6738,1533
491,1148,0,16442,2358
146,2934,0,28914,14226
187,1584,0,2620,814
0,0,0,0,0
4,354,0,153,8
103,407,0,2526,638
85,17,0,685,58
289,1161,0,8558,1556
136,1632,0,6894,1807
38,74,0,441,74
8,0,0,131,15
310,1666,0,8144,2285
3,28,0,167,38
342,3153,0,15435,1685
246,418,0,1871,487
1,11,0,263,34
0,0,0,0,0
133,119,0,5276,373
0,0,0,24,3
1,0,0,12,1
654,307,0,7925,923
499,666,0,1242,402
30,2134,0,4809,2336
121,251,0,5067,1070
76,6265,0,7012,832
44,312,0,1911,288
14,294,0,711,111
0,10,0,61,8
12,1115,0,6362,3406
8,819,0,919,104
2,1638,0,2241,356
0,0,0,0,0
0,0,0,0,0
0,2,0,27,3
2,267,0,1068,228
0,0,0,188,35
31,1665,0,847,270
