@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1,3-7,9-13,15-18,20-25,28-31,33-35,37-39,41'

@attribute accounts numeric
@attribute votes numeric
@attribute days_active numeric
@attribute total_afd_votes numeric
@attribute pages_created numeric
@attribute isSuccessful {1,0}
@attribute edits_per_day numeric
@attribute images_uploaded numeric
@attribute total_edits numeric

@data
3,2,731,29,138,0,0.9,7,688
1,0,314,5,23,0,25,45,8136
16,0,702,68,38,0,33,3,23208
44,0,792,5,36,0,4.8,3,3856
1,1,8,6,5,0,53,0,425
1,0,43,0,0,0,1.6,0,69
7,39,209,30,9,0,11,2,2402
1,22,0,0,0,0,0,0,0
24,34,614,37,85,0,7.2,12,4440
1,0,1019,0,28,0,1.7,3,1739
1,0,132,0,0,0,1.1,0,148
3,0,0,0,0,0,0,0,0
2,0,707,15,72,0,2.9,48,2094
24,1,80,45,1,0,18,0,1465
12,0,555,0,0,0,0,0,9
1,0,696,33,1428,0,3.4,46,2410
1,5,294,24,25,0,7.6,1,2236
68,43,407,66,88,0,51,1,21072
5,7,822,34,11,0,1.4,0,1180
1,0,328,0,33,0,0.1,0,65
1,0,628,1,4,0,0,1,38
1,0,19,2,840,0,17,0,328
3,0,97,0,2,0,10,1,1010
1,3,376,53,508,0,6.5,5,2462
1,0,1,0,2,0,67,0,67
1,0,453,30,5,0,3.5,0,1610
3,3,366,2,0,0,4,0,1489
0,5,116,0,0,0,0,0,0
10,0,345,84,13,0,8.9,1,3082
2,7,681,28,59,0,2.9,0,2007
1,0,47,0,2,0,0.1,0,9
3,3,304,1,4,0,0.3,0,120
3,0,617,0,12,0,0.7,1,457
1,1,205,191,87,1,25,0,5222
5,6,479,98,77,1,24,0,11831
2,0,111,24,101,1,0,0,0
13,2,972,109,28,1,5.7,6,5622
3,25,374,56,247,1,25,0,9691
5,2,426,20,11,1,8.7,0,3709
10,0,290,5,30,1,7.2,1,2109
1,12,486,105,29,1,4.1,0,2036
2,2,341,109,347,1,17,13,5815
1,0,782,80,16,1,7.7,8,6085
7,0,1123,148,92,1,3.6,3,4053
2,0,1285,26,118,1,8.9,0,11541
1,5,199,46,10,1,4.9,0,978
1,0,579,78,41,1,4.9,1,2892
1,17,172,61,262,1,44,3,7666
1,3,402,153,29,1,3,0,1220
1,5,343,4,350,1,29,4,10108
0,8,747,0,0,1,0,0,0
1,0,271,19,265,1,2.8,2,761
1,0,792,7,14,1,2.1,0,1693
1,13,108,183,4,1,2.6,0,284
1,2,165,182,717,1,19,4,3138
1,1,1006,88,489,1,3.6,0,3655
1,60,55,178,14,1,90,0,4954
1,4,702,11,22,1,3.3,1,2354
1,15,414,172,168,1,2.9,10,1201
1,22,91,1,136,1,79,48,7236
1,0,512,1,575,1,8.7,11,4466
1,0,581,39,27,1,2.7,0,1621
1,0,304,161,30,1,5.2,2,1586
1,0,629,113,81,1,2.9,1,1873
1,0,985,7,1041,1,1.8,1,1787
1,1,190,161,340,1,37,0,7084
1,8,83,178,65,1,48,19,4005
1,2,411,181,46,1,7.5,2,3095
1,11,90,60,68,1,75,0,6804
1,0,312,23,40,1,3.8,2,1189
1,28,134,0,108,1,26,4,3524
1,9,314,144,72,1,8,1,2529
1,31,572,81,186,1,6.9,0,3957
1,6,313,184,145,1,24,1,7571
1,1,85,25,7,1,31,17,2714
1,0,249,136,37,1,7,1,1753
1,0,369,18,230,1,10,0,4055
1,0,1012,35,63,1,3.2,9,3244
1,8,226,164,65,1,12,2,2760
1,2,472,130,78,1,6.3,0,3016
1,19,108,11,2,1,109,0,11857
1,0,491,25,43,1,4.8,39,2380
1,26,137,26,30,1,40,1,5547
1,2,409,13,6,1,2.9,0,1201
1,39,92,20,21,1,23,1,2171
1,0,226,118,70,1,11,0,2606
1,10,426,176,207,1,11,0,4729
0,0,64,0,0,1,0,0,0
1,6,305,125,33,1,20,0,6286
1,4,255,121,121,1,16,0,4196
1,0,710,5,175,1,1.1,2,848
1,0,306,25,297,1,8.1,9,2488
1,15,506,97,145,1,21,9,11124
1,2,407,22,31,1,10,11,4235
1,3,397,107,335,1,16,3,6495
1,0,281,97,113,1,11,0,3096
1,1,142,168,51,1,9,7,1285
1,19,380,140,117,1,7,14,2676
1,8,478,95,108,1,5.4,4,2597
1,3,222,26,152,1,17,0,3886
1,0,96,135,14,1,39,1,3819
1,0,243,16,30,1,8.9,1,2186
1,2,92,179,106,1,62,1,5782
1,2,227,25,151,1,10,1,2432
1,0,561,64,259,1,8.4,0,4738
1,1,332,154,162,1,55,0,18511
1,9,294,19,92,1,8,0,2380
1,6,417,128,10,1,4.7,1,1979
1,44,299,43,92,1,22,1,6626
1,0,635,102,67,1,2.3,4,1517
1,0,734,8,1746,1,11,3,8479
1,2,712,9,69,1,4.3,0,3082
1,0,219,0,14,1,10,0,2215
1,8,170,175,53,1,8.8,2,1512
1,0,427,72,145,1,7.2,0,3104
1,0,545,69,385,1,13,0,7417
0,11,2198,0,0,1,0,0,0
1,4,482,98,16,1,5.3,0,2602
1,2,416,3,101,1,5.2,1,2168
1,1,110,31,151,1,70,0,7759
2,50,74,68,17,1,40,1,2996
1,1,255,129,29,1,9.3,5,2384
1,15,277,156,243,1,50,0,13981
1,1,125,5,40,1,11,2,1483
1,15,276,85,27,1,5.9,2,1636
1,2,705,32,445,1,6.6,2,4717
1,0,584,8,146,1,5.1,9,3025
1,0,189,2,9,1,14,0,2819
1,0,685,24,86,1,7.3,0,5061
1,5,639,148,37,1,10,0,6835
1,1,183,128,239,1,31,1,5803
1,0,330,181,61,1,3.5,0,1179
1,4,110,19,3,1,22,0,2431
28,10,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
10,0,403,2,28,0,0.8,13,352
13,0,0,0,0,0,0,0,0
3,1,300,100,16,1,9.9,5,2995
6,17,900,69,4,1,1.3,0,1186
4,48,764,86,22,1,2.1,1,1642
2,73,89,0,0,1,0,0,0
10,0,445,139,124,1,3,0,1366
47,73,0,0,0,1,0,0,0
16,1,1171,128,77,1,13,13,15650
1,0,1129,64,420,1,3.9,0,4467
89,0,920,87,198,1,4.6,1,4251
11,282,218,13,494,1,32,68,7095
4,7,0,0,0,1,0,0,0
3,3,555,91,109,1,13,8,7439
1,0,380,63,1687,1,10,0,3888
19,1,238,104,124,1,12,14,3045
8,2,1236,194,392,1,7.6,29,9449
10,93,762,82,1603,1,13,0,10506
3,13,223,121,165,1,41,12,9280
7,0,907,92,1404,1,9.6,6,8746
5,0,754,39,339,1,6.7,9,5110
1,41,142,34,17,1,34,0,4959
2,0,1244,66,539,1,7.9,13,9911
6,1,380,64,116,1,26,0,9912
5,23,213,43,18,1,8,10,1723
4,17,565,11,101,1,10,8,6144
3,0,752,52,91,1,9.3,0,7032
1,0,503,98,88,1,7,11,3542
10,30,648,102,214,1,11,0,7460
1,73,226,176,170,1,27,0,6162
42,8,440,86,55,1,37,0,16533
3,8,479,28,87,1,26,2,12601
5,76,597,103,30,1,4.6,0,2799
2,27,0,0,0,1,0,0,0
3,3,1086,176,811,1,0.7,0,762
3,3,212,14,101,1,27,11,5829
4,0,599,170,50,1,2,1,1254
1,62,675,103,87,1,10,0,6852
3,1,453,187,290,1,12,12,5786
2,0,678,139,632,1,7.2,83,4908
1,3,460,100,28,1,24,5,11174
1,2,1016,75,30,1,1.1,0,1133
2,0,624,183,27,1,1.7,73,1091
1,0,553,19,206,1,11,89,6546
3,0,270,40,16,1,30,1,8310
2,24,197,120,291,1,43,0,8596
3,1,182,94,11,1,42,0,7711
1,0,593,115,29,1,5.8,0,3440
1,0,109,175,299,1,58,1,6335
1,0,1022,11,39,1,11,7,11839
1,0,534,67,619,1,9.4,3,5068
2,20,1014,71,433,1,23,0,23755
1,0,267,77,20,1,41,4,10969
2,32,899,196,1151,1,5.5,29,5000
7,47,775,173,24,1,5.4,0,4243
2,1,321,180,187,1,13,0,4226
1,3,279,4,12,1,6,1,1694
3,15,400,1,3,1,6.5,0,2605
22,10,277,117,28,1,7.7,2,2150
1,0,699,70,288,1,22,97,15381
3,251,925,152,269,1,6,0,5639
1,0,792,116,16,1,3.7,8,2935
2,0,509,68,20,1,5.3,1,2718
2,30,620,75,478,1,2.8,0,1792
4,3,531,21,7,1,5.8,0,3120
10,0,933,31,55,1,7.4,13,6978
1,10,335,165,325,1,22,16,7670
4,4,1629,179,6,1,3.2,1,5353
4,13,754,13,84,1,3,0,2312
5,42,272,194,4,1,36,0,9795
1,0,624,123,378,1,7,1,4415
2,19,288,146,22,1,3.5,5,1027
2,0,718,83,1301,1,4.7,1,3376
11,44,1037,120,48,1,3.6,0,3775
4,0,904,176,356,1,15,33,13966
3,0,715,118,448,1,4,51,2919
3,33,278,13,33,1,29,5,8066
1,32,486,95,3,1,4.9,1,2383
1,165,758,186,1158,1,20,0,15387
3,34,519,30,14,1,14,16,7767
2,0,284,173,177,1,12,4,3408
1,26,568,81,23,1,3.9,5,2228
1,12,282,165,187,1,20,1,5749
7,3,321,2,1,1,66,0,21240
4,3,878,33,90,1,2,0,1784
1,51,500,35,28,1,18,33,9101
7,6,240,163,91,1,35,0,8404
9,44,311,53,60,1,21,5,6560
1,286,631,189,49,1,22,5,14130
3,0,666,168,41,1,15,2,10542
2,0,685,2,32,1,9,2,6205
1,0,368,38,47,1,5.1,2,1880
3,0,842,32,32,1,3.1,0,2632
1,6,629,58,19,1,22,7,14286
2,76,602,180,155,1,8.6,0,5237
14,12,0,0,0,1,0,0,0
1,0,468,63,21,1,10,43,4955
1,2,913,176,14,1,8,0,7318
4,1,356,36,22,1,7.3,4,2606
0,7,0,0,0,1,0,0,0
31,28,140,29,14,1,46,1,6532
188,16,391,128,188,1,26,2,10286
4,109,767,87,261,1,14,10,10765
27,8,813,159,1418,1,44,17,35865
2,39,518,35,72,1,7.5,3,3934
2,0,1722,160,370,1,10,5,17760
11,0,765,7,251,1,14,22,11401
1,0,744,198,1120,1,13,200,9890
2,72,491,115,217,1,11,18,5808
3,18,481,196,239,1,14,5,6857
5,180,186,0,0,1,0,0,0
1,5,217,0,139,1,12,1,2814
5,1,687,93,98,1,11,3,7977
1,73,230,160,19,1,7.8,1,1814
1,4,412,22,51,1,4.4,1,1834
2,0,696,43,129,1,8.6,0,6033
1,0,859,3,803,1,2,1,1722
6,0,206,58,53,1,10,13,2198
5,15,172,167,186,1,46,0,7996
1,1,98,11,71,1,18,5,1810
2,33,0,0,0,1,0,0,0
1,2,921,53,811,1,0.8,2,827
16,0,709,14,1938,1,44,4,31385
2,6,497,192,35,1,8.7,0,4344
0,1,0,0,0,1,0,0,0
1,16,1424,86,14,1,1.1,0,1595
10,34,464,88,46,1,13,2,6374
5,44,503,81,195,1,24,14,12574
10,7,183,5,43,1,53,1,9811
1,0,268,72,7,1,10,0,2862
0,17,466,0,0,1,0,0,0
1,27,482,152,591,1,7.7,12,3739
1,0,641,124,35,1,5.5,0,3582
1,8,452,22,86,1,9.8,2,4466
1,24,383,70,12,1,6.1,3,2374
4,20,313,94,117,1,22,10,7084
1,0,694,192,15,1,5.7,0,3984
1,0,586,87,46,1,13,0,7654
2,61,372,3,152,1,6.4,5,2400
2,1,502,158,74,1,12,3,6469
4,62,250,106,112,1,31,28,7839
1,30,392,112,37,1,3,1,1207
4,0,314,144,90,1,19,27,6070
1,5,221,25,10,1,10,0,2408
4,21,272,174,101,1,4.9,1,1335
4,0,181,174,12,1,23,0,4279
2,6,391,85,104,1,9.9,1,3879
1,4,459,77,59,1,2.2,19,1040
0,11,2747,0,0,1,0,0,0
2,17,182,187,47,1,25,2,4593
3,28,258,93,64,1,19,2,5082
1,0,169,184,256,1,25,52,4334
1,105,195,1,83,1,56,37,10952
1,7,1066,161,266,1,1.3,33,1415
5,1,503,128,47,1,14,2,7202
3,0,307,80,189,1,27,20,8386
1,0,443,16,507,1,1.2,0,575
3,70,118,84,15,1,19,1,2352
1,283,350,74,467,1,5.7,0,1996
1,0,433,86,8,1,1.9,0,829
7,75,168,98,53,1,46,1,7730
3,3,114,4,49,1,44,1,5044
7,55,612,185,168,1,8.9,9,5478
6,7,224,41,9,1,27,2,6244
1,2,342,108,42,0,6.8,3,2337
1,1,843,61,16,0,1.2,4,1080
1,0,857,31,10,0,3.5,0,3056
1,0,93,3,7,0,5.1,0,480
1,19,246,3,4,0,1.1,0,286
1,0,23,0,0,0,0.2,0,5
3,0,231,6,75,0,2.8,8,668
1,0,259,0,6,0,0.8,1,233
1,2,541,13,25,0,15,0,8492
1,0,92,10,14,0,4.4,0,411
1,2,208,183,232,0,5.1,19,1077
1,1,518,18,65,0,4.9,10,2576
2,46,534,118,63,0,2.5,0,1353
39,42,173,132,124,0,28,6,4886
17,7,761,47,14,0,0.6,0,503
3,0,58,3,3,0,2.2,0,132
1,0,146,17,30,0,31,0,4591
1,78,169,107,14,0,29,2,4910
1,4,233,1,4,0,0.3,0,77
1,0,16,0,0,0,1.5,0,25
1,0,3,1,4,0,27,2,82
1,0,858,0,5897,0,19,1,16644
1,0,401,0,36,0,1.8,1,755
1,0,366,3,15,0,1.4,0,538
1,0,356,0,84,1,8.4,0,2994
1,0,203,63,307,1,18,0,3833
1,0,354,0,166,1,3.3,0,1174
1,0,95,0,14,1,11,0,1077
1,0,319,0,22,1,4.4,0,1411
1,0,561,26,952,1,5.6,1,3186
1,0,522,0,49,1,3,0,1601
1,0,182,19,111,1,12,0,2262
1,0,292,0,266,1,8.8,0,2582
36,30,1305,34,21,0,0.9,0,1209
18,0,217,0,12,0,3.3,354,726
17,4,1086,6,37,0,14,9,15457
1,0,560,12,111,0,2.3,0,1291
13,0,606,22,253,0,1.9,1,1158
22,110,1890,183,865,0,5.6,2,10661
97,20,2107,3,29,0,2,5,4378
2,0,172,3,8,0,0.8,0,154
17,0,79,0,4,0,2.4,4,192
15,33,1473,72,194,0,3,0,4502
30,2,1119,150,480,0,2,2,2303
2,0,1185,0,3,0,0,0,70
1,77,472,75,14,1,23,1,11319
5,1,255,37,79,1,65,0,16723
7,19,134,72,14,1,58,3,7824
1,0,985,184,73,1,2.6,2,2617
1,9,212,24,102,1,13,1,2875
5,9,294,154,37,1,9.4,2,2779
1,46,214,7,6,1,31,0,6774
2,0,333,171,7,1,8.5,0,2837
6,21,476,20,168,1,14,16,7109
2,0,716,33,850,1,24,2,17898
8,16,335,163,12,1,10,1,3496
1,9,337,34,91,1,11,0,3885
1,0,845,35,9,1,0.4,2,380
29,4,622,85,184,1,5.4,7,3372
3,2,371,58,29,1,3.7,4,1403
2,12,343,45,3,1,22,0,7703
3,24,155,28,268,1,17,13,2764
1,0,547,27,1097,1,5,0,2739
22,11,636,188,32,1,7.1,4,4526
1,35,593,41,41,1,2.9,0,1738
1,10,126,103,64,1,68,18,8691
2,45,305,101,63,1,14,3,4489
1,0,301,95,117,1,9.2,80,2799
1,30,170,64,2,1,31,0,5270
1,6,244,153,413,1,9.6,0,2346
4,24,229,103,405,1,6.9,3,1591
2,1,361,164,130,1,20,37,7455
3,0,429,118,162,1,32,3,14135
1,37,1036,25,18,1,1,1,1130
1,0,577,103,144,1,9.6,2,5566
2,2,629,86,18,1,2.5,0,1606
2,21,361,51,271,1,23,0,8530
3,26,267,188,21,1,33,0,8839
5,3,287,17,8,1,12,1,3706
1,0,438,55,7,1,7.7,0,3403
1,43,462,141,145,1,21,0,10004
3,11,1167,112,85,1,3.7,3,4430
1,91,319,137,71,1,6.2,3,1986
0,1,0,0,0,1,0,0,0
1,1,122,122,28,1,29,2,3609
1,44,555,62,28,1,7.9,11,4391
1,0,345,10,509,1,43,0,15048
2,1,821,42,168,1,9.9,3,8165
1,0,231,122,269,1,32,0,7579
3,59,134,164,141,1,27,11,3647
2,19,305,69,18,1,6.1,0,1884
7,74,354,17,195,1,39,3,14151
1,0,284,18,110,1,10,8,2938
1,14,1045,124,37,1,7.8,0,8238
2,54,318,38,245,1,18,0,5959
2,1,830,86,297,1,4.9,3,4137
9,3,351,168,62,1,20,9,7300
1,17,132,199,56,1,21,5,2868
3,8,279,166,56,1,17,0,4987
1,19,726,77,228,1,1.2,0,895
1,46,223,140,25,1,4.7,2,1066
3,0,277,101,452,1,37,119,10492
1,0,292,72,48,1,15,0,4408
2,1,200,181,182,1,15,0,3048
1,0,515,74,100,1,1.3,2,682
2,2,272,191,51,1,30,5,8338
2,57,332,96,31,1,8.1,1,2714
1,5,396,180,703,1,16,27,6354
1,0,284,65,318,1,10,6,3037
8,23,235,138,87,1,11,0,2772
1,0,528,34,152,1,1.4,0,754
1,3,645,1,11,1,3.6,0,2385
2,20,571,118,591,1,16,10,9335
1,27,198,158,31,1,12,2,2562
13,17,321,4,764,1,6.6,38,2130
1,3,370,127,88,1,9,5,3335
1,0,701,20,385,1,0.8,10,583
2,23,206,70,46,1,12,0,2559
6,22,514,80,164,1,9.1,5,4710
1,46,193,128,5,1,9.3,1,1795
2,0,500,35,145,1,22,22,11320
1,31,26,0,0,1,0,0,0
5,0,241,40,136,1,16,4,3882
3,0,419,9,30,1,12,0,5105
1,0,224,193,10,1,43,2,9682
3,35,614,121,54,1,8.4,2,5202
4,53,23,52,0,1,0,0,0
2,1,250,171,47,1,17,0,4253
2,0,1082,32,288,1,4.3,35,4676
2,44,384,9,834,1,6.6,14,2570
11,40,706,33,360,1,2.1,13,1501
2,59,199,0,0,1,0,0,0
5,27,414,12,175,1,45,1,18730
1,0,119,152,609,1,82,10,9785
1,14,98,160,93,1,47,0,4607
1,3,150,49,25,1,15,0,2321
1,0,144,142,103,1,23,0,3357
1,3,756,113,43,1,2.9,0,2206
3,0,1411,90,3,0,0.6,0,985
1,0,658,0,1,0,0.1,0,124
16,0,904,190,165,0,5.5,4,5032
1,0,668,1,13,0,0,0,12
2,0,485,0,3,0,0.4,1,194
1,0,632,0,2,0,0,0,11
2,0,572,196,14,0,4.2,5,2423
1,2,702,18,16,1,18,11,12850
1,52,186,94,7,1,13,0,2504
2,23,498,191,65,1,5.2,6,2601
0,77,293,0,22,1,0,0,0
9,59,252,21,25,1,10,0,2703
1,0,77,14,1,0,1.8,0,145
1,0,342,0,5,0,0.1,0,52
1,0,664,1,0,0,0,0,49
1,0,347,194,38,0,2.8,6,999
1,0,634,0,0,0,0,0,41
1,0,98,0,1,0,0.1,0,11
2,0,296,6,14,0,5.9,0,1761
1,0,673,161,118,1,1.5,0,1016
1,21,412,61,67,0,7.4,0,3049
1,0,49,49,4,0,1.5,0,74
1,0,845,57,124,0,5.8,0,4917
1,0,1,0,0,0,3,0,3
1,0,17,2,0,0,2,0,34
1,1,162,105,271,0,1.2,7,200
1,0,189,21,129,0,8.8,4,1672
1,0,665,8,237,0,3.4,6,2280
1,2,185,24,43,0,2.4,0,462
1,2,155,74,431,0,20,16,3251
1,11,312,48,316,0,8.2,0,2584
1,0,408,16,18,0,1.1,1,463
1,3,427,42,47,0,9.4,5,4048
1,0,244,193,51,0,11,0,2803
1,0,277,26,156,1,4.3,0,1216
0,0,0,0,0,1,0,0,0
1,0,258,1,97,1,2.9,0,770
1,0,88,9,24,1,46,1,4100
1,2,124,16,81,1,30,0,3756
1,12,99,9,29,1,15,0,1536
1,0,463,6,84,1,1.5,0,737
1,10,288,92,246,1,16,0,4667
1,0,583,0,215,1,0.2,0,143
1,15,109,48,87,1,21,6,2328
1,5,198,141,163,1,19,2,3766
0,0,90,0,0,1,0,0,0
1,1,255,22,106,1,4.9,0,1259
1,0,629,51,145,1,3.5,0,2213
1,0,212,1,52,1,12,9,2634
1,0,185,76,187,1,7,0,1312
1,0,319,82,75,1,3.6,0,1176
1,9,207,5,69,1,10,6,2172
1,4,251,171,771,1,34,26,8655
1,2,128,38,158,1,24,6,3098
1,0,84,126,57,1,17,0,1446
1,1,304,162,46,1,6.9,2,2123
1,34,109,0,25,1,11,0,1273
1,0,162,140,503,1,9.5,0,1545
1,1,296,49,144,1,5.3,1,1597
1,4,273,79,253,1,18,9,5141
1,46,245,8,62,1,17,1,4337
1,0,193,134,294,1,20,0,3874
1,0,81,44,173,1,18,0,1512
1,6,123,2,56,1,9.5,1,1177
1,6,77,12,151,1,22,0,1728
1,0,467,16,916,1,23,0,11115
1,0,223,68,19,1,1.1,0,265
1,0,732,0,469,1,0.5,0,420
1,0,246,20,59,1,3.7,1,931
1,0,263,52,639,1,17,0,4689
1,0,1039,0,1535,1,7.6,0,7995
1,0,70,49,423,1,41,1,2873
1,0,998,93,21,1,1.4,0,1471
1,0,335,6,214,1,4,0,1364
1,0,762,164,388,1,2.5,0,1966
1,22,296,1,63,1,4.7,1,1417
1,0,941,123,308,1,3,2,2898
1,0,691,49,22,1,3.6,0,2542
1,1,396,73,214,1,3.5,0,1402
1,0,554,1,15,1,2.2,0,1266
1,0,1367,6,378,1,2,3,2830
1,7,998,22,18,1,1.2,0,1237
1,0,84,50,66,1,18,0,1588
1,3,205,34,310,1,30,2,6245
1,0,900,0,869,1,6.1,6,5493
1,3,172,0,223,1,21,0,3704
1,19,132,142,98,1,31,0,4167
1,0,122,169,91,1,11,0,1371
1,0,520,2,1315,1,5.6,1,2963
1,25,130,41,60,1,16,0,2150
0,0,2222,0,0,1,0,0,0
1,0,532,8,64,1,0.8,0,440
1,1,105,44,23,1,12,0,1306
1,0,236,5,567,1,31,0,7338
1,2,140,2,10,1,6.5,2,919
1,0,236,134,187,1,7.5,0,1786
1,0,96,162,303,1,44,0,4257
1,0,304,30,134,1,5,0,1542
1,1,148,0,13,1,3.6,0,546
1,3,188,7,160,1,7.4,1,1400
1,0,551,20,79,1,3.2,2,1795
1,0,588,14,246,1,2.3,0,1403
1,3,159,54,121,1,8.7,1,1394
1,0,155,6,141,1,19,0,3031
1,1,519,58,642,1,16,2,8431
1,0,213,7,1197,1,13,0,2797
1,0,91,23,317,1,11,0,1026
16,40,559,124,61,1,0.9,0,527
42,19,253,159,202,1,45,12,11594
23,0,1624,35,20,1,3.5,5,5797
29,0,601,26,30,1,53,2,31956
35,21,702,89,2038,1,13,0,9306
24,0,1145,78,146,1,4.8,10,5575
32,1,1143,80,163,1,2.1,90,2427
27,10,351,8,19,1,31,1,11174
269,30,1034,7,1084,1,23,34,24048
39,2,1598,48,258,1,3.7,42,6020
29,0,1150,4,751,1,3,38,3544
29,1,789,134,63,1,7.1,0,5624
36,2,485,102,59,1,2.3,24,1132
14,10,206,58,216,1,57,1,11780
41,0,768,41,138,1,5.7,202,4410
1,3,754,88,72,1,11,7,8790
33,0,571,12,47,1,18,0,10402
27,8,1540,173,165,1,8.2,7,12777
35,9,339,154,94,1,17,2,5822
193,7,466,16,384,1,12,10,5982
48,6,1283,35,232,1,12,15,16035
47,2,1459,53,90,1,5.2,4,7727
83,125,836,33,2344,1,51,12,42966
21,2,491,153,78,1,9.7,0,4801
38,23,873,148,77,1,2.4,2,2127
79,7,1717,17,522,1,4.5,0,7876
28,12,1193,58,188,1,1,17,1305
1,0,430,114,29,1,4.6,0,1991
48,0,115,0,0,1,0,0,0
1,9,669,51,93,1,8.2,0,5520
19,11,550,15,3,1,37,1,20691
16,0,1676,5,109,1,9.9,0,16623
13,6,618,68,32,0,16,7,9939
51,0,392,0,2,0,2,2,786
9,6,1242,3,4,0,9.4,4,11780
59,4,0,0,0,0,0,0,0
15,6,194,18,2,0,52,0,10118
20,0,710,19,1,0,1.4,0,1036
8,0,341,2,2,0,1.5,0,528
1,0,1071,4,13,0,5.2,1,5607
19,0,439,15,23,0,8.1,2,3591
8,0,117,1,5,0,3.6,0,432
12,4,962,2,92,0,4.5,2,4369
1,0,64,0,0,0,0,0,0
5,0,148,10,8,0,3.9,2,588
2,0,258,3,1,0,2.5,1,663
15,0,0,0,0,0,0,0,0
69,2,405,8,22,0,1.3,0,556
38,0,1592,0,0,0,0,0,0
1,105,1030,177,30,0,4.7,0,4903
1,0,795,8,3,0,0.2,5,223
25,45,481,28,9,0,2.5,0,1223
40,9,192,39,42,0,9,1,1733
2,3,661,114,136,0,13,22,8832
15,10,257,113,25,0,5.3,4,1373
33,0,403,114,49,0,2.6,0,1051
2,0,94,0,0,0,0.1,0,16
1,14,671,62,147,0,13,3,9169
35,0,1248,46,39,0,2,11,2571
1,0,751,0,1,0,0,0,19
20,0,505,1,16,0,2.5,3,1309
15,14,1736,0,0,0,0,0,0
3,46,731,90,80,0,2.3,10,1725
14,11,174,177,257,0,61,10,10697
68,21,547,190,289,0,58,39,32143
11,1,1260,166,88,0,2.1,2,2725
23,13,637,0,0,0,0,0,0
2,0,951,0,6,0,0.5,0,511
30,0,1090,17,39,0,0.5,5,647
5,0,176,4,11,0,4.5,0,792
37,0,417,21,78,0,12,30,5238
24,4,1041,104,58,0,2.4,0,2558
18,0,831,13,5,0,0.6,0,534
3,0,119,0,5,0,1.1,0,137
72,0,892,13,39,0,8.9,4,7957
7,0,13,1,1,0,17,0,223
18,0,1448,84,116,0,3.7,18,5459
1,20,924,29,7,0,1.7,1,1573
10,0,99,8,21,0,4.5,1,451
1,2,0,0,0,0,0,0,0
1,0,810,0,5,0,2.4,5,1969
1,0,57,0,0,0,0.8,0,46
1,0,85,0,0,0,0.2,0,19
30,0,653,40,103,0,9.9,28,6474
1,0,1558,65,0,0,1.7,0,2802
12,60,363,178,47,0,14,1,5202
21,14,466,142,120,0,7,4,3288
1,0,422,48,7,0,6.8,2,2891
1,0,500,5,35,0,4.8,4,2406
1,0,363,61,26,0,0.5,0,199
1,3,92,9,3,0,0.8,0,82
1,0,59,1,31,0,125,1,7408
2,25,749,183,54,0,2.7,1,2028
1,0,124,4,215,0,32,4,4040
10,13,0,0,0,0,0,0,0
14,13,0,0,0,0,0,0,0
1,13,7,0,0,0,5.1,0,36
1,0,170,3,56,0,7.9,0,1347
1,0,192,13,3,0,1.4,1,282
5,21,359,30,13,0,8.2,0,2963
