@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1,3-7,9-13,15-18,20-25,28-31,33-35,37-39,41'

@attribute accounts numeric
@attribute votes numeric
@attribute days_active numeric
@attribute total_afd_votes numeric
@attribute pages_created numeric
@attribute isSuccessful {1,0}
@attribute edits_per_day numeric
@attribute images_uploaded numeric
@attribute total_edits numeric

@data
3,0,96,171,59,1,31,0,2996
3,8,517,112,90,1,7,2,3659
1,2,350,13,274,1,9,8,3150
12,0,196,170,20,1,11,1,2231
1,1,499,48,117,1,3.3,39,1667
1,88,167,158,11,1,12,9,2164
2,7,430,190,115,1,9,14,3880
1,9,177,181,34,1,12,16,2126
13,0,117,174,200,1,46,32,5457
3,0,383,184,512,1,37,6,14313
1,2,724,135,17,1,4.2,2,3106
4,12,0,0,0,1,0,0,0
1,4,131,144,14,1,28,1,3769
3,0,166,97,45,1,38,7,6451
1,99,162,196,44,1,51,0,8357
1,1,461,14,253,1,55,0,25624
1,0,859,23,532,1,17,0,15297
5,23,357,7,8,1,15,1,5448
1,3,739,20,1708,1,3.8,30,2828
1,17,234,150,126,1,29,0,6946
2,1,682,70,165,1,5,1,3447
0,0,4,0,0,1,0,0,0
1,10,425,192,132,1,4.2,27,1807
10,14,0,0,0,1,0,0,0
2,46,462,155,221,1,15,6,7218
1,14,524,3,24,1,4.4,1,2345
2,9,336,31,25,1,10,0,3646
5,0,1038,135,2,1,4.3,0,4519
1,93,384,4,151,1,14,2,5538
4,8,225,108,478,1,34,32,7694
5,34,224,34,65,1,28,2,6312
1,0,1128,0,533,1,5.1,0,5822
1,21,789,96,16,1,5.4,6,4275
1,12,270,22,27,1,2.7,0,742
1,3,754,139,112,1,3.9,8,2969
5,9,574,16,1998,1,12,3,7164
5,46,183,119,136,1,14,0,2589
1,0,320,196,45,1,18,17,5910
4,2,285,160,22,1,7.3,2,2100
12,2,998,87,1605,1,7.3,8,7334
1,2,99,132,65,1,28,1,2803
2,28,33,0,0,1,0,0,0
1,32,93,17,2,1,72,0,6697
1,165,234,76,86,1,17,9,4198
0,0,0,0,0,1,0,0,0
1,19,167,22,8,1,45,0,7651
4,3,300,10,66,1,14,0,4236
3,0,279,17,335,1,13,5,3727
1,39,309,150,25,1,14,1,4628
1,0,306,187,161,1,4.3,7,1338
10,25,442,19,40,1,17,1,7791
1,1,134,74,14,1,51,0,6834
1,9,587,76,25,1,0.7,2,418
1,14,246,180,41,1,22,1,5542
1,14,331,132,65,1,6.2,21,2057
1,11,581,14,32,1,3.8,6,2236
6,13,1054,53,102,1,6.4,4,6763
1,3,195,14,46,1,25,9,4882
1,0,221,2,392,1,20,0,4609
1,2,235,7,9,1,0.8,0,195
1,0,161,185,667,1,8.6,0,1391
1,0,860,9,77,1,1,0,924
1,0,299,4,31,1,6.5,0,1954
0,0,685,0,0,1,0,0,0
1,0,242,3,68,1,2.9,0,711
1,0,561,0,919,0,8.6,0,4829
1,0,90,198,794,0,61,446,5570
1,2,248,19,233,0,35,2,8790
1,0,114,23,81,0,6.4,0,740
1,0,366,81,296,0,5.3,0,1967
1,0,90,3,27,0,48,0,4401
1,2,36,0,51,0,45,5,1654
0,0,1924,0,0,0,0,0,0
1,0,420,0,1716,0,14,0,6291
1,0,275,5,23,0,23,1,6424
1,0,79,50,23,0,9.8,5,778
1,0,248,0,43,1,4.5,0,1133
1,0,251,28,200,1,5.7,6,1446
1,0,474,1,255,1,5.4,0,2584
1,0,295,0,606,1,13,0,4111
1,0,45,23,21,1,6.9,0,314
1,0,304,128,148,1,8.6,0,2628
1,0,168,0,5,1,1.2,0,207
1,2,90,16,19,1,14,0,1283
1,0,276,122,177,1,16,0,4656
12,0,342,0,0,0,1.8,0,623
1,0,172,188,108,1,5.2,0,897
5,0,449,8,1,0,3.1,0,1422
1,0,284,66,51,0,8.3,6,2366
1,0,260,158,572,0,30,1,7813
1,0,786,3,51,0,1,1,841
1,0,614,17,123,0,2,2,1239
1,216,368,6,183,0,0.8,1,323
1,0,413,3,58,1,3.1,2,1309
1,0,489,0,185,1,9.5,0,4681
1,0,609,0,227,1,4.4,0,2686
1,0,75,2,188,1,18,1,1399
1,0,140,138,242,1,44,0,6180
1,1,125,171,147,1,51,0,6437
1,3,107,15,67,1,16,2,1750
1,1,152,126,15,1,19,1,2910
1,3,99,55,14,1,21,1,2172
1,3,607,89,213,1,12,14,7286
1,4,203,131,1421,1,35,43,7143
1,17,260,84,107,1,16,1,4247
1,2,299,43,111,1,15,2,4690
1,4,298,12,45,1,0.9,0,269
1,24,961,167,80,1,7.7,1,7462
11,5,285,120,24,1,61,3,17609
1,2,918,5,54,1,6.3,0,5808
1,0,695,70,708,1,33,9,23258
1,14,522,165,66,1,0.7,0,380
1,15,551,84,93,1,11,0,6472
4,39,379,187,979,1,34,16,13261
17,1,749,9,171,1,5,0,3774
1,0,761,179,431,1,17,12,13534
8,3,1254,63,87,1,3,3,3792
16,6,0,0,0,1,0,0,0
3,2,311,176,58,1,23,4,7406
2,2,1398,176,109,1,6.7,5,9448
0,1,0,0,0,1,0,0,0
1,0,132,17,6,0,4.4,1,581
1,0,457,47,71,0,7.9,5,3634
1,0,133,159,29,1,45,0,6109
1,2,288,10,69,1,0.5,0,148
1,3,471,134,81,1,6.5,2,3074
1,0,454,11,630,1,8.1,0,3705
1,0,510,41,96,1,16,1,8642
1,19,172,154,381,1,36,0,6306
2,123,1085,116,117,1,8.3,30,9086
1,10,164,33,1379,1,50,12,8263
1,1,74,129,31,1,66,7,4908
1,3,122,63,32,1,4.4,1,545
1,1,350,37,126,1,4.9,4,1742
1,0,248,30,160,1,5.4,1,1349
1,1,2,65,33,1,101,0,202
1,0,153,64,403,1,45,7,6961
1,0,834,92,58,1,3.1,0,2659
1,1,391,37,48,1,9.9,1,3880
0,0,360,0,0,1,0,0,0
1,0,366,42,171,1,1.5,5,572
1,9,360,77,15,1,6.6,0,2397
1,29,80,50,155,1,36,2,2933
1,1,89,167,23,1,33,0,2940
1,38,334,126,31,1,10,0,3662
1,0,629,34,161,1,1.7,0,1110
0,11,245,0,0,0,0,0,0
2,2,317,17,36,0,11,19,3743
1,3,15,0,6,0,21,0,324
1,0,11,5,2,0,2.8,0,31
0,0,0,0,0,0,0,0,0
1,0,408,30,174,0,8.2,0,3378
8,0,482,124,390,0,10,1,4963
5,1,434,128,29,0,13,0,5844
1,0,107,2,1,0,1.1,0,120
1,0,2,0,1,0,80,0,161
1,0,315,16,5,0,8.1,0,2570
1,2,0,0,0,0,0,0,0
2,0,918,69,398,0,6.9,0,6343
1,0,945,1,36,0,0.2,6,213
1,0,193,7,50,0,1.6,2,327
1,0,1,3,0,0,91,0,91
1,2,15,5,0,0,30,0,464
1,0,881,6,55,0,0.8,7,745
1,0,394,5,2,0,0.5,0,199
2,15,202,98,397,0,43,6,8767
1,1,751,21,105,0,2.2,8,1656
1,0,197,1,0,0,0.2,0,48
0,3,0,0,0,0,0,0,0
1,0,622,20,18,0,10,1,6422
1,1,625,5,193,0,22,4,13979
2,0,567,1,341,0,13,0,7893
6,0,183,2,1,0,0.7,0,142
1,0,11,0,0,0,12,0,139
4,0,387,22,13,0,2.3,5,917
3,0,394,4,1,0,3.1,0,1253
1,0,304,0,4,0,13,9,4101
18,84,296,38,58,0,60,15,17870
1,0,48,0,1,0,6.1,0,295
2,0,546,6,1,0,0.9,0,518
4,0,629,16,154,0,1,0,666
1,0,221,3,9,0,2.7,0,603
3,28,195,13,6,0,19,0,3783
1,0,435,2,8,0,0.7,3,305
2,0,8,2,0,0,0,0,0
1,0,217,0,0,0,0.1,0,26
2,0,134,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,34,78,37,50,0,20,1,1566
2,0,343,8,2,0,9,0,3111
1,0,336,0,1,0,0,1,5
1,0,294,194,27,0,2.6,1,791
1,1,60,52,53,0,54,0,3262
1,0,67,0,2,0,0.9,0,63
3,0,425,2,24,0,3.4,3,1447
1,0,1,0,1,0,59,0,59
1,0,11,0,2,0,19,0,210
4,22,471,5,15,0,9,5,4246
2,4,262,0,0,0,3.6,0,969
1,0,570,0,1,0,0.1,0,95
1,0,390,144,44,0,3.9,0,1558
1,0,395,183,262,0,26,2,10407
1,11,339,180,9,0,11,0,3730
1,1,50,23,14,0,19,3,989
3,0,437,0,6,0,2.2,0,979
1,3,52,24,70,0,104,0,5423
2,7,264,106,125,0,7,0,1856
1,0,159,18,59,0,11,11,1866
1,0,960,7,159,0,1.1,0,1062
1,2,628,22,200,0,11,14,7334
1,44,330,112,1,0,6.7,1,2212
1,1,616,183,236,0,1.8,53,1168
1,0,83,12,112,0,26,0,2163
0,2,72,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0
1,0,311,0,2,0,2.6,0,814
1,0,365,1,15,0,0.2,0,79
2,0,322,54,16,0,2.3,7,750
0,1,2959,0,0,0,0,0,0
2,0,391,33,30,0,2.6,0,1020
1,50,439,47,1,0,16,1,7183
1,0,9,0,0,0,0,0,0
2,0,162,2,14,0,3.6,1,590
8,1,232,22,18,0,6.1,0,1428
1,3,65,15,20,0,106,2,6907
1,0,106,5,2,0,0.5,0,56
2,22,0,0,0,0,0,0,0
1,0,398,1,81,0,2.6,1,1058
1,0,462,0,1,0,0.1,0,56
4,1,641,3,23,0,10,46,6530
1,0,174,63,11,0,6.3,0,1098
6,0,334,13,46,0,25,167,8425
1,11,93,49,6,0,25,2,2334
1,0,1014,110,35,0,3.1,0,3232
4,137,553,132,806,1,13,9,7738
11,8,291,0,0,1,0,0,0
1,0,319,6,13,1,10,5,3256
9,42,177,44,203,1,50,11,8909
1,5,365,37,170,1,4.6,2,1684
1,26,227,3,3,1,7,1,1596
2,17,465,95,91,1,3.5,9,1653
1,13,401,97,221,1,10,5,4376
1,0,279,48,19,1,41,0,11580
17,14,549,181,64,1,36,22,20015
1,110,305,183,269,1,8.4,0,2592
1,23,396,75,287,1,15,8,6236
42,0,1064,1,12,0,2.5,0,2766
22,0,1178,2,43,0,0.7,9,828
3,0,426,81,5,0,1.9,0,840
1,1,399,4,47,0,6.1,15,2451
36,6,1027,35,159,0,2,11,2057
10,0,0,0,0,0,0,0,0
24,0,1126,153,3140,0,35,10,40277
56,9,454,32,48,0,14,27,6445
30,0,1213,40,365,0,8.6,0,10521
13,0,859,183,19,0,8.7,9,7484
11,6,0,0,0,0,0,0,0
20,21,833,189,89,0,4.8,4,4017
7,1,570,166,301,0,6.4,11,3648
2,0,271,1,74,0,0.9,1,253
2,0,455,18,8,0,0.4,0,205
2,3,39,0,0,0,0,0,0
1,6,239,1,165,0,20,1,4853
1,0,340,0,23,0,0.8,0,305
2,7,51,41,5,0,41,1,2139
7,5,404,96,36,0,21,0,8486
1,1,1001,175,342,1,8.1,15,8133
1,1,179,2,38,1,14,1,2608
1,0,145,1,22,1,6.8,0,999
1,19,93,41,21,1,30,1,2804
2,0,136,29,2,1,40,0,5486
1,14,328,93,55,1,48,0,15854
1,19,240,167,24,1,11,2,2798
1,1,517,186,141,1,12,2,6673
1,49,506,164,86,1,9.9,9,5028
1,5,715,3,199,1,12,50,8666
1,0,378,5,80,1,4.3,2,1640
1,0,410,105,48,1,10,1,4410
1,0,974,141,314,1,9.5,0,9255
1,44,363,157,358,1,7.8,0,2839
1,0,684,14,121,1,3.5,2,2426
1,3,130,75,281,1,15,2,1972
1,0,258,156,222,1,21,6,5502
1,1,580,8,124,1,4.4,7,2553
1,1,955,40,2321,1,16,8,15406
1,5,289,11,57,1,4.7,0,1366
1,4,131,32,127,1,17,6,2324
1,0,566,38,82,1,3.5,1,2026
1,0,902,112,7,1,2,0,1866
1,1,306,84,101,1,7.7,0,2358
1,0,210,37,164,1,8.1,44,1719
1,1,199,174,61,1,17,0,3480
1,1,241,179,55,1,20,32,4920
1,1,323,49,142,1,4.7,1,1544
1,3,276,112,17,1,8.1,0,2258
1,0,140,113,3,1,13,0,1958
1,0,621,186,211,1,9.8,0,6097
1,24,591,167,54,1,7.6,0,4535
1,0,112,155,41,1,10,0,1150
1,16,175,16,88,1,20,1,3628
1,0,541,9,190,1,8.1,2,4434
1,1,131,120,64,1,30,7,4056
1,1,139,192,224,1,82,2,11493
1,3,379,194,255,1,7.8,24,2974
1,1,283,12,62,1,31,0,8786
1,0,121,84,135,1,24,0,2994
1,9,146,19,31,1,44,1,6534
1,0,338,94,1754,1,7,8,2367
0,48,114,0,0,1,0,0,0
1,0,233,128,87,1,11,0,2563
1,0,431,81,1689,1,27,2,11785
1,0,423,58,77,1,3.1,5,1337
13,0,302,1,29,1,8.9,1,2707
1,36,380,86,10,1,12,7,4721
1,1,300,62,65,1,9.3,5,2803
1,1,264,61,34,1,6.1,7,1613
1,56,727,37,379,1,7.7,10,5607
1,0,227,144,19,1,21,0,4948
0,6,0,0,0,1,0,0,0
1,5,157,134,105,1,30,0,4741
1,0,742,49,51,1,2.9,0,2187
1,6,1503,2,109,1,1.1,1,1655
0,0,1765,0,0,1,0,0,0
1,15,188,67,53,1,17,28,3208
1,3,208,48,498,1,18,1,3785
1,0,587,62,1652,1,16,0,9912
1,11,802,61,131,1,3.4,3,2740
1,2,1014,167,1478,1,11,0,11713
1,3,259,14,32,1,5.1,1,1346
1,0,351,22,19,1,6.9,1,2441
1,3,692,50,204,1,6,0,4158
1,0,156,98,7,1,17,0,2760
1,0,631,126,1915,1,4.2,2,2699
1,0,1137,2,56,1,1,0,1205
1,0,743,20,383,1,2.4,1,1808
1,0,179,87,76,1,22,3,4089
1,20,98,92,18,1,31,0,3045
1,0,497,172,22,1,7.6,1,3793
1,0,790,5,203,1,1,0,862
1,1,325,10,71,1,11,2,3802
1,0,374,31,1709,1,8.8,18,3296
1,1,365,10,118,1,7.1,4,2611
1,13,92,96,3,1,84,0,7743
1,0,1175,4,77,1,1.4,0,1709
1,25,185,103,10,1,14,1,2734
1,0,782,1,111,1,2.1,0,1677
1,0,73,160,51,1,36,0,2682
1,0,258,0,219,1,12,19,3260
1,0,148,26,9,1,16,0,2477
1,0,435,17,24,1,2.5,0,1123
1,0,93,4,39,1,8.5,0,795
2,0,56,0,2,0,3.7,0,210
1,0,1,19,5,0,51,2,51
4,0,268,11,5,0,6.7,4,1805
0,77,230,0,22,0,0,0,0
1,0,130,4,9,0,3.1,2,407
1,39,202,13,29,0,1.7,2,346
1,0,1,0,0,0,10,0,10
1,0,372,84,162,1,13,13,4947
1,2,107,79,10,1,8.6,0,928
1,0,81,37,6,1,28,0,2312
1,0,329,87,479,1,34,6,11334
1,4,635,18,44,1,2.7,7,1768
1,0,559,72,344,1,14,4,8307
1,0,195,124,74,1,15,20,3053
1,3,137,102,94,1,16,3,2239
0,0,0,0,0,1,0,0,0
1,0,382,10,763,1,13,1,5234
1,1,166,109,40,1,17,5,2901
1,0,532,43,86,1,1,3,540
1,0,310,106,56,1,12,1,3936
1,0,164,149,68,1,11,3,1935
1,8,187,85,2,1,4.4,1,841
1,2,88,62,85,1,38,1,3430
1,0,220,123,185,1,26,0,5822
1,0,411,70,199,1,2.3,0,964
1,0,392,3,168,1,6.2,1,2448
1,0,113,0,90,1,28,3,3234
1,35,113,140,223,1,28,1,3200
1,0,444,18,97,1,3,6,1374
1,12,155,63,27,1,17,0,2731
1,0,394,23,16,1,3.5,5,1393
1,2,255,133,2680,1,27,6,6985
1,7,330,157,1845,1,13,0,4442
1,76,804,112,615,1,4.6,1,3760
1,0,185,5,610,1,42,0,7808
1,0,255,36,163,1,6.5,9,1664
1,0,189,129,13,1,8.3,0,1583
1,0,731,12,36,1,1.7,0,1246
1,7,961,33,40,1,1.4,0,1408
1,4,361,110,87,1,28,10,10358
1,53,120,126,153,1,72,0,8669
1,0,525,0,9,0,0.7,2,382
1,2,3,0,5,0,99,0,297
1,0,98,4,48,0,7.6,0,745
1,0,198,28,2,0,1.8,0,357
1,0,26,1,4,0,13,0,362
1,0,51,116,26,0,22,5,1151
1,1,289,0,0,0,0.4,0,133
1,0,169,0,39,0,0.8,0,147
1,0,249,0,8,0,0.3,0,98
1,0,38,0,149,0,9,0,343
1,1,406,2,74,0,1.2,1,523
1,0,525,1,20,0,1.5,0,802
1,0,21,15,2,0,46,0,986
1,0,549,61,43,1,5.9,18,3262
3,14,980,48,312,1,2.8,22,2746
1,0,674,178,944,1,1.1,23,760
1,1,620,39,847,1,1.8,29,1122
1,0,319,68,38,1,18,1,5979
1,3,190,48,180,1,18,5,3471
1,8,668,127,27,1,2.1,1,1467
8,0,660,5,282,1,14,0,9504
5,32,552,0,0,1,0,0,0
2,13,146,48,24,1,31,0,4663
2,23,91,132,16,1,47,0,4350
2,1,419,169,44,1,7.2,6,3034
6,0,749,129,57,1,1.7,4,1290
1,0,204,84,37,0,30,0,6256
2,0,121,4,6,0,2.6,1,315
4,0,64,116,18,0,39,1,2498
1,0,44,12,543,0,2.7,0,122
1,0,141,0,45,0,2.9,2,415
1,0,1,3,12,0,3,0,3
1,0,2,0,0,0,21,0,43
1,1,139,9,6,0,17,0,2409
1,0,477,102,21,0,8.5,0,4077
1,0,140,0,1,0,2.9,0,412
1,0,73,0,3,0,0.4,0,31
1,0,158,14,229,0,24,17,3892
0,0,2307,0,0,0,0,0,0
1,15,260,178,7,0,3.1,0,812
1,0,57,10,8,0,24,0,1370
1,13,136,56,30,0,5.1,0,707
10,0,541,0,9,0,4.5,139,2474
36,3,1193,96,36,0,4.6,2,5519
18,0,7,0,0,0,6.2,0,44
29,0,150,4,11,0,54,5,8249
3,0,2816,43,195,0,13,11,38469
100,0,365,13,4,0,1.9,0,714
25,67,241,2,10,0,1.6,2,391
24,7,782,58,5,0,4.8,0,3772
33,0,1185,160,428,0,1.9,24,2287
1,0,1654,22,90,0,15,0,26140
1,0,2132,7,10,0,0.4,0,891
43,0,1090,1,99,0,4.3,11,4701
1,0,93,96,22,0,9.7,0,911
1,1,187,189,2,0,1.3,1,245
1,0,250,69,484,0,58,0,14562
1,1,50,25,5,0,28,10,1420
1,0,504,143,26,0,5.1,1,2588
1,0,783,0,125,0,1.8,1,1482
1,10,111,52,78,0,21,1,2345
1,4,371,18,21,0,1.1,0,435
1,0,217,21,34,0,4.2,0,933
1,19,359,65,93,0,4,12,1467
1,0,65,69,23,0,13,0,877
1,0,730,6,64,0,1.5,2,1139
0,0,3600,0,0,0,0,0,0
1,0,8,0,10,0,5.3,0,43
1,0,116,8,97,0,25,0,2939
1,0,130,58,3,0,2.3,0,299
1,0,188,21,18,0,4.8,0,911
1,1,102,125,205,0,22,0,2245
1,0,418,15,100,0,1.9,0,813
1,34,286,176,153,0,11,1,3172
1,0,392,31,84,0,2.4,4,970
1,67,93,27,73,0,20,3,1894
1,0,1,0,0,0,4,0,4
1,0,326,146,4,0,1.1,0,380
1,0,211,185,115,0,21,1,4531
1,0,189,0,5,0,3.2,2,619
1,2,20,11,2,0,9.1,0,182
2,0,362,1,224,0,13,52,4903
1,1,395,121,428,0,17,0,6954
1,0,202,187,110,0,12,6,2566
1,0,193,5,3,0,6.3,0,1220
1,0,249,131,384,0,13,0,3296
1,0,52,25,175,0,20,0,1055
1,1,526,37,111,0,4.2,20,2235
1,0,145,11,392,0,35,0,5124
1,0,122,59,14,0,10,0,1242
1,0,394,27,169,0,9.1,1,3602
1,0,350,5,61,0,6.2,0,2180
1,0,528,3,430,0,2.9,0,1573
1,1,424,193,346,0,20,2,8597
1,0,370,1,13,0,0.4,7,182
1,0,119,91,38,0,1.9,0,232
1,0,1154,7,12,0,0.7,0,887
1,0,549,49,28,0,1.5,0,824
1,2,125,51,21,0,13,1,1630
1,0,424,13,92,0,6.1,0,2614
1,2,178,42,104,0,9,4,1617
1,0,104,0,2,0,21,0,2269
1,0,94,5,122,0,57,0,5371
1,0,469,8,92,0,2.8,0,1348
101,0,1391,1,2,0,0.3,0,428
1,0,168,184,17,0,28,0,4773
1,0,371,2,0,0,0.1,0,72
1,4,95,53,44,0,99,2,9441
1,0,533,8,30,0,1.1,0,591
0,0,0,0,0,0,0,0,0
1,0,318,10,16,0,2.3,1,759
1,0,325,9,317,0,16,8,5263
1,53,84,126,137,0,54,0,4553
1,0,364,16,381,1,3.4,0,1261
1,0,200,17,69,1,5.1,0,1026
1,0,127,48,5,1,13,0,1777
1,19,451,170,41,1,4.9,0,2250
1,0,390,180,188,1,2.7,0,1075
1,0,145,68,115,1,17,0,2570
1,4,100,146,237,1,36,0,3675
1,4,88,55,87,1,29,9,2637
1,0,248,86,25,1,10,0,2573
1,0,144,8,64,1,4.9,1,712
1,0,355,18,84,1,2.2,0,806
1,0,93,9,64,1,9.6,0,894
1,0,178,0,25,1,1.5,0,277
1,0,135,0,3,1,19,0,2638
1,1,747,142,485,1,4.8,11,3591
1,0,146,174,256,1,8.9,0,1307
1,0,366,15,133,1,3.4,0,1268
1,0,763,1,193,1,1.3,8,1027
1,0,131,104,143,1,38,0,5037
1,0,158,33,76,1,21,0,3461
1,0,1192,14,183,1,2.2,0,2628
1,1,233,17,224,1,8.2,0,1919
1,1,155,171,214,1,34,0,5319
1,0,258,10,497,1,10,0,2713
1,0,177,27,141,1,18,0,3257
1,0,382,149,180,1,0.7,0,279
1,0,207,73,418,1,12,0,2571
1,1,110,167,153,1,41,2,4525
1,5,78,53,711,1,68,1,5375
1,0,1669,3,26,0,0.4,0,732
657,22,1523,18,190,0,16,63,24724
39,8,682,32,33,0,0.6,1,424
0,0,0,0,0,0,0,0,0
28,3,865,58,64,0,19,14,16836
23,6,1326,0,0,0,0,0,0
26,5,850,8,10,0,6.2,2,5290
13,68,1888,59,6,0,7.6,0,14475
639,26,1417,151,348,0,5.3,197,7615
39,0,1918,179,35,0,0.7,0,1428
49,1,428,10,25,0,3.3,0,1450
11,0,876,0,0,0,0,0,0
28,0,673,23,62,0,21,1,14438
3,0,452,0,5,0,0.3,0,170
1,0,0,0,0,0,0,0,0
1,2,10,47,2,0,14,0,148
0,0,0,0,0,0,0,0,0
14,44,149,42,9,0,5.3,3,804
7,0,1215,16,6,0,1.5,0,1852
2,22,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,26,1,46,0,56,29,1480
1,0,75,81,1,0,6.5,0,488
1,0,772,0,0,0,0,0,7
3,85,564,49,11,0,57,0,32577
2,0,317,99,16,0,9.5,3,3026
2,0,1240,171,91,0,5.1,3,6424
1,0,279,63,42,0,0.9,6,272
1,34,708,180,8,0,2.4,0,1721
1,0,403,27,1,0,1.5,0,605
1,1,749,51,7,0,0.4,0,354
1,0,17,0,0,0,19,1,327
1,26,722,85,126,0,3.9,15,2848
2,0,976,7,10,0,0.6,4,655
6,2,808,13,2,0,3.1,2,2585
10,0,94,0,0,0,0,0,0
8,73,1037,160,194,0,19,32,19968
8,29,806,36,13,0,4.1,0,3309
28,8,522,26,38,0,26,0,14064
4,0,672,70,42,0,0.3,15,263
8,2,604,1,7,0,0.2,1,133
1,0,119,0,0,0,0.1,0,19
1,291,1063,180,219,0,3.9,36,4218
1,0,147,24,12,0,32,4,4708
3,1,594,175,9,0,10,1,5948
5,0,640,2,2,0,0.1,0,90
4,130,1142,94,406,0,2.2,13,2542
1,0,135,6,391,0,30,1,4111
4,4,227,0,0,0,0,0,0
0,0,2063,0,0,0,0,0,0
1,0,353,0,1,0,0.5,1,198
15,2,2382,0,0,0,0,0,0
1,0,1,0,0,0,5,0,5
17,7,157,73,70,0,60,45,9514
2,6,61,0,0,0,0,0,0
16,12,869,24,39,0,16,0,14269
1,6,499,88,1,0,8.8,0,4402
3,38,735,167,623,0,6.2,259,4629
56,0,557,12,116,0,13,0,7552
1,0,750,0,44,0,0.3,0,288
34,0,33,7,18,0,24,0,805
1,0,20,0,0,0,4.5,0,91
10,0,586,153,179,0,10,1,6372
2,2,1016,53,71,0,1.8,2,1924
12,0,668,28,39,0,9.4,19,6294
1,0,12,0,0,0,5.4,0,65
3,8,141,7,30,0,107,4,15210
1,4,477,1,15,0,10,11,5145
1,0,388,5,4,0,1,0,418
9,24,777,34,25,0,1.6,2,1286
4,0,532,1,22,0,2.8,58,1542
12,2,292,153,10,0,24,0,7129
1,0,449,1,5,0,0.8,11,362
1,0,827,46,592,0,3.8,17,3224
0,0,726,0,0,0,0,0,0
1,0,186,0,3,0,0.5,0,95
9,44,1263,32,49,0,3.2,1,4077
3,0,274,159,21,0,3.1,2,851
1,1,127,9,2,0,4.2,0,543
1,0,354,0,2,0,0.3,0,127
1,0,15,13,63,0,14,0,224
1,0,305,176,3,0,2.4,0,755
1,0,741,0,125,0,1.3,38,965
1,0,49,0,1,0,6.7,0,332
1,0,106,114,1,0,14,0,1589
8,41,187,31,136,0,56,0,10549
1,4,0,0,0,0,0,0,0
1,18,525,184,67,0,5.5,3,2932
1,9,537,51,24,0,18,0,9900
2,34,534,177,2070,0,1.1,2,606
0,1,199,0,0,0,0,0,0
10,0,155,34,0,0,1.1,0,172
2,5,1233,178,3,0,1,0,1317
1,0,485,0,0,0,0,0,12
12,2,78,17,1,0,47,0,3718
1,0,115,5,0,0,2.9,0,341
24,3,755,14,8,0,4,0,3030
35,0,119,49,5,0,9.1,0,1086
3,0,310,0,12,0,2,2,624
6,34,754,115,8,1,1.5,0,1186
6,14,605,157,99,1,2.2,7,1388
10,0,1385,58,53,1,3.8,12,5347
1,9,943,86,310,1,8.9,4,8455
1,11,295,85,18,1,12,0,3757
2,54,1821,0,0,1,0,0,0
42,34,506,0,0,1,0,0,0
2,0,620,77,25,1,1.5,24,977
100,0,773,27,234,1,8,1,6260
5,92,536,172,22,1,0.9,0,511
62,0,659,22,23,1,85,7,56105
42,1,596,69,40,1,11,814,7121
20,2,871,161,19,1,6.6,0,5773
1,0,421,56,89,1,18,0,7701
1,6,139,76,60,1,16,0,2227
1,0,313,168,83,1,23,0,7411
1,0,338,44,901,1,2.3,0,800
1,17,102,55,39,1,30,4,3146
1,4,165,89,42,1,9.4,0,1553
1,4,171,49,23,1,35,13,6037
1,7,338,12,88,1,11,9,3960
1,0,330,37,62,1,5.4,0,1786
1,7,272,110,117,1,14,0,4067
0,4,0,0,0,1,0,0,0
1,2,470,24,22,1,28,0,13207
1,0,245,105,55,1,6.4,0,1582
1,0,308,18,97,1,9.9,18,3056
1,0,244,2,91,1,5,0,1221
1,0,324,111,42,1,2.4,4,781
1,6,299,47,466,1,17,0,5214
1,0,146,103,65,1,15,9,2322
1,7,122,18,15,1,16,0,2037
1,0,375,188,425,1,2.3,1,871
1,0,530,8,1951,1,25,12,13662
1,0,172,66,17,1,17,0,2993
1,1,203,153,40,1,9.8,15,2003
1,0,188,15,21,1,16,4,3063
0,15,0,0,0,1,0,0,0
1,42,151,16,81,1,13,2,2103
1,35,100,63,257,1,45,0,4546
1,0,132,165,20,1,29,3,3906
0,6,1017,0,0,1,0,0,0
1,5,339,168,121,1,8.3,2,2818
1,10,718,20,549,1,7.7,7,5590
1,0,121,28,27,1,51,0,6260
1,0,226,92,127,1,17,5,3994
1,35,93,35,55,1,122,5,11378
1,6,146,139,4,1,20,0,2982
1,30,372,107,338,1,18,24,7016
1,26,202,158,97,1,12,1,2481
1,0,596,69,39,1,2.6,0,1594
1,0,900,14,441,1,7.8,1,7040
0,5,0,0,0,1,0,0,0
1,19,152,52,162,1,22,0,3459
1,0,407,44,10,1,33,6,13675
1,2,343,12,211,1,10,14,3707
1,5,152,110,44,1,21,1,3214
1,0,335,95,81,1,11,23,3840
0,0,122,0,0,1,0,0,0
1,1,99,92,104,1,38,0,3841
1,0,993,190,547,1,13,0,13716
1,0,149,4,22,1,23,2,3484
1,7,330,132,309,1,23,2,7747
1,0,326,145,79,1,4.1,0,1357
1,0,197,129,37,1,3.2,6,647
1,0,417,11,349,1,8.1,12,3393
1,0,317,24,282,1,0.3,0,97
1,0,243,0,2,1,10,0,2572
1,4,163,53,48,1,90,3,14694
